Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010973 | lrm: 1.00 | dt: 2573ms | tok/sec: 12,734 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.098965 | lrm: 1.00 | dt: 971ms | tok/sec: 33,730 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.013655 | lrm: 1.00 | dt: 889ms | tok/sec: 36,865 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.717498 | lrm: 1.00 | dt: 956ms | tok/sec: 34,277 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.436025 | lrm: 1.00 | dt: 878ms | tok/sec: 37,338 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.215804 | lrm: 1.00 | dt: 969ms | tok/sec: 33,799 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.029146 | lrm: 1.00 | dt: 884ms | tok/sec: 37,082 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.875558 | lrm: 1.00 | dt: 887ms | tok/sec: 36,960 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.717849 | lrm: 1.00 | dt: 889ms | tok/sec: 36,865 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.570853 | lrm: 1.00 | dt: 890ms | tok/sec: 36,817 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.430526 | lrm: 1.00 | dt: 881ms | tok/sec: 37,197 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.293344 | lrm: 1.00 | dt: 864ms | tok/sec: 37,944 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.175974 | lrm: 1.00 | dt: 854ms | tok/sec: 38,361 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.062504 | lrm: 1.00 | dt: 872ms | tok/sec: 37,596 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00014 (0.9%) | loss: 6.956075 | lrm: 1.00 | dt: 891ms | tok/sec: 36,796 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00015 (1.2%) | loss: 6.864898 | lrm: 1.00 | dt: 880ms | tok/sec: 37,251 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00016 (1.5%) | loss: 6.775478 | lrm: 1.00 | dt: 876ms | tok/sec: 37,394 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00017 (1.7%) | loss: 6.696670 | lrm: 1.00 | dt: 886ms | tok/sec: 37,002 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00065 (16.7%) | loss: 5.436011 | lrm: 1.00 | dt: 1017ms | tok/sec: 32,232 | mfu: 0.2% | epoch: 1 | remaining: 249s    
step 00066 (17.0%) | loss: 5.421792 | lrm: 1.00 | dt: 1015ms | tok/sec: 32,274 | mfu: 0.2% | epoch: 1 | remaining: 248s    
step 00067 (17.4%) | loss: 5.414980 | lrm: 1.00 | dt: 907ms | tok/sec: 36,123 | mfu: 0.2% | epoch: 1 | remaining: 247s    
step 00068 (17.7%) | loss: 5.394525 | lrm: 1.00 | dt: 924ms | tok/sec: 35,476 | mfu: 0.2% | epoch: 1 | remaining: 246s    
step 00069 (18.0%) | loss: 5.384084 | lrm: 1.00 | dt: 1025ms | tok/sec: 31,979 | mfu: 0.2% | epoch: 1 | remaining: 245s    
step 00070 (18.3%) | loss: 5.372781 | lrm: 1.00 | dt: 970ms | tok/sec: 33,790 | mfu: 0.2% | epoch: 1 | remaining: 244s    
step 00071 (18.6%) | loss: 5.355321 | lrm: 1.00 | dt: 903ms | tok/sec: 36,285 | mfu: 0.2% | epoch: 1 | remaining: 243s    
step 00072 (19.0%) | loss: 5.348189 | lrm: 1.00 | dt: 911ms | tok/sec: 35,971 | mfu: 0.2% | epoch: 1 | remaining: 242s    
step 00073 (19.3%) | loss: 5.331909 | lrm: 1.00 | dt: 916ms | tok/sec: 35,770 | mfu: 0.2% | epoch: 1 | remaining: 241s    
step 00074 (19.6%) | loss: 5.316430 | lrm: 1.00 | dt: 909ms | tok/sec: 36,060 | mfu: 0.2% | epoch: 1 | remaining: 240s    
step 00075 (19.9%) | loss: 5.303625 | lrm: 1.00 | dt: 905ms | tok/sec: 36,208 | mfu: 0.2% | epoch: 1 | remaining: 240s    
step 00076 (20.2%) | loss: 5.305015 | lrm: 1.00 | dt: 892ms | tok/sec: 36,755 | mfu: 0.2% | epoch: 1 | remaining: 239s    
step 00077 (20.5%) | loss: 5.288495 | lrm: 1.00 | dt: 903ms | tok/sec: 36,296 | mfu: 0.2% | epoch: 1 | remaining: 238s    
step 00078 (20.8%) | loss: 5.272097 | lrm: 1.00 | dt: 917ms | tok/sec: 35,723 | mfu: 0.2% | epoch: 1 | remaining: 237s    
step 00079 (21.1%) | loss: 5.254221 | lrm: 1.00 | dt: 899ms | tok/sec: 36,453 | mfu: 0.2% | epoch: 1 | remaining: 236s    
step 00080 (21.4%) | loss: 5.255170 | lrm: 1.00 | dt: 894ms | tok/sec: 36,643 | mfu: 0.2% | epoch: 1 | remaining: 235s    
step 00081 (21.7%) | loss: 5.247507 | lrm: 1.00 | dt: 910ms | tok/sec: 36,017 | mfu: 0.2% | epoch: 1 | remaining: 234s    
step 00082 (22.0%) | loss: 5.233992 | lrm: 1.00 | dt: 889ms | tok/sec: 36,857 | mfu: 0.2% | epoch: 1 | remaining: 233s    
step 00083 (22.3%) | loss: 5.231278 | lrm: 1.00 | dt: 900ms | tok/sec: 36,428 | mfu: 0.2% | epoch: 1 | remaining: 232s    
step 00084 (22.6%) | loss: 5.217405 | lrm: 1.00 | dt: 897ms | tok/sec: 36,541 | mfu: 0.2% | epoch: 1 | remaining: 231s    
step 00085 (22.9%) | loss: 5.213800 | lrm: 1.00 | dt: 956ms | tok/sec: 34,267 | mfu: 0.2% | epoch: 1 | remaining: 230s    
step 00086 (23.2%) | loss: 5.200346 | lrm: 1.00 | dt: 903ms | tok/sec: 36,281 | mfu: 0.2% | epoch: 1 | remaining: 230s    
step 00087 (23.5%) | loss: 5.202935 | lrm: 1.00 | dt: 887ms | tok/sec: 36,933 | mfu: 0.2% | epoch: 1 | remaining: 229s    
step 00088 (23.8%) | loss: 5.190120 | lrm: 1.00 | dt: 886ms | tok/sec: 36,974 | mfu: 0.2% | epoch: 1 | remaining: 228s    
step 00089 (24.1%) | loss: 5.187607 | lrm: 1.00 | dt: 889ms | tok/sec: 36,872 | mfu: 0.2% | epoch: 1 | remaining: 227s    
step 00090 (24.4%) | loss: 5.175695 | lrm: 1.00 | dt: 890ms | tok/sec: 36,812 | mfu: 0.2% | epoch: 1 | remaining: 226s    
step 00091 (24.7%) | loss: 5.162972 | lrm: 1.00 | dt: 896ms | tok/sec: 36,564 | mfu: 0.2% | epoch: 1 | remaining: 225s    
step 00092 (25.0%) | loss: 5.159395 | lrm: 1.00 | dt: 883ms | tok/sec: 37,103 | mfu: 0.2% | epoch: 1 | remaining: 224s    
step 00093 (25.3%) | loss: 5.154328 | lrm: 1.00 | dt: 888ms | tok/sec: 36,919 | mfu: 0.2% | epoch: 1 | remaining: 223s    
step 00094 (25.6%) | loss: 5.136097 | lrm: 1.00 | dt: 888ms | tok/sec: 36,912 | mfu: 0.2% | epoch: 1 | remaining: 222s    
step 00095 (25.9%) | loss: 5.126814 | lrm: 1.00 | dt: 881ms | tok/sec: 37,178 | mfu: 0.2% | epoch: 1 | remaining: 222s    
step 00096 (26.1%) | loss: 5.122049 | lrm: 1.00 | dt: 893ms | tok/sec: 36,704 | mfu: 0.2% | epoch: 1 | remaining: 221s    
step 00097 (26.4%) | loss: 5.101420 | lrm: 1.00 | dt: 887ms | tok/sec: 36,923 | mfu: 0.2% | epoch: 1 | remaining: 220s    
step 00098 (26.7%) | loss: 5.100573 | lrm: 1.00 | dt: 888ms | tok/sec: 36,901 | mfu: 0.2% | epoch: 1 | remaining: 219s    
step 00099 (27.0%) | loss: 5.088479 | lrm: 1.00 | dt: 888ms | tok/sec: 36,911 | mfu: 0.2% | epoch: 1 | remaining: 218s    
step 00100 (27.3%) | loss: 5.070764 | lrm: 1.00 | dt: 886ms | tok/sec: 36,971 | mfu: 0.2% | epoch: 1 | remaining: 217s    
step 00101 (27.6%) | loss: 5.058314 | lrm: 1.00 | dt: 895ms | tok/sec: 36,619 | mfu: 0.2% | epoch: 1 | remaining: 216s    
step 00102 (27.9%) | loss: 5.039201 | lrm: 1.00 | dt: 889ms | tok/sec: 36,847 | mfu: 0.2% | epoch: 1 | remaining: 215s    
step 00103 (28.2%) | loss: 5.023739 | lrm: 1.00 | dt: 898ms | tok/sec: 36,478 | mfu: 0.2% | epoch: 1 | remaining: 214s    
step 00104 (28.5%) | loss: 5.018437 | lrm: 1.00 | dt: 893ms | tok/sec: 36,692 | mfu: 0.2% | epoch: 1 | remaining: 214s    
step 00105 (28.8%) | loss: 5.013718 | lrm: 1.00 | dt: 898ms | tok/sec: 36,474 | mfu: 0.2% | epoch: 1 | remaining: 213s    
step 00106 (29.1%) | loss: 5.006801 | lrm: 1.00 | dt: 898ms | tok/sec: 36,487 | mfu: 0.2% | epoch: 1 | remaining: 212s    
step 00107 (29.4%) | loss: 4.994048 | lrm: 1.00 | dt: 911ms | tok/sec: 35,954 | mfu: 0.2% | epoch: 1 | remaining: 211s    
step 00108 (29.7%) | loss: 4.982456 | lrm: 1.00 | dt: 889ms | tok/sec: 36,843 | mfu: 0.2% | epoch: 1 | remaining: 210s    
step 00109 (30.0%) | loss: 4.984161 | lrm: 1.00 | dt: 892ms | tok/sec: 36,731 | mfu: 0.2% | epoch: 1 | remaining: 209s    
step 00110 (30.3%) | loss: 4.985045 | lrm: 1.00 | dt: 892ms | tok/sec: 36,750 | mfu: 0.2% | epoch: 1 | remaining: 208s    
step 00111 (30.6%) | loss: 4.972056 | lrm: 1.00 | dt: 887ms | tok/sec: 36,928 | mfu: 0.2% | epoch: 1 | remaining: 207s    
step 00112 (30.9%) | loss: 4.971268 | lrm: 1.00 | dt: 883ms | tok/sec: 37,102 | mfu: 0.2% | epoch: 1 | remaining: 206s    
step 00113 (31.2%) | loss: 4.971862 | lrm: 1.00 | dt: 892ms | tok/sec: 36,725 | mfu: 0.2% | epoch: 1 | remaining: 205s    
step 00114 (31.5%) | loss: 4.962098 | lrm: 1.00 | dt: 898ms | tok/sec: 36,504 | mfu: 0.2% | epoch: 1 | remaining: 205s    
step 00115 (31.8%) | loss: 4.950285 | lrm: 1.00 | dt: 885ms | tok/sec: 37,007 | mfu: 0.2% | epoch: 1 | remaining: 204s    
step 00116 (32.1%) | loss: 4.931398 | lrm: 1.00 | dt: 892ms | tok/sec: 36,737 | mfu: 0.2% | epoch: 1 | remaining: 203s    
step 00117 (32.4%) | loss: 4.924401 | lrm: 1.00 | dt: 889ms | tok/sec: 36,847 | mfu: 0.2% | epoch: 1 | remaining: 202s    
step 00118 (32.7%) | loss: 4.911394 | lrm: 1.00 | dt: 890ms | tok/sec: 36,798 | mfu: 0.2% | epoch: 1 | remaining: 201s    
step 00119 (33.0%) | loss: 4.904341 | lrm: 1.00 | dt: 886ms | tok/sec: 37,000 | mfu: 0.2% | epoch: 1 | remaining: 200s    
step 00120 (33.3%) | loss: 4.891389 | lrm: 1.00 | dt: 880ms | tok/sec: 37,252 | mfu: 0.2% | epoch: 1 | remaining: 199s    
step 00121 (33.6%) | loss: 4.884788 | lrm: 1.00 | dt: 886ms | tok/sec: 36,967 | mfu: 0.2% | epoch: 1 | remaining: 198s    
step 00122 (33.9%) | loss: 4.875584 | lrm: 1.00 | dt: 892ms | tok/sec: 36,729 | mfu: 0.2% | epoch: 1 | remaining: 198s    
step 00123 (34.2%) | loss: 4.867368 | lrm: 1.00 | dt: 890ms | tok/sec: 36,837 | mfu: 0.2% | epoch: 1 | remaining: 197s    
step 00124 (34.5%) | loss: 4.852722 | lrm: 1.00 | dt: 913ms | tok/sec: 35,895 | mfu: 0.2% | epoch: 1 | remaining: 196s    
step 00125 (34.8%) | loss: 4.843568 | lrm: 1.00 | dt: 890ms | tok/sec: 36,809 | mfu: 0.2% | epoch: 1 | remaining: 195s    
step 00126 (35.1%) | loss: 4.829941 | lrm: 1.00 | dt: 884ms | tok/sec: 37,047 | mfu: 0.2% | epoch: 1 | remaining: 194s    
step 00127 (35.4%) | loss: 4.824800 | lrm: 1.00 | dt: 896ms | tok/sec: 36,567 | mfu: 0.2% | epoch: 1 | remaining: 193s    
step 00128 (35.7%) | loss: 4.812889 | lrm: 1.00 | dt: 892ms | tok/sec: 36,752 | mfu: 0.2% | epoch: 1 | remaining: 192s    
step 00129 (36.0%) | loss: 4.801100 | lrm: 1.00 | dt: 923ms | tok/sec: 35,507 | mfu: 0.2% | epoch: 1 | remaining: 191s    
step 00130 (36.3%) | loss: 4.795698 | lrm: 1.00 | dt: 910ms | tok/sec: 35,992 | mfu: 0.2% | epoch: 1 | remaining: 190s    
step 00131 (36.6%) | loss: 4.776207 | lrm: 1.00 | dt: 904ms | tok/sec: 36,254 | mfu: 0.2% | epoch: 1 | remaining: 189s    
step 00132 (36.9%) | loss: 4.760210 | lrm: 1.00 | dt: 1009ms | tok/sec: 32,478 | mfu: 0.2% | epoch: 1 | remaining: 188s    
step 00133 (37.2%) | loss: 4.749872 | lrm: 1.00 | dt: 901ms | tok/sec: 36,371 | mfu: 0.2% | epoch: 1 | remaining: 187s    
step 00134 (37.5%) | loss: 4.748602 | lrm: 1.00 | dt: 917ms | tok/sec: 35,719 | mfu: 0.2% | epoch: 1 | remaining: 187s    
step 00135 (37.8%) | loss: 4.743570 | lrm: 1.00 | dt: 898ms | tok/sec: 36,488 | mfu: 0.2% | epoch: 1 | remaining: 186s    
step 00136 (38.1%) | loss: 4.745953 | lrm: 1.00 | dt: 950ms | tok/sec: 34,486 | mfu: 0.2% | epoch: 1 | remaining: 185s    
step 00137 (38.4%) | loss: 4.738272 | lrm: 1.00 | dt: 886ms | tok/sec: 36,999 | mfu: 0.2% | epoch: 1 | remaining: 184s    
step 00138 (38.7%) | loss: 4.722052 | lrm: 1.00 | dt: 887ms | tok/sec: 36,952 | mfu: 0.2% | epoch: 1 | remaining: 183s    
step 00139 (39.0%) | loss: 4.698637 | lrm: 1.00 | dt: 890ms | tok/sec: 36,829 | mfu: 0.2% | epoch: 1 | remaining: 182s    
step 00140 (39.3%) | loss: 4.686224 | lrm: 1.00 | dt: 878ms | tok/sec: 37,301 | mfu: 0.2% | epoch: 1 | remaining: 181s    
step 00141 (39.6%) | loss: 4.673082 | lrm: 1.00 | dt: 882ms | tok/sec: 37,131 | mfu: 0.2% | epoch: 1 | remaining: 180s    
step 00142 (39.9%) | loss: 4.674871 | lrm: 1.00 | dt: 883ms | tok/sec: 37,128 | mfu: 0.2% | epoch: 1 | remaining: 179s    
step 00143 (40.2%) | loss: 4.669004 | lrm: 1.00 | dt: 887ms | tok/sec: 36,953 | mfu: 0.2% | epoch: 1 | remaining: 179s    
step 00144 (40.5%) | loss: 4.667375 | lrm: 1.00 | dt: 873ms | tok/sec: 37,550 | mfu: 0.2% | epoch: 1 | remaining: 178s    
step 00145 (40.8%) | loss: 4.662042 | lrm: 1.00 | dt: 879ms | tok/sec: 37,261 | mfu: 0.2% | epoch: 1 | remaining: 177s    
step 00146 (41.1%) | loss: 4.661066 | lrm: 1.00 | dt: 911ms | tok/sec: 35,977 | mfu: 0.2% | epoch: 1 | remaining: 176s    
step 00147 (41.4%) | loss: 4.651741 | lrm: 1.00 | dt: 1033ms | tok/sec: 31,717 | mfu: 0.2% | epoch: 1 | remaining: 175s    
step 00148 (41.7%) | loss: 4.635073 | lrm: 1.00 | dt: 973ms | tok/sec: 33,682 | mfu: 0.2% | epoch: 1 | remaining: 174s    
step 00149 (42.0%) | loss: 4.630991 | lrm: 1.00 | dt: 901ms | tok/sec: 36,380 | mfu: 0.2% | epoch: 1 | remaining: 173s    
step 00150 (42.3%) | loss: 4.614979 | lrm: 1.00 | dt: 903ms | tok/sec: 36,283 | mfu: 0.2% | epoch: 1 | remaining: 172s    
