Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010973 | lrm: 1.00 | dt: 2073ms | tok/sec: 15,806 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.092175 | lrm: 1.00 | dt: 951ms | tok/sec: 34,442 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.006324 | lrm: 1.00 | dt: 889ms | tok/sec: 36,851 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.720758 | lrm: 1.00 | dt: 901ms | tok/sec: 36,365 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.441546 | lrm: 1.00 | dt: 908ms | tok/sec: 36,075 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.226696 | lrm: 1.00 | dt: 971ms | tok/sec: 33,761 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.037998 | lrm: 1.00 | dt: 879ms | tok/sec: 37,261 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.874396 | lrm: 1.00 | dt: 874ms | tok/sec: 37,486 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.728195 | lrm: 1.00 | dt: 874ms | tok/sec: 37,482 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.589489 | lrm: 1.00 | dt: 871ms | tok/sec: 37,605 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.452215 | lrm: 1.00 | dt: 872ms | tok/sec: 37,560 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.318850 | lrm: 1.00 | dt: 863ms | tok/sec: 37,983 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.202181 | lrm: 1.00 | dt: 865ms | tok/sec: 37,860 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.089097 | lrm: 1.00 | dt: 872ms | tok/sec: 37,586 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00014 (0.9%) | loss: 6.982746 | lrm: 1.00 | dt: 875ms | tok/sec: 37,444 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00015 (1.2%) | loss: 6.890453 | lrm: 1.00 | dt: 868ms | tok/sec: 37,765 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 6.800087 | lrm: 1.00 | dt: 863ms | tok/sec: 37,969 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00017 (1.7%) | loss: 6.720707 | lrm: 1.00 | dt: 870ms | tok/sec: 37,644 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00040 (8.5%) | loss: 5.840328 | lrm: 1.00 | dt: 896ms | tok/sec: 36,569 | mfu: 0.2% | epoch: 1 | remaining: 274s    
step 00041 (8.8%) | loss: 5.818500 | lrm: 1.00 | dt: 1056ms | tok/sec: 31,032 | mfu: 0.2% | epoch: 1 | remaining: 273s    
step 00042 (9.1%) | loss: 5.801724 | lrm: 1.00 | dt: 968ms | tok/sec: 33,847 | mfu: 0.2% | epoch: 1 | remaining: 272s    
step 00043 (9.4%) | loss: 5.777511 | lrm: 1.00 | dt: 870ms | tok/sec: 37,669 | mfu: 0.2% | epoch: 1 | remaining: 271s    
step 00044 (9.7%) | loss: 5.752727 | lrm: 1.00 | dt: 879ms | tok/sec: 37,276 | mfu: 0.2% | epoch: 1 | remaining: 270s    
step 00045 (10.0%) | loss: 5.734906 | lrm: 1.00 | dt: 877ms | tok/sec: 37,382 | mfu: 0.2% | epoch: 1 | remaining: 269s    
step 00046 (10.3%) | loss: 5.706779 | lrm: 1.00 | dt: 887ms | tok/sec: 36,957 | mfu: 0.2% | epoch: 1 | remaining: 268s    
step 00047 (10.6%) | loss: 5.689559 | lrm: 1.00 | dt: 875ms | tok/sec: 37,439 | mfu: 0.2% | epoch: 1 | remaining: 267s    
step 00048 (10.9%) | loss: 5.672129 | lrm: 1.00 | dt: 1013ms | tok/sec: 32,336 | mfu: 0.2% | epoch: 1 | remaining: 266s    
step 00049 (11.2%) | loss: 5.661837 | lrm: 1.00 | dt: 988ms | tok/sec: 33,158 | mfu: 0.2% | epoch: 1 | remaining: 265s    
step 00050 (11.6%) | loss: 5.641496 | lrm: 1.00 | dt: 900ms | tok/sec: 36,389 | mfu: 0.2% | epoch: 1 | remaining: 264s    
step 00051 (11.9%) | loss: 5.631856 | lrm: 1.00 | dt: 1030ms | tok/sec: 31,814 | mfu: 0.2% | epoch: 1 | remaining: 263s    
step 00052 (12.2%) | loss: 5.620658 | lrm: 1.00 | dt: 892ms | tok/sec: 36,749 | mfu: 0.2% | epoch: 1 | remaining: 262s    
step 00053 (12.5%) | loss: 5.602793 | lrm: 1.00 | dt: 933ms | tok/sec: 35,105 | mfu: 0.2% | epoch: 1 | remaining: 262s    
step 00054 (12.8%) | loss: 5.584932 | lrm: 1.00 | dt: 979ms | tok/sec: 33,474 | mfu: 0.2% | epoch: 1 | remaining: 261s    
step 00055 (13.1%) | loss: 5.571643 | lrm: 1.00 | dt: 897ms | tok/sec: 36,529 | mfu: 0.2% | epoch: 1 | remaining: 260s    
step 00056 (13.4%) | loss: 5.554079 | lrm: 1.00 | dt: 891ms | tok/sec: 36,771 | mfu: 0.2% | epoch: 1 | remaining: 259s    
step 00057 (13.7%) | loss: 5.533254 | lrm: 1.00 | dt: 893ms | tok/sec: 36,707 | mfu: 0.2% | epoch: 1 | remaining: 258s    
step 00058 (14.0%) | loss: 5.529258 | lrm: 1.00 | dt: 1027ms | tok/sec: 31,914 | mfu: 0.2% | epoch: 1 | remaining: 257s    
step 00059 (14.4%) | loss: 5.502695 | lrm: 1.00 | dt: 882ms | tok/sec: 37,137 | mfu: 0.2% | epoch: 1 | remaining: 256s    
step 00060 (14.7%) | loss: 5.492593 | lrm: 1.00 | dt: 891ms | tok/sec: 36,780 | mfu: 0.2% | epoch: 1 | remaining: 255s    
step 00061 (15.0%) | loss: 5.482467 | lrm: 1.00 | dt: 887ms | tok/sec: 36,954 | mfu: 0.2% | epoch: 1 | remaining: 254s    
step 00062 (15.3%) | loss: 5.469621 | lrm: 1.00 | dt: 884ms | tok/sec: 37,076 | mfu: 0.2% | epoch: 1 | remaining: 253s    
step 00063 (15.6%) | loss: 5.459482 | lrm: 1.00 | dt: 897ms | tok/sec: 36,546 | mfu: 0.2% | epoch: 1 | remaining: 252s    
step 00064 (15.9%) | loss: 5.444432 | lrm: 1.00 | dt: 898ms | tok/sec: 36,480 | mfu: 0.2% | epoch: 1 | remaining: 252s    
step 00065 (16.2%) | loss: 5.444428 | lrm: 1.00 | dt: 893ms | tok/sec: 36,692 | mfu: 0.2% | epoch: 1 | remaining: 251s    
step 00066 (16.5%) | loss: 5.430710 | lrm: 1.00 | dt: 977ms | tok/sec: 33,540 | mfu: 0.2% | epoch: 1 | remaining: 250s    
step 00067 (16.8%) | loss: 5.424027 | lrm: 1.00 | dt: 885ms | tok/sec: 37,005 | mfu: 0.2% | epoch: 1 | remaining: 249s    
step 00068 (17.1%) | loss: 5.403318 | lrm: 1.00 | dt: 888ms | tok/sec: 36,917 | mfu: 0.2% | epoch: 1 | remaining: 248s    
step 00069 (17.4%) | loss: 5.393150 | lrm: 1.00 | dt: 893ms | tok/sec: 36,695 | mfu: 0.2% | epoch: 1 | remaining: 247s    
step 00070 (17.7%) | loss: 5.381408 | lrm: 1.00 | dt: 1007ms | tok/sec: 32,551 | mfu: 0.2% | epoch: 1 | remaining: 246s    
step 00071 (18.0%) | loss: 5.363353 | lrm: 1.00 | dt: 890ms | tok/sec: 36,804 | mfu: 0.2% | epoch: 1 | remaining: 245s    
step 00072 (18.3%) | loss: 5.356057 | lrm: 1.00 | dt: 887ms | tok/sec: 36,945 | mfu: 0.2% | epoch: 1 | remaining: 244s    
step 00073 (18.6%) | loss: 5.340136 | lrm: 1.00 | dt: 985ms | tok/sec: 33,282 | mfu: 0.2% | epoch: 1 | remaining: 243s    
step 00074 (18.9%) | loss: 5.324849 | lrm: 1.00 | dt: 890ms | tok/sec: 36,816 | mfu: 0.2% | epoch: 1 | remaining: 242s    
step 00075 (19.2%) | loss: 5.311928 | lrm: 1.00 | dt: 992ms | tok/sec: 33,023 | mfu: 0.2% | epoch: 1 | remaining: 241s    
step 00076 (19.6%) | loss: 5.313154 | lrm: 1.00 | dt: 888ms | tok/sec: 36,894 | mfu: 0.2% | epoch: 1 | remaining: 240s    
step 00077 (19.8%) | loss: 5.296226 | lrm: 1.00 | dt: 891ms | tok/sec: 36,762 | mfu: 0.2% | epoch: 1 | remaining: 240s    
step 00078 (20.1%) | loss: 5.280224 | lrm: 1.00 | dt: 901ms | tok/sec: 36,366 | mfu: 0.2% | epoch: 1 | remaining: 239s    
step 00079 (20.4%) | loss: 5.262520 | lrm: 1.00 | dt: 883ms | tok/sec: 37,126 | mfu: 0.2% | epoch: 1 | remaining: 238s    
step 00080 (20.7%) | loss: 5.263542 | lrm: 1.00 | dt: 989ms | tok/sec: 33,126 | mfu: 0.2% | epoch: 1 | remaining: 237s    
step 00081 (21.1%) | loss: 5.255626 | lrm: 1.00 | dt: 885ms | tok/sec: 37,034 | mfu: 0.2% | epoch: 1 | remaining: 236s    
step 00082 (21.4%) | loss: 5.242016 | lrm: 1.00 | dt: 890ms | tok/sec: 36,800 | mfu: 0.2% | epoch: 1 | remaining: 235s    
step 00083 (21.7%) | loss: 5.238627 | lrm: 1.00 | dt: 901ms | tok/sec: 36,372 | mfu: 0.2% | epoch: 1 | remaining: 234s    
step 00084 (22.0%) | loss: 5.224519 | lrm: 1.00 | dt: 938ms | tok/sec: 34,921 | mfu: 0.2% | epoch: 1 | remaining: 233s    
step 00085 (22.3%) | loss: 5.220416 | lrm: 1.00 | dt: 910ms | tok/sec: 36,023 | mfu: 0.2% | epoch: 1 | remaining: 232s    
step 00086 (22.6%) | loss: 5.206938 | lrm: 1.00 | dt: 1089ms | tok/sec: 30,081 | mfu: 0.2% | epoch: 1 | remaining: 231s    
step 00087 (22.9%) | loss: 5.209872 | lrm: 1.00 | dt: 980ms | tok/sec: 33,446 | mfu: 0.2% | epoch: 1 | remaining: 230s    
step 00088 (23.3%) | loss: 5.197649 | lrm: 1.00 | dt: 889ms | tok/sec: 36,870 | mfu: 0.2% | epoch: 1 | remaining: 229s    
step 00089 (23.6%) | loss: 5.194867 | lrm: 1.00 | dt: 959ms | tok/sec: 34,176 | mfu: 0.2% | epoch: 1 | remaining: 228s    
step 00090 (23.9%) | loss: 5.182657 | lrm: 1.00 | dt: 883ms | tok/sec: 37,089 | mfu: 0.2% | epoch: 1 | remaining: 227s    
step 00091 (24.2%) | loss: 5.169831 | lrm: 1.00 | dt: 974ms | tok/sec: 33,651 | mfu: 0.2% | epoch: 1 | remaining: 226s    
step 00092 (24.5%) | loss: 5.166010 | lrm: 1.00 | dt: 896ms | tok/sec: 36,584 | mfu: 0.2% | epoch: 1 | remaining: 226s    
step 00093 (24.8%) | loss: 5.160817 | lrm: 1.00 | dt: 933ms | tok/sec: 35,134 | mfu: 0.2% | epoch: 1 | remaining: 225s    
step 00094 (25.1%) | loss: 5.143355 | lrm: 1.00 | dt: 880ms | tok/sec: 37,232 | mfu: 0.2% | epoch: 1 | remaining: 224s    
step 00095 (25.4%) | loss: 5.134026 | lrm: 1.00 | dt: 890ms | tok/sec: 36,822 | mfu: 0.2% | epoch: 1 | remaining: 223s    
step 00096 (25.7%) | loss: 5.130518 | lrm: 1.00 | dt: 913ms | tok/sec: 35,893 | mfu: 0.2% | epoch: 1 | remaining: 222s    
step 00097 (26.0%) | loss: 5.109540 | lrm: 1.00 | dt: 1115ms | tok/sec: 29,397 | mfu: 0.2% | epoch: 1 | remaining: 221s    
step 00098 (26.4%) | loss: 5.109121 | lrm: 1.00 | dt: 968ms | tok/sec: 33,839 | mfu: 0.2% | epoch: 1 | remaining: 220s    
step 00099 (26.7%) | loss: 5.097172 | lrm: 1.00 | dt: 945ms | tok/sec: 34,674 | mfu: 0.2% | epoch: 1 | remaining: 219s    
step 00100 (27.0%) | loss: 5.078873 | lrm: 1.00 | dt: 892ms | tok/sec: 36,733 | mfu: 0.2% | epoch: 1 | remaining: 218s    
step 00101 (27.3%) | loss: 5.066392 | lrm: 1.00 | dt: 933ms | tok/sec: 35,117 | mfu: 0.2% | epoch: 1 | remaining: 217s    
step 00102 (27.6%) | loss: 5.048278 | lrm: 1.00 | dt: 992ms | tok/sec: 33,022 | mfu: 0.2% | epoch: 1 | remaining: 216s    
step 00103 (28.0%) | loss: 5.032787 | lrm: 1.00 | dt: 886ms | tok/sec: 36,966 | mfu: 0.2% | epoch: 1 | remaining: 215s    
step 00104 (28.2%) | loss: 5.027687 | lrm: 1.00 | dt: 885ms | tok/sec: 37,041 | mfu: 0.2% | epoch: 1 | remaining: 214s    
step 00105 (28.5%) | loss: 5.022397 | lrm: 1.00 | dt: 884ms | tok/sec: 37,069 | mfu: 0.2% | epoch: 1 | remaining: 213s    
step 00106 (28.8%) | loss: 5.015386 | lrm: 1.00 | dt: 908ms | tok/sec: 36,088 | mfu: 0.2% | epoch: 1 | remaining: 213s    
step 00107 (29.1%) | loss: 5.002121 | lrm: 1.00 | dt: 961ms | tok/sec: 34,103 | mfu: 0.2% | epoch: 1 | remaining: 212s    
step 00108 (29.5%) | loss: 4.991498 | lrm: 1.00 | dt: 886ms | tok/sec: 37,000 | mfu: 0.2% | epoch: 1 | remaining: 211s    
step 00109 (29.8%) | loss: 4.993132 | lrm: 1.00 | dt: 889ms | tok/sec: 36,861 | mfu: 0.2% | epoch: 1 | remaining: 210s    
step 00110 (30.1%) | loss: 4.993624 | lrm: 1.00 | dt: 877ms | tok/sec: 37,362 | mfu: 0.2% | epoch: 1 | remaining: 209s    
step 00111 (30.3%) | loss: 4.981376 | lrm: 1.00 | dt: 860ms | tok/sec: 38,083 | mfu: 0.2% | epoch: 1 | remaining: 208s    
step 00112 (30.6%) | loss: 4.980762 | lrm: 1.00 | dt: 873ms | tok/sec: 37,527 | mfu: 0.2% | epoch: 1 | remaining: 207s    
step 00113 (30.9%) | loss: 4.981469 | lrm: 1.00 | dt: 869ms | tok/sec: 37,694 | mfu: 0.2% | epoch: 1 | remaining: 206s    
step 00114 (31.2%) | loss: 4.971178 | lrm: 1.00 | dt: 940ms | tok/sec: 34,873 | mfu: 0.2% | epoch: 1 | remaining: 205s    
step 00115 (31.5%) | loss: 4.958872 | lrm: 1.00 | dt: 869ms | tok/sec: 37,716 | mfu: 0.2% | epoch: 1 | remaining: 205s    
step 00116 (31.8%) | loss: 4.938644 | lrm: 1.00 | dt: 870ms | tok/sec: 37,673 | mfu: 0.2% | epoch: 1 | remaining: 204s    
step 00117 (32.1%) | loss: 4.931201 | lrm: 1.00 | dt: 879ms | tok/sec: 37,290 | mfu: 0.2% | epoch: 1 | remaining: 203s    
step 00118 (32.4%) | loss: 4.917053 | lrm: 1.00 | dt: 870ms | tok/sec: 37,670 | mfu: 0.2% | epoch: 1 | remaining: 202s    
step 00119 (32.7%) | loss: 4.910064 | lrm: 1.00 | dt: 1056ms | tok/sec: 31,042 | mfu: 0.2% | epoch: 1 | remaining: 201s    
step 00120 (33.0%) | loss: 4.896902 | lrm: 1.00 | dt: 997ms | tok/sec: 32,855 | mfu: 0.2% | epoch: 1 | remaining: 200s    
step 00121 (33.4%) | loss: 4.890753 | lrm: 1.00 | dt: 992ms | tok/sec: 33,041 | mfu: 0.2% | epoch: 1 | remaining: 199s    
step 00122 (33.7%) | loss: 4.881706 | lrm: 1.00 | dt: 1393ms | tok/sec: 23,528 | mfu: 0.1% | epoch: 1 | remaining: 197s    
step 00123 (34.2%) | loss: 4.874375 | lrm: 1.00 | dt: 996ms | tok/sec: 32,907 | mfu: 0.2% | epoch: 1 | remaining: 197s    
step 00124 (34.5%) | loss: 4.859775 | lrm: 1.00 | dt: 1019ms | tok/sec: 32,148 | mfu: 0.2% | epoch: 1 | remaining: 195s    
step 00125 (34.8%) | loss: 4.850367 | lrm: 1.00 | dt: 962ms | tok/sec: 34,047 | mfu: 0.2% | epoch: 1 | remaining: 195s    
step 00126 (35.2%) | loss: 4.836966 | lrm: 1.00 | dt: 908ms | tok/sec: 36,070 | mfu: 0.2% | epoch: 1 | remaining: 194s    
step 00127 (35.5%) | loss: 4.831717 | lrm: 1.00 | dt: 982ms | tok/sec: 33,383 | mfu: 0.2% | epoch: 1 | remaining: 193s    
step 00128 (35.8%) | loss: 4.820602 | lrm: 1.00 | dt: 1128ms | tok/sec: 29,053 | mfu: 0.2% | epoch: 1 | remaining: 192s    
step 00129 (36.2%) | loss: 4.808693 | lrm: 1.00 | dt: 904ms | tok/sec: 36,236 | mfu: 0.2% | epoch: 1 | remaining: 191s    
step 00130 (36.5%) | loss: 4.802806 | lrm: 1.00 | dt: 910ms | tok/sec: 36,013 | mfu: 0.2% | epoch: 1 | remaining: 190s    
step 00131 (36.8%) | loss: 4.783563 | lrm: 1.00 | dt: 968ms | tok/sec: 33,866 | mfu: 0.2% | epoch: 1 | remaining: 189s    
step 00132 (37.1%) | loss: 4.768064 | lrm: 1.00 | dt: 988ms | tok/sec: 33,167 | mfu: 0.2% | epoch: 1 | remaining: 188s    
step 00133 (37.4%) | loss: 4.757523 | lrm: 1.00 | dt: 980ms | tok/sec: 33,425 | mfu: 0.2% | epoch: 1 | remaining: 187s    
step 00134 (37.7%) | loss: 4.757314 | lrm: 1.00 | dt: 1012ms | tok/sec: 32,365 | mfu: 0.2% | epoch: 1 | remaining: 186s    
step 00135 (38.1%) | loss: 4.753462 | lrm: 1.00 | dt: 882ms | tok/sec: 37,156 | mfu: 0.2% | epoch: 1 | remaining: 185s    
step 00136 (38.4%) | loss: 4.755318 | lrm: 1.00 | dt: 923ms | tok/sec: 35,520 | mfu: 0.2% | epoch: 1 | remaining: 184s    
step 00137 (38.7%) | loss: 4.747697 | lrm: 1.00 | dt: 983ms | tok/sec: 33,322 | mfu: 0.2% | epoch: 1 | remaining: 183s    
step 00138 (39.0%) | loss: 4.731506 | lrm: 1.00 | dt: 992ms | tok/sec: 33,026 | mfu: 0.2% | epoch: 1 | remaining: 182s    
step 00139 (39.3%) | loss: 4.707975 | lrm: 1.00 | dt: 997ms | tok/sec: 32,876 | mfu: 0.2% | epoch: 1 | remaining: 181s    
step 00140 (39.7%) | loss: 4.694871 | lrm: 1.00 | dt: 912ms | tok/sec: 35,920 | mfu: 0.2% | epoch: 1 | remaining: 180s    
step 00141 (40.0%) | loss: 4.681775 | lrm: 1.00 | dt: 994ms | tok/sec: 32,976 | mfu: 0.2% | epoch: 1 | remaining: 179s    
step 00142 (40.3%) | loss: 4.683819 | lrm: 1.00 | dt: 902ms | tok/sec: 36,343 | mfu: 0.2% | epoch: 1 | remaining: 178s    
step 00143 (40.6%) | loss: 4.678106 | lrm: 1.00 | dt: 941ms | tok/sec: 34,821 | mfu: 0.2% | epoch: 1 | remaining: 177s    
step 00144 (40.9%) | loss: 4.676846 | lrm: 1.00 | dt: 991ms | tok/sec: 33,081 | mfu: 0.2% | epoch: 1 | remaining: 176s    
step 00145 (41.3%) | loss: 4.670583 | lrm: 1.00 | dt: 910ms | tok/sec: 35,991 | mfu: 0.2% | epoch: 1 | remaining: 175s    
step 00146 (41.6%) | loss: 4.669562 | lrm: 1.00 | dt: 1029ms | tok/sec: 31,857 | mfu: 0.2% | epoch: 1 | remaining: 174s    
step 00147 (41.9%) | loss: 4.661525 | lrm: 1.00 | dt: 908ms | tok/sec: 36,095 | mfu: 0.2% | epoch: 1 | remaining: 173s    
step 00148 (42.2%) | loss: 4.643911 | lrm: 1.00 | dt: 963ms | tok/sec: 34,041 | mfu: 0.2% | epoch: 1 | remaining: 172s    
step 00149 (42.5%) | loss: 4.639409 | lrm: 1.00 | dt: 1006ms | tok/sec: 32,582 | mfu: 0.2% | epoch: 1 | remaining: 171s    
step 00150 (42.9%) | loss: 4.623201 | lrm: 1.00 | dt: 904ms | tok/sec: 36,264 | mfu: 0.2% | epoch: 1 | remaining: 171s    
