Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010973 | lrm: 1.00 | dt: 2154ms | tok/sec: 15,214 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.096698 | lrm: 1.00 | dt: 927ms | tok/sec: 35,336 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.014878 | lrm: 1.00 | dt: 948ms | tok/sec: 34,556 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.723616 | lrm: 1.00 | dt: 883ms | tok/sec: 37,119 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.442124 | lrm: 1.00 | dt: 888ms | tok/sec: 36,901 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.223435 | lrm: 1.00 | dt: 883ms | tok/sec: 37,112 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.034376 | lrm: 1.00 | dt: 943ms | tok/sec: 34,759 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.874916 | lrm: 1.00 | dt: 885ms | tok/sec: 37,026 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.723289 | lrm: 1.00 | dt: 882ms | tok/sec: 37,154 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.580048 | lrm: 1.00 | dt: 874ms | tok/sec: 37,481 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.440481 | lrm: 1.00 | dt: 881ms | tok/sec: 37,185 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.304842 | lrm: 1.00 | dt: 1002ms | tok/sec: 32,704 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.187707 | lrm: 1.00 | dt: 874ms | tok/sec: 37,485 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.074185 | lrm: 1.00 | dt: 883ms | tok/sec: 37,106 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00014 (0.9%) | loss: 6.967227 | lrm: 1.00 | dt: 989ms | tok/sec: 33,146 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00015 (1.2%) | loss: 6.875162 | lrm: 1.00 | dt: 880ms | tok/sec: 37,235 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00016 (1.5%) | loss: 6.785705 | lrm: 1.00 | dt: 877ms | tok/sec: 37,358 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00017 (1.8%) | loss: 6.707514 | lrm: 1.00 | dt: 891ms | tok/sec: 36,784 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00066 (16.6%) | loss: 5.427960 | lrm: 1.00 | dt: 886ms | tok/sec: 36,988 | mfu: 0.2% | epoch: 1 | remaining: 249s    
step 00067 (16.9%) | loss: 5.421438 | lrm: 1.00 | dt: 889ms | tok/sec: 36,848 | mfu: 0.2% | epoch: 1 | remaining: 248s    
step 00068 (17.2%) | loss: 5.400925 | lrm: 1.00 | dt: 987ms | tok/sec: 33,207 | mfu: 0.2% | epoch: 1 | remaining: 247s    
step 00069 (17.5%) | loss: 5.390616 | lrm: 1.00 | dt: 932ms | tok/sec: 35,155 | mfu: 0.2% | epoch: 1 | remaining: 247s    
step 00070 (17.8%) | loss: 5.378724 | lrm: 1.00 | dt: 884ms | tok/sec: 37,063 | mfu: 0.2% | epoch: 1 | remaining: 246s    
step 00071 (18.1%) | loss: 5.360917 | lrm: 1.00 | dt: 886ms | tok/sec: 36,977 | mfu: 0.2% | epoch: 1 | remaining: 245s    
step 00072 (18.4%) | loss: 5.354128 | lrm: 1.00 | dt: 893ms | tok/sec: 36,713 | mfu: 0.2% | epoch: 1 | remaining: 244s    
step 00073 (18.7%) | loss: 5.338112 | lrm: 1.00 | dt: 884ms | tok/sec: 37,087 | mfu: 0.2% | epoch: 1 | remaining: 243s    
step 00074 (19.0%) | loss: 5.322759 | lrm: 1.00 | dt: 887ms | tok/sec: 36,952 | mfu: 0.2% | epoch: 1 | remaining: 242s    
step 00075 (19.3%) | loss: 5.310001 | lrm: 1.00 | dt: 901ms | tok/sec: 36,359 | mfu: 0.2% | epoch: 1 | remaining: 241s    
step 00076 (19.6%) | loss: 5.310709 | lrm: 1.00 | dt: 885ms | tok/sec: 37,019 | mfu: 0.2% | epoch: 1 | remaining: 240s    
step 00077 (19.9%) | loss: 5.293775 | lrm: 1.00 | dt: 880ms | tok/sec: 37,234 | mfu: 0.2% | epoch: 1 | remaining: 239s    
step 00078 (20.2%) | loss: 5.276971 | lrm: 1.00 | dt: 889ms | tok/sec: 36,853 | mfu: 0.2% | epoch: 1 | remaining: 239s    
step 00079 (20.5%) | loss: 5.259052 | lrm: 1.00 | dt: 886ms | tok/sec: 36,988 | mfu: 0.2% | epoch: 1 | remaining: 238s    
step 00080 (20.8%) | loss: 5.260251 | lrm: 1.00 | dt: 904ms | tok/sec: 36,239 | mfu: 0.2% | epoch: 1 | remaining: 237s    
step 00081 (21.1%) | loss: 5.252151 | lrm: 1.00 | dt: 904ms | tok/sec: 36,263 | mfu: 0.2% | epoch: 1 | remaining: 236s    
step 00082 (21.4%) | loss: 5.238647 | lrm: 1.00 | dt: 886ms | tok/sec: 36,965 | mfu: 0.2% | epoch: 1 | remaining: 235s    
step 00083 (21.7%) | loss: 5.235098 | lrm: 1.00 | dt: 900ms | tok/sec: 36,427 | mfu: 0.2% | epoch: 1 | remaining: 234s    
step 00084 (22.0%) | loss: 5.221173 | lrm: 1.00 | dt: 873ms | tok/sec: 37,542 | mfu: 0.2% | epoch: 1 | remaining: 233s    
step 00085 (22.3%) | loss: 5.216987 | lrm: 1.00 | dt: 867ms | tok/sec: 37,811 | mfu: 0.2% | epoch: 1 | remaining: 232s    
step 00086 (22.6%) | loss: 5.203553 | lrm: 1.00 | dt: 869ms | tok/sec: 37,723 | mfu: 0.2% | epoch: 1 | remaining: 231s    
step 00087 (22.9%) | loss: 5.206512 | lrm: 1.00 | dt: 866ms | tok/sec: 37,825 | mfu: 0.2% | epoch: 1 | remaining: 231s    
step 00088 (23.1%) | loss: 5.193905 | lrm: 1.00 | dt: 870ms | tok/sec: 37,666 | mfu: 0.2% | epoch: 1 | remaining: 230s    
step 00089 (23.4%) | loss: 5.191368 | lrm: 1.00 | dt: 870ms | tok/sec: 37,660 | mfu: 0.2% | epoch: 1 | remaining: 229s    
step 00090 (23.7%) | loss: 5.179169 | lrm: 1.00 | dt: 873ms | tok/sec: 37,527 | mfu: 0.2% | epoch: 1 | remaining: 228s    
step 00091 (24.0%) | loss: 5.166299 | lrm: 1.00 | dt: 869ms | tok/sec: 37,703 | mfu: 0.2% | epoch: 1 | remaining: 227s    
step 00092 (24.3%) | loss: 5.162021 | lrm: 1.00 | dt: 953ms | tok/sec: 34,385 | mfu: 0.2% | epoch: 1 | remaining: 226s    
step 00093 (24.6%) | loss: 5.156374 | lrm: 1.00 | dt: 866ms | tok/sec: 37,840 | mfu: 0.2% | epoch: 1 | remaining: 225s    
step 00094 (24.9%) | loss: 5.137985 | lrm: 1.00 | dt: 868ms | tok/sec: 37,732 | mfu: 0.2% | epoch: 1 | remaining: 224s    
step 00095 (25.2%) | loss: 5.128594 | lrm: 1.00 | dt: 866ms | tok/sec: 37,826 | mfu: 0.2% | epoch: 1 | remaining: 224s    
step 00096 (25.5%) | loss: 5.123755 | lrm: 1.00 | dt: 885ms | tok/sec: 37,038 | mfu: 0.2% | epoch: 1 | remaining: 223s    
step 00097 (25.8%) | loss: 5.102599 | lrm: 1.00 | dt: 957ms | tok/sec: 34,247 | mfu: 0.2% | epoch: 1 | remaining: 222s    
step 00098 (26.1%) | loss: 5.101701 | lrm: 1.00 | dt: 871ms | tok/sec: 37,640 | mfu: 0.2% | epoch: 1 | remaining: 221s    
step 00099 (26.4%) | loss: 5.089547 | lrm: 1.00 | dt: 868ms | tok/sec: 37,764 | mfu: 0.2% | epoch: 1 | remaining: 220s    
step 00100 (26.7%) | loss: 5.070858 | lrm: 1.00 | dt: 864ms | tok/sec: 37,915 | mfu: 0.2% | epoch: 1 | remaining: 219s    
step 00101 (27.0%) | loss: 5.058064 | lrm: 1.00 | dt: 863ms | tok/sec: 37,950 | mfu: 0.2% | epoch: 1 | remaining: 218s    
step 00102 (27.3%) | loss: 5.038636 | lrm: 1.00 | dt: 873ms | tok/sec: 37,548 | mfu: 0.2% | epoch: 1 | remaining: 217s    
step 00103 (27.5%) | loss: 5.022859 | lrm: 1.00 | dt: 866ms | tok/sec: 37,842 | mfu: 0.2% | epoch: 1 | remaining: 216s    
step 00104 (27.8%) | loss: 5.017585 | lrm: 1.00 | dt: 866ms | tok/sec: 37,830 | mfu: 0.2% | epoch: 1 | remaining: 216s    
step 00105 (28.1%) | loss: 5.012400 | lrm: 1.00 | dt: 867ms | tok/sec: 37,806 | mfu: 0.2% | epoch: 1 | remaining: 215s    
step 00106 (28.4%) | loss: 5.005254 | lrm: 1.00 | dt: 873ms | tok/sec: 37,541 | mfu: 0.2% | epoch: 1 | remaining: 214s    
step 00107 (28.7%) | loss: 4.992156 | lrm: 1.00 | dt: 866ms | tok/sec: 37,855 | mfu: 0.2% | epoch: 1 | remaining: 213s    
step 00108 (29.0%) | loss: 4.980983 | lrm: 1.00 | dt: 867ms | tok/sec: 37,781 | mfu: 0.2% | epoch: 1 | remaining: 212s    
step 00109 (29.3%) | loss: 4.982264 | lrm: 1.00 | dt: 871ms | tok/sec: 37,603 | mfu: 0.2% | epoch: 1 | remaining: 211s    
step 00110 (29.6%) | loss: 4.982846 | lrm: 1.00 | dt: 872ms | tok/sec: 37,588 | mfu: 0.2% | epoch: 1 | remaining: 210s    
step 00111 (29.9%) | loss: 4.970202 | lrm: 1.00 | dt: 871ms | tok/sec: 37,600 | mfu: 0.2% | epoch: 1 | remaining: 210s    
step 00112 (30.2%) | loss: 4.969692 | lrm: 1.00 | dt: 870ms | tok/sec: 37,658 | mfu: 0.2% | epoch: 1 | remaining: 209s    
step 00113 (30.4%) | loss: 4.969725 | lrm: 1.00 | dt: 870ms | tok/sec: 37,651 | mfu: 0.2% | epoch: 1 | remaining: 208s    
step 00114 (30.7%) | loss: 4.959172 | lrm: 1.00 | dt: 866ms | tok/sec: 37,834 | mfu: 0.2% | epoch: 1 | remaining: 207s    
step 00115 (31.0%) | loss: 4.946103 | lrm: 1.00 | dt: 872ms | tok/sec: 37,591 | mfu: 0.2% | epoch: 1 | remaining: 206s    
step 00116 (31.3%) | loss: 4.925511 | lrm: 1.00 | dt: 868ms | tok/sec: 37,754 | mfu: 0.2% | epoch: 1 | remaining: 205s    
step 00117 (31.6%) | loss: 4.917592 | lrm: 1.00 | dt: 868ms | tok/sec: 37,748 | mfu: 0.2% | epoch: 1 | remaining: 204s    
step 00118 (31.9%) | loss: 4.903749 | lrm: 1.00 | dt: 868ms | tok/sec: 37,756 | mfu: 0.2% | epoch: 1 | remaining: 203s    
step 00119 (32.2%) | loss: 4.896920 | lrm: 1.00 | dt: 863ms | tok/sec: 37,951 | mfu: 0.2% | epoch: 1 | remaining: 203s    
step 00120 (32.5%) | loss: 4.883377 | lrm: 1.00 | dt: 870ms | tok/sec: 37,682 | mfu: 0.2% | epoch: 1 | remaining: 202s    
step 00121 (32.8%) | loss: 4.876982 | lrm: 1.00 | dt: 865ms | tok/sec: 37,884 | mfu: 0.2% | epoch: 1 | remaining: 201s    
step 00122 (33.0%) | loss: 4.866926 | lrm: 1.00 | dt: 869ms | tok/sec: 37,702 | mfu: 0.2% | epoch: 1 | remaining: 200s    
step 00123 (33.3%) | loss: 4.858316 | lrm: 1.00 | dt: 956ms | tok/sec: 34,281 | mfu: 0.2% | epoch: 1 | remaining: 199s    
step 00124 (33.7%) | loss: 4.844174 | lrm: 1.00 | dt: 866ms | tok/sec: 37,835 | mfu: 0.2% | epoch: 1 | remaining: 198s    
step 00125 (33.9%) | loss: 4.835078 | lrm: 1.00 | dt: 864ms | tok/sec: 37,946 | mfu: 0.2% | epoch: 1 | remaining: 197s    
step 00126 (34.2%) | loss: 4.821642 | lrm: 1.00 | dt: 867ms | tok/sec: 37,781 | mfu: 0.2% | epoch: 1 | remaining: 196s    
step 00127 (34.5%) | loss: 4.816615 | lrm: 1.00 | dt: 865ms | tok/sec: 37,878 | mfu: 0.2% | epoch: 1 | remaining: 196s    
step 00128 (34.8%) | loss: 4.805172 | lrm: 1.00 | dt: 865ms | tok/sec: 37,867 | mfu: 0.2% | epoch: 1 | remaining: 195s    
step 00129 (35.1%) | loss: 4.793130 | lrm: 1.00 | dt: 874ms | tok/sec: 37,470 | mfu: 0.2% | epoch: 1 | remaining: 194s    
step 00130 (35.4%) | loss: 4.786940 | lrm: 1.00 | dt: 868ms | tok/sec: 37,740 | mfu: 0.2% | epoch: 1 | remaining: 193s    
step 00131 (35.7%) | loss: 4.767447 | lrm: 1.00 | dt: 866ms | tok/sec: 37,825 | mfu: 0.2% | epoch: 1 | remaining: 192s    
step 00132 (36.0%) | loss: 4.751982 | lrm: 1.00 | dt: 865ms | tok/sec: 37,899 | mfu: 0.2% | epoch: 1 | remaining: 191s    
step 00133 (36.3%) | loss: 4.741187 | lrm: 1.00 | dt: 863ms | tok/sec: 37,988 | mfu: 0.2% | epoch: 1 | remaining: 190s    
step 00134 (36.5%) | loss: 4.739075 | lrm: 1.00 | dt: 955ms | tok/sec: 34,296 | mfu: 0.2% | epoch: 1 | remaining: 189s    
step 00135 (36.9%) | loss: 4.734659 | lrm: 1.00 | dt: 863ms | tok/sec: 37,949 | mfu: 0.2% | epoch: 1 | remaining: 189s    
step 00136 (37.2%) | loss: 4.738121 | lrm: 1.00 | dt: 865ms | tok/sec: 37,898 | mfu: 0.2% | epoch: 1 | remaining: 188s    
step 00137 (37.4%) | loss: 4.731225 | lrm: 1.00 | dt: 865ms | tok/sec: 37,860 | mfu: 0.2% | epoch: 1 | remaining: 187s    
step 00138 (37.7%) | loss: 4.716888 | lrm: 1.00 | dt: 864ms | tok/sec: 37,925 | mfu: 0.2% | epoch: 1 | remaining: 186s    
step 00139 (38.0%) | loss: 4.694085 | lrm: 1.00 | dt: 867ms | tok/sec: 37,795 | mfu: 0.2% | epoch: 1 | remaining: 185s    
step 00140 (38.3%) | loss: 4.681880 | lrm: 1.00 | dt: 864ms | tok/sec: 37,943 | mfu: 0.2% | epoch: 1 | remaining: 184s    
step 00141 (38.6%) | loss: 4.669507 | lrm: 1.00 | dt: 867ms | tok/sec: 37,788 | mfu: 0.2% | epoch: 1 | remaining: 183s    
step 00142 (38.9%) | loss: 4.671909 | lrm: 1.00 | dt: 864ms | tok/sec: 37,914 | mfu: 0.2% | epoch: 1 | remaining: 182s    
step 00143 (39.2%) | loss: 4.666070 | lrm: 1.00 | dt: 864ms | tok/sec: 37,932 | mfu: 0.2% | epoch: 1 | remaining: 182s    
step 00144 (39.5%) | loss: 4.664962 | lrm: 1.00 | dt: 866ms | tok/sec: 37,839 | mfu: 0.2% | epoch: 1 | remaining: 181s    
step 00145 (39.7%) | loss: 4.659487 | lrm: 1.00 | dt: 864ms | tok/sec: 37,907 | mfu: 0.2% | epoch: 1 | remaining: 180s    
step 00146 (40.0%) | loss: 4.657922 | lrm: 1.00 | dt: 866ms | tok/sec: 37,840 | mfu: 0.2% | epoch: 1 | remaining: 179s    
step 00147 (40.3%) | loss: 4.649443 | lrm: 1.00 | dt: 863ms | tok/sec: 37,965 | mfu: 0.2% | epoch: 1 | remaining: 178s    
step 00148 (40.6%) | loss: 4.632089 | lrm: 1.00 | dt: 865ms | tok/sec: 37,881 | mfu: 0.2% | epoch: 1 | remaining: 177s    
step 00149 (40.9%) | loss: 4.627302 | lrm: 1.00 | dt: 867ms | tok/sec: 37,778 | mfu: 0.2% | epoch: 1 | remaining: 176s    
step 00150 (41.2%) | loss: 4.610806 | lrm: 1.00 | dt: 865ms | tok/sec: 37,879 | mfu: 0.2% | epoch: 1 | remaining: 176s    
