Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010973 | lrm: 1.00 | dt: 2214ms | tok/sec: 14,797 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.087692 | lrm: 1.00 | dt: 1086ms | tok/sec: 30,181 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.012658 | lrm: 1.00 | dt: 902ms | tok/sec: 36,328 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.738259 | lrm: 1.00 | dt: 898ms | tok/sec: 36,472 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.456840 | lrm: 1.00 | dt: 915ms | tok/sec: 35,807 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.240878 | lrm: 1.00 | dt: 898ms | tok/sec: 36,508 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.051271 | lrm: 1.00 | dt: 907ms | tok/sec: 36,121 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.883311 | lrm: 1.00 | dt: 909ms | tok/sec: 36,049 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.729013 | lrm: 1.00 | dt: 914ms | tok/sec: 35,858 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.600766 | lrm: 1.00 | dt: 932ms | tok/sec: 35,176 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.467598 | lrm: 1.00 | dt: 895ms | tok/sec: 36,616 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.332538 | lrm: 1.00 | dt: 889ms | tok/sec: 36,867 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.218956 | lrm: 1.00 | dt: 897ms | tok/sec: 36,528 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.111522 | lrm: 1.00 | dt: 975ms | tok/sec: 33,618 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00014 (0.9%) | loss: 7.006452 | lrm: 1.00 | dt: 894ms | tok/sec: 36,638 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00015 (1.2%) | loss: 6.914395 | lrm: 1.00 | dt: 902ms | tok/sec: 36,327 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00016 (1.5%) | loss: 6.825535 | lrm: 1.00 | dt: 889ms | tok/sec: 36,859 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00017 (1.8%) | loss: 6.749367 | lrm: 1.00 | dt: 899ms | tok/sec: 36,441 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00042 (9.4%) | loss: 5.827067 | lrm: 1.00 | dt: 884ms | tok/sec: 37,063 | mfu: 0.2% | epoch: 1 | remaining: 271s    
step 00043 (9.7%) | loss: 5.803299 | lrm: 1.00 | dt: 902ms | tok/sec: 36,319 | mfu: 0.2% | epoch: 1 | remaining: 270s    
step 00044 (10.0%) | loss: 5.778632 | lrm: 1.00 | dt: 896ms | tok/sec: 36,578 | mfu: 0.2% | epoch: 1 | remaining: 269s    
step 00045 (10.3%) | loss: 5.760722 | lrm: 1.00 | dt: 892ms | tok/sec: 36,718 | mfu: 0.2% | epoch: 1 | remaining: 268s    
step 00046 (10.6%) | loss: 5.732578 | lrm: 1.00 | dt: 916ms | tok/sec: 35,760 | mfu: 0.2% | epoch: 1 | remaining: 267s    
step 00047 (10.9%) | loss: 5.714539 | lrm: 1.00 | dt: 966ms | tok/sec: 33,931 | mfu: 0.2% | epoch: 1 | remaining: 266s    
step 00048 (11.2%) | loss: 5.696472 | lrm: 1.00 | dt: 893ms | tok/sec: 36,684 | mfu: 0.2% | epoch: 1 | remaining: 265s    
step 00049 (11.5%) | loss: 5.685728 | lrm: 1.00 | dt: 890ms | tok/sec: 36,823 | mfu: 0.2% | epoch: 1 | remaining: 265s    
step 00050 (11.8%) | loss: 5.664872 | lrm: 1.00 | dt: 969ms | tok/sec: 33,824 | mfu: 0.2% | epoch: 1 | remaining: 264s    
step 00051 (12.1%) | loss: 5.654664 | lrm: 1.00 | dt: 892ms | tok/sec: 36,731 | mfu: 0.2% | epoch: 1 | remaining: 263s    
step 00052 (12.4%) | loss: 5.642596 | lrm: 1.00 | dt: 904ms | tok/sec: 36,257 | mfu: 0.2% | epoch: 1 | remaining: 262s    
step 00053 (12.7%) | loss: 5.624356 | lrm: 1.00 | dt: 901ms | tok/sec: 36,369 | mfu: 0.2% | epoch: 1 | remaining: 261s    
step 00054 (13.0%) | loss: 5.606534 | lrm: 1.00 | dt: 903ms | tok/sec: 36,289 | mfu: 0.2% | epoch: 1 | remaining: 260s    
step 00055 (13.3%) | loss: 5.592889 | lrm: 1.00 | dt: 919ms | tok/sec: 35,662 | mfu: 0.2% | epoch: 1 | remaining: 259s    
step 00056 (13.6%) | loss: 5.575299 | lrm: 1.00 | dt: 886ms | tok/sec: 36,988 | mfu: 0.2% | epoch: 1 | remaining: 258s    
step 00057 (13.9%) | loss: 5.554549 | lrm: 1.00 | dt: 1028ms | tok/sec: 31,881 | mfu: 0.2% | epoch: 1 | remaining: 257s    
step 00058 (14.3%) | loss: 5.550719 | lrm: 1.00 | dt: 893ms | tok/sec: 36,700 | mfu: 0.2% | epoch: 1 | remaining: 256s    
step 00059 (14.6%) | loss: 5.524121 | lrm: 1.00 | dt: 879ms | tok/sec: 37,278 | mfu: 0.2% | epoch: 1 | remaining: 255s    
step 00060 (14.9%) | loss: 5.512636 | lrm: 1.00 | dt: 904ms | tok/sec: 36,259 | mfu: 0.2% | epoch: 1 | remaining: 255s    
step 00061 (15.2%) | loss: 5.502586 | lrm: 1.00 | dt: 890ms | tok/sec: 36,806 | mfu: 0.2% | epoch: 1 | remaining: 254s    
step 00062 (15.5%) | loss: 5.489461 | lrm: 1.00 | dt: 891ms | tok/sec: 36,777 | mfu: 0.2% | epoch: 1 | remaining: 253s    
step 00063 (15.8%) | loss: 5.478537 | lrm: 1.00 | dt: 894ms | tok/sec: 36,668 | mfu: 0.2% | epoch: 1 | remaining: 252s    
step 00064 (16.1%) | loss: 5.462895 | lrm: 1.00 | dt: 893ms | tok/sec: 36,678 | mfu: 0.2% | epoch: 1 | remaining: 251s    
step 00065 (16.3%) | loss: 5.462880 | lrm: 1.00 | dt: 899ms | tok/sec: 36,441 | mfu: 0.2% | epoch: 1 | remaining: 250s    
step 00066 (16.6%) | loss: 5.449220 | lrm: 1.00 | dt: 889ms | tok/sec: 36,849 | mfu: 0.2% | epoch: 1 | remaining: 249s    
step 00067 (16.9%) | loss: 5.441508 | lrm: 1.00 | dt: 904ms | tok/sec: 36,238 | mfu: 0.2% | epoch: 1 | remaining: 248s    
step 00068 (17.2%) | loss: 5.420554 | lrm: 1.00 | dt: 897ms | tok/sec: 36,526 | mfu: 0.2% | epoch: 1 | remaining: 247s    
step 00069 (17.5%) | loss: 5.411077 | lrm: 1.00 | dt: 883ms | tok/sec: 37,123 | mfu: 0.2% | epoch: 1 | remaining: 246s    
step 00070 (17.8%) | loss: 5.399105 | lrm: 1.00 | dt: 903ms | tok/sec: 36,300 | mfu: 0.2% | epoch: 1 | remaining: 246s    
step 00071 (18.1%) | loss: 5.380790 | lrm: 1.00 | dt: 890ms | tok/sec: 36,807 | mfu: 0.2% | epoch: 1 | remaining: 245s    
step 00072 (18.4%) | loss: 5.373296 | lrm: 1.00 | dt: 891ms | tok/sec: 36,756 | mfu: 0.2% | epoch: 1 | remaining: 244s    
step 00073 (18.7%) | loss: 5.357848 | lrm: 1.00 | dt: 890ms | tok/sec: 36,802 | mfu: 0.2% | epoch: 1 | remaining: 243s    
step 00074 (19.0%) | loss: 5.343211 | lrm: 1.00 | dt: 901ms | tok/sec: 36,360 | mfu: 0.2% | epoch: 1 | remaining: 242s    
step 00075 (19.3%) | loss: 5.331024 | lrm: 1.00 | dt: 904ms | tok/sec: 36,259 | mfu: 0.2% | epoch: 1 | remaining: 241s    
step 00076 (19.6%) | loss: 5.331548 | lrm: 1.00 | dt: 891ms | tok/sec: 36,793 | mfu: 0.2% | epoch: 1 | remaining: 240s    
step 00077 (19.9%) | loss: 5.314314 | lrm: 1.00 | dt: 894ms | tok/sec: 36,662 | mfu: 0.2% | epoch: 1 | remaining: 239s    
step 00078 (20.2%) | loss: 5.297319 | lrm: 1.00 | dt: 901ms | tok/sec: 36,358 | mfu: 0.2% | epoch: 1 | remaining: 238s    
step 00079 (20.5%) | loss: 5.279422 | lrm: 1.00 | dt: 895ms | tok/sec: 36,621 | mfu: 0.2% | epoch: 1 | remaining: 238s    
step 00080 (20.8%) | loss: 5.280170 | lrm: 1.00 | dt: 910ms | tok/sec: 36,026 | mfu: 0.2% | epoch: 1 | remaining: 237s    
step 00081 (21.1%) | loss: 5.271783 | lrm: 1.00 | dt: 891ms | tok/sec: 36,761 | mfu: 0.2% | epoch: 1 | remaining: 236s    
step 00082 (21.4%) | loss: 5.258406 | lrm: 1.00 | dt: 895ms | tok/sec: 36,609 | mfu: 0.2% | epoch: 1 | remaining: 235s    
step 00083 (21.7%) | loss: 5.254651 | lrm: 1.00 | dt: 916ms | tok/sec: 35,790 | mfu: 0.2% | epoch: 1 | remaining: 234s    
step 00084 (22.0%) | loss: 5.240263 | lrm: 1.00 | dt: 930ms | tok/sec: 35,229 | mfu: 0.2% | epoch: 1 | remaining: 233s    
step 00085 (22.3%) | loss: 5.236211 | lrm: 1.00 | dt: 907ms | tok/sec: 36,139 | mfu: 0.2% | epoch: 1 | remaining: 232s    
step 00086 (22.6%) | loss: 5.222353 | lrm: 1.00 | dt: 884ms | tok/sec: 37,047 | mfu: 0.2% | epoch: 1 | remaining: 231s    
step 00087 (22.9%) | loss: 5.225609 | lrm: 1.00 | dt: 999ms | tok/sec: 32,811 | mfu: 0.2% | epoch: 1 | remaining: 230s    
step 00088 (23.3%) | loss: 5.213132 | lrm: 1.00 | dt: 909ms | tok/sec: 36,033 | mfu: 0.2% | epoch: 1 | remaining: 229s    
step 00089 (23.6%) | loss: 5.210952 | lrm: 1.00 | dt: 893ms | tok/sec: 36,680 | mfu: 0.2% | epoch: 1 | remaining: 228s    
step 00090 (23.9%) | loss: 5.199066 | lrm: 1.00 | dt: 919ms | tok/sec: 35,664 | mfu: 0.2% | epoch: 1 | remaining: 227s    
step 00091 (24.2%) | loss: 5.186383 | lrm: 1.00 | dt: 891ms | tok/sec: 36,769 | mfu: 0.2% | epoch: 1 | remaining: 227s    
step 00092 (24.5%) | loss: 5.182705 | lrm: 1.00 | dt: 901ms | tok/sec: 36,363 | mfu: 0.2% | epoch: 1 | remaining: 226s    
step 00093 (24.8%) | loss: 5.177717 | lrm: 1.00 | dt: 1006ms | tok/sec: 32,584 | mfu: 0.2% | epoch: 1 | remaining: 225s    
step 00094 (25.1%) | loss: 5.159800 | lrm: 1.00 | dt: 1014ms | tok/sec: 32,320 | mfu: 0.2% | epoch: 1 | remaining: 224s    
step 00095 (25.4%) | loss: 5.150814 | lrm: 1.00 | dt: 898ms | tok/sec: 36,476 | mfu: 0.2% | epoch: 1 | remaining: 223s    
step 00096 (25.7%) | loss: 5.147053 | lrm: 1.00 | dt: 883ms | tok/sec: 37,095 | mfu: 0.2% | epoch: 1 | remaining: 222s    
step 00097 (26.0%) | loss: 5.127021 | lrm: 1.00 | dt: 948ms | tok/sec: 34,574 | mfu: 0.2% | epoch: 1 | remaining: 221s    
step 00098 (26.4%) | loss: 5.125863 | lrm: 1.00 | dt: 887ms | tok/sec: 36,945 | mfu: 0.2% | epoch: 1 | remaining: 220s    
step 00099 (26.7%) | loss: 5.113046 | lrm: 1.00 | dt: 901ms | tok/sec: 36,384 | mfu: 0.2% | epoch: 1 | remaining: 219s    
step 00100 (27.0%) | loss: 5.095131 | lrm: 1.00 | dt: 897ms | tok/sec: 36,536 | mfu: 0.2% | epoch: 1 | remaining: 218s    
step 00101 (27.3%) | loss: 5.083092 | lrm: 1.00 | dt: 911ms | tok/sec: 35,982 | mfu: 0.2% | epoch: 1 | remaining: 217s    
step 00102 (27.6%) | loss: 5.064710 | lrm: 1.00 | dt: 933ms | tok/sec: 35,126 | mfu: 0.2% | epoch: 1 | remaining: 216s    
step 00103 (27.9%) | loss: 5.049363 | lrm: 1.00 | dt: 1116ms | tok/sec: 29,374 | mfu: 0.2% | epoch: 1 | remaining: 215s    
step 00104 (28.2%) | loss: 5.044556 | lrm: 1.00 | dt: 918ms | tok/sec: 35,713 | mfu: 0.2% | epoch: 1 | remaining: 214s    
step 00105 (28.5%) | loss: 5.039823 | lrm: 1.00 | dt: 901ms | tok/sec: 36,353 | mfu: 0.2% | epoch: 1 | remaining: 213s    
step 00106 (28.8%) | loss: 5.032786 | lrm: 1.00 | dt: 1003ms | tok/sec: 32,662 | mfu: 0.2% | epoch: 1 | remaining: 212s    
step 00107 (29.2%) | loss: 5.020179 | lrm: 1.00 | dt: 896ms | tok/sec: 36,581 | mfu: 0.2% | epoch: 1 | remaining: 212s    
step 00108 (29.5%) | loss: 5.009426 | lrm: 1.00 | dt: 884ms | tok/sec: 37,067 | mfu: 0.2% | epoch: 1 | remaining: 211s    
step 00109 (29.8%) | loss: 5.010857 | lrm: 1.00 | dt: 905ms | tok/sec: 36,216 | mfu: 0.2% | epoch: 1 | remaining: 210s    
step 00110 (30.1%) | loss: 5.012465 | lrm: 1.00 | dt: 958ms | tok/sec: 34,221 | mfu: 0.2% | epoch: 1 | remaining: 209s    
step 00111 (30.4%) | loss: 5.001221 | lrm: 1.00 | dt: 915ms | tok/sec: 35,809 | mfu: 0.2% | epoch: 1 | remaining: 208s    
step 00112 (30.7%) | loss: 5.000117 | lrm: 1.00 | dt: 895ms | tok/sec: 36,608 | mfu: 0.2% | epoch: 1 | remaining: 207s    
step 00113 (31.0%) | loss: 5.000229 | lrm: 1.00 | dt: 889ms | tok/sec: 36,861 | mfu: 0.2% | epoch: 1 | remaining: 206s    
step 00114 (31.3%) | loss: 4.990225 | lrm: 1.00 | dt: 918ms | tok/sec: 35,709 | mfu: 0.2% | epoch: 1 | remaining: 205s    
step 00115 (31.6%) | loss: 4.977776 | lrm: 1.00 | dt: 889ms | tok/sec: 36,846 | mfu: 0.2% | epoch: 1 | remaining: 204s    
step 00116 (31.9%) | loss: 4.958159 | lrm: 1.00 | dt: 906ms | tok/sec: 36,166 | mfu: 0.2% | epoch: 1 | remaining: 203s    
step 00117 (32.2%) | loss: 4.951145 | lrm: 1.00 | dt: 955ms | tok/sec: 34,306 | mfu: 0.2% | epoch: 1 | remaining: 202s    
step 00118 (32.5%) | loss: 4.937691 | lrm: 1.00 | dt: 908ms | tok/sec: 36,107 | mfu: 0.2% | epoch: 1 | remaining: 202s    
step 00119 (32.8%) | loss: 4.930505 | lrm: 1.00 | dt: 902ms | tok/sec: 36,327 | mfu: 0.2% | epoch: 1 | remaining: 201s    
step 00120 (33.1%) | loss: 4.917790 | lrm: 1.00 | dt: 903ms | tok/sec: 36,298 | mfu: 0.2% | epoch: 1 | remaining: 200s    
step 00121 (33.4%) | loss: 4.911232 | lrm: 1.00 | dt: 987ms | tok/sec: 33,201 | mfu: 0.2% | epoch: 1 | remaining: 199s    
step 00122 (33.7%) | loss: 4.902510 | lrm: 1.00 | dt: 898ms | tok/sec: 36,472 | mfu: 0.2% | epoch: 1 | remaining: 198s    
step 00123 (34.0%) | loss: 4.894804 | lrm: 1.00 | dt: 996ms | tok/sec: 32,886 | mfu: 0.2% | epoch: 1 | remaining: 197s    
step 00124 (34.4%) | loss: 4.881733 | lrm: 1.00 | dt: 888ms | tok/sec: 36,910 | mfu: 0.2% | epoch: 1 | remaining: 196s    
step 00125 (34.7%) | loss: 4.872732 | lrm: 1.00 | dt: 912ms | tok/sec: 35,923 | mfu: 0.2% | epoch: 1 | remaining: 195s    
step 00126 (35.0%) | loss: 4.861105 | lrm: 1.00 | dt: 895ms | tok/sec: 36,608 | mfu: 0.2% | epoch: 1 | remaining: 194s    
step 00127 (35.3%) | loss: 4.856164 | lrm: 1.00 | dt: 943ms | tok/sec: 34,741 | mfu: 0.2% | epoch: 1 | remaining: 193s    
step 00128 (35.6%) | loss: 4.845536 | lrm: 1.00 | dt: 893ms | tok/sec: 36,710 | mfu: 0.2% | epoch: 1 | remaining: 192s    
step 00129 (35.9%) | loss: 4.834387 | lrm: 1.00 | dt: 923ms | tok/sec: 35,517 | mfu: 0.2% | epoch: 1 | remaining: 191s    
step 00130 (36.2%) | loss: 4.829511 | lrm: 1.00 | dt: 888ms | tok/sec: 36,915 | mfu: 0.2% | epoch: 1 | remaining: 191s    
step 00131 (36.5%) | loss: 4.810633 | lrm: 1.00 | dt: 910ms | tok/sec: 35,989 | mfu: 0.2% | epoch: 1 | remaining: 190s    
step 00132 (36.8%) | loss: 4.796348 | lrm: 1.00 | dt: 900ms | tok/sec: 36,390 | mfu: 0.2% | epoch: 1 | remaining: 189s    
step 00133 (37.1%) | loss: 4.786281 | lrm: 1.00 | dt: 910ms | tok/sec: 36,027 | mfu: 0.2% | epoch: 1 | remaining: 188s    
step 00134 (37.4%) | loss: 4.785675 | lrm: 1.00 | dt: 903ms | tok/sec: 36,295 | mfu: 0.2% | epoch: 1 | remaining: 187s    
step 00135 (37.7%) | loss: 4.781328 | lrm: 1.00 | dt: 912ms | tok/sec: 35,932 | mfu: 0.2% | epoch: 1 | remaining: 186s    
step 00136 (38.0%) | loss: 4.783585 | lrm: 1.00 | dt: 891ms | tok/sec: 36,757 | mfu: 0.2% | epoch: 1 | remaining: 185s    
step 00137 (38.3%) | loss: 4.774329 | lrm: 1.00 | dt: 901ms | tok/sec: 36,358 | mfu: 0.2% | epoch: 1 | remaining: 184s    
step 00138 (38.6%) | loss: 4.757513 | lrm: 1.00 | dt: 888ms | tok/sec: 36,903 | mfu: 0.2% | epoch: 1 | remaining: 183s    
step 00139 (38.9%) | loss: 4.733542 | lrm: 1.00 | dt: 897ms | tok/sec: 36,536 | mfu: 0.2% | epoch: 1 | remaining: 182s    
step 00140 (39.2%) | loss: 4.719477 | lrm: 1.00 | dt: 896ms | tok/sec: 36,560 | mfu: 0.2% | epoch: 1 | remaining: 182s    
step 00141 (39.5%) | loss: 4.707269 | lrm: 1.00 | dt: 890ms | tok/sec: 36,833 | mfu: 0.2% | epoch: 1 | remaining: 181s    
step 00142 (39.8%) | loss: 4.709428 | lrm: 1.00 | dt: 913ms | tok/sec: 35,880 | mfu: 0.2% | epoch: 1 | remaining: 180s    
step 00143 (40.1%) | loss: 4.703105 | lrm: 1.00 | dt: 896ms | tok/sec: 36,584 | mfu: 0.2% | epoch: 1 | remaining: 179s    
step 00144 (40.4%) | loss: 4.700973 | lrm: 1.00 | dt: 902ms | tok/sec: 36,312 | mfu: 0.2% | epoch: 1 | remaining: 178s    
step 00145 (40.7%) | loss: 4.694152 | lrm: 1.00 | dt: 991ms | tok/sec: 33,070 | mfu: 0.2% | epoch: 1 | remaining: 177s    
step 00146 (41.0%) | loss: 4.692763 | lrm: 1.00 | dt: 911ms | tok/sec: 35,969 | mfu: 0.2% | epoch: 1 | remaining: 176s    
step 00147 (41.3%) | loss: 4.684004 | lrm: 1.00 | dt: 897ms | tok/sec: 36,550 | mfu: 0.2% | epoch: 1 | remaining: 175s    
step 00148 (41.6%) | loss: 4.666503 | lrm: 1.00 | dt: 900ms | tok/sec: 36,405 | mfu: 0.2% | epoch: 1 | remaining: 174s    
step 00149 (41.9%) | loss: 4.662081 | lrm: 1.00 | dt: 899ms | tok/sec: 36,445 | mfu: 0.2% | epoch: 1 | remaining: 173s    
step 00150 (42.2%) | loss: 4.645985 | lrm: 1.00 | dt: 904ms | tok/sec: 36,263 | mfu: 0.2% | epoch: 1 | remaining: 172s    
