Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010973 | lrm: 1.00 | dt: 1984ms | tok/sec: 16,515 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.083316 | lrm: 1.00 | dt: 1045ms | tok/sec: 31,348 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.024548 | lrm: 1.00 | dt: 943ms | tok/sec: 34,762 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.771177 | lrm: 1.00 | dt: 885ms | tok/sec: 37,030 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.489306 | lrm: 1.00 | dt: 895ms | tok/sec: 36,603 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.270846 | lrm: 1.00 | dt: 886ms | tok/sec: 36,968 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.085168 | lrm: 1.00 | dt: 925ms | tok/sec: 35,431 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.924841 | lrm: 1.00 | dt: 882ms | tok/sec: 37,166 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.778829 | lrm: 1.00 | dt: 887ms | tok/sec: 36,946 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.640383 | lrm: 1.00 | dt: 884ms | tok/sec: 37,049 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.515095 | lrm: 1.00 | dt: 893ms | tok/sec: 36,699 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.383467 | lrm: 1.00 | dt: 884ms | tok/sec: 37,080 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.268205 | lrm: 1.00 | dt: 892ms | tok/sec: 36,744 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.157839 | lrm: 1.00 | dt: 894ms | tok/sec: 36,643 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00014 (0.9%) | loss: 7.050800 | lrm: 1.00 | dt: 902ms | tok/sec: 36,311 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00015 (1.2%) | loss: 6.959422 | lrm: 1.00 | dt: 892ms | tok/sec: 36,731 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00016 (1.5%) | loss: 6.871327 | lrm: 1.00 | dt: 886ms | tok/sec: 36,983 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00017 (1.8%) | loss: 6.792271 | lrm: 1.00 | dt: 899ms | tok/sec: 36,461 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00040 (8.9%) | loss: 5.898651 | lrm: 1.00 | dt: 892ms | tok/sec: 36,735 | mfu: 0.2% | epoch: 1 | remaining: 272s    
step 00041 (9.2%) | loss: 5.875300 | lrm: 1.00 | dt: 891ms | tok/sec: 36,785 | mfu: 0.2% | epoch: 1 | remaining: 272s    
step 00042 (9.5%) | loss: 5.857595 | lrm: 1.00 | dt: 900ms | tok/sec: 36,391 | mfu: 0.2% | epoch: 1 | remaining: 271s    
step 00043 (9.8%) | loss: 5.833754 | lrm: 1.00 | dt: 895ms | tok/sec: 36,617 | mfu: 0.2% | epoch: 1 | remaining: 270s    
step 00044 (10.1%) | loss: 5.809469 | lrm: 1.00 | dt: 893ms | tok/sec: 36,681 | mfu: 0.2% | epoch: 1 | remaining: 269s    
step 00045 (10.4%) | loss: 5.791646 | lrm: 1.00 | dt: 886ms | tok/sec: 36,965 | mfu: 0.2% | epoch: 1 | remaining: 268s    
step 00046 (10.7%) | loss: 5.764516 | lrm: 1.00 | dt: 895ms | tok/sec: 36,604 | mfu: 0.2% | epoch: 1 | remaining: 267s    
step 00047 (11.0%) | loss: 5.747349 | lrm: 1.00 | dt: 885ms | tok/sec: 37,008 | mfu: 0.2% | epoch: 1 | remaining: 266s    
step 00048 (11.3%) | loss: 5.729322 | lrm: 1.00 | dt: 880ms | tok/sec: 37,236 | mfu: 0.2% | epoch: 1 | remaining: 265s    
step 00049 (11.6%) | loss: 5.718192 | lrm: 1.00 | dt: 890ms | tok/sec: 36,832 | mfu: 0.2% | epoch: 1 | remaining: 264s    
step 00050 (11.9%) | loss: 5.697168 | lrm: 1.00 | dt: 907ms | tok/sec: 36,132 | mfu: 0.2% | epoch: 1 | remaining: 263s    
step 00051 (12.2%) | loss: 5.687529 | lrm: 1.00 | dt: 898ms | tok/sec: 36,490 | mfu: 0.2% | epoch: 1 | remaining: 263s    
step 00052 (12.5%) | loss: 5.676478 | lrm: 1.00 | dt: 890ms | tok/sec: 36,813 | mfu: 0.2% | epoch: 1 | remaining: 262s    
step 00053 (12.8%) | loss: 5.659131 | lrm: 1.00 | dt: 901ms | tok/sec: 36,369 | mfu: 0.2% | epoch: 1 | remaining: 261s    
step 00054 (13.1%) | loss: 5.641579 | lrm: 1.00 | dt: 888ms | tok/sec: 36,892 | mfu: 0.2% | epoch: 1 | remaining: 260s    
step 00055 (13.4%) | loss: 5.627967 | lrm: 1.00 | dt: 898ms | tok/sec: 36,507 | mfu: 0.2% | epoch: 1 | remaining: 259s    
step 00056 (13.7%) | loss: 5.610139 | lrm: 1.00 | dt: 894ms | tok/sec: 36,664 | mfu: 0.2% | epoch: 1 | remaining: 258s    
step 00057 (14.0%) | loss: 5.589027 | lrm: 1.00 | dt: 891ms | tok/sec: 36,789 | mfu: 0.2% | epoch: 1 | remaining: 257s    
step 00058 (14.3%) | loss: 5.585223 | lrm: 1.00 | dt: 909ms | tok/sec: 36,034 | mfu: 0.2% | epoch: 1 | remaining: 256s    
step 00059 (14.6%) | loss: 5.558693 | lrm: 1.00 | dt: 890ms | tok/sec: 36,816 | mfu: 0.2% | epoch: 1 | remaining: 255s    
step 00060 (14.9%) | loss: 5.547255 | lrm: 1.00 | dt: 889ms | tok/sec: 36,866 | mfu: 0.2% | epoch: 1 | remaining: 255s    
step 00061 (15.2%) | loss: 5.538027 | lrm: 1.00 | dt: 891ms | tok/sec: 36,793 | mfu: 0.2% | epoch: 1 | remaining: 254s    
step 00062 (15.5%) | loss: 5.524652 | lrm: 1.00 | dt: 895ms | tok/sec: 36,618 | mfu: 0.2% | epoch: 1 | remaining: 253s    
step 00063 (15.7%) | loss: 5.514303 | lrm: 1.00 | dt: 902ms | tok/sec: 36,328 | mfu: 0.2% | epoch: 1 | remaining: 252s    
step 00064 (16.1%) | loss: 5.498483 | lrm: 1.00 | dt: 892ms | tok/sec: 36,750 | mfu: 0.2% | epoch: 1 | remaining: 251s    
step 00065 (16.3%) | loss: 5.498460 | lrm: 1.00 | dt: 896ms | tok/sec: 36,562 | mfu: 0.2% | epoch: 1 | remaining: 250s    
step 00066 (16.6%) | loss: 5.484985 | lrm: 1.00 | dt: 895ms | tok/sec: 36,625 | mfu: 0.2% | epoch: 1 | remaining: 249s    
step 00067 (16.9%) | loss: 5.477068 | lrm: 1.00 | dt: 895ms | tok/sec: 36,625 | mfu: 0.2% | epoch: 1 | remaining: 248s    
step 00068 (17.2%) | loss: 5.457193 | lrm: 1.00 | dt: 898ms | tok/sec: 36,495 | mfu: 0.2% | epoch: 1 | remaining: 247s    
step 00069 (17.5%) | loss: 5.447498 | lrm: 1.00 | dt: 913ms | tok/sec: 35,904 | mfu: 0.2% | epoch: 1 | remaining: 246s    
step 00070 (17.8%) | loss: 5.435981 | lrm: 1.00 | dt: 895ms | tok/sec: 36,601 | mfu: 0.2% | epoch: 1 | remaining: 246s    
step 00071 (18.1%) | loss: 5.416862 | lrm: 1.00 | dt: 901ms | tok/sec: 36,371 | mfu: 0.2% | epoch: 1 | remaining: 245s    
step 00072 (18.4%) | loss: 5.409948 | lrm: 1.00 | dt: 906ms | tok/sec: 36,171 | mfu: 0.2% | epoch: 1 | remaining: 244s    
step 00073 (18.7%) | loss: 5.394865 | lrm: 1.00 | dt: 902ms | tok/sec: 36,323 | mfu: 0.2% | epoch: 1 | remaining: 243s    
step 00074 (19.0%) | loss: 5.379516 | lrm: 1.00 | dt: 896ms | tok/sec: 36,564 | mfu: 0.2% | epoch: 1 | remaining: 242s    
step 00075 (19.3%) | loss: 5.367423 | lrm: 1.00 | dt: 892ms | tok/sec: 36,728 | mfu: 0.2% | epoch: 1 | remaining: 241s    
step 00076 (19.6%) | loss: 5.368174 | lrm: 1.00 | dt: 899ms | tok/sec: 36,429 | mfu: 0.2% | epoch: 1 | remaining: 240s    
step 00077 (19.9%) | loss: 5.351177 | lrm: 1.00 | dt: 895ms | tok/sec: 36,621 | mfu: 0.2% | epoch: 1 | remaining: 239s    
step 00078 (20.2%) | loss: 5.334750 | lrm: 1.00 | dt: 900ms | tok/sec: 36,398 | mfu: 0.2% | epoch: 1 | remaining: 238s    
step 00079 (20.5%) | loss: 5.317065 | lrm: 1.00 | dt: 891ms | tok/sec: 36,779 | mfu: 0.2% | epoch: 1 | remaining: 237s    
step 00080 (20.8%) | loss: 5.317181 | lrm: 1.00 | dt: 892ms | tok/sec: 36,734 | mfu: 0.2% | epoch: 1 | remaining: 237s    
step 00081 (21.1%) | loss: 5.308524 | lrm: 1.00 | dt: 898ms | tok/sec: 36,506 | mfu: 0.2% | epoch: 1 | remaining: 236s    
step 00082 (21.4%) | loss: 5.295064 | lrm: 1.00 | dt: 893ms | tok/sec: 36,714 | mfu: 0.2% | epoch: 1 | remaining: 235s    
step 00083 (21.7%) | loss: 5.291696 | lrm: 1.00 | dt: 994ms | tok/sec: 32,954 | mfu: 0.2% | epoch: 1 | remaining: 234s    
step 00084 (22.1%) | loss: 5.276112 | lrm: 1.00 | dt: 890ms | tok/sec: 36,815 | mfu: 0.2% | epoch: 1 | remaining: 233s    
step 00085 (22.4%) | loss: 5.272079 | lrm: 1.00 | dt: 917ms | tok/sec: 35,727 | mfu: 0.2% | epoch: 1 | remaining: 232s    
step 00086 (22.7%) | loss: 5.258490 | lrm: 1.00 | dt: 892ms | tok/sec: 36,732 | mfu: 0.2% | epoch: 1 | remaining: 231s    
step 00087 (23.0%) | loss: 5.261701 | lrm: 1.00 | dt: 885ms | tok/sec: 37,013 | mfu: 0.2% | epoch: 1 | remaining: 230s    
step 00088 (23.3%) | loss: 5.248417 | lrm: 1.00 | dt: 884ms | tok/sec: 37,088 | mfu: 0.2% | epoch: 1 | remaining: 229s    
step 00089 (23.6%) | loss: 5.246184 | lrm: 1.00 | dt: 898ms | tok/sec: 36,472 | mfu: 0.2% | epoch: 1 | remaining: 228s    
step 00090 (23.9%) | loss: 5.233232 | lrm: 1.00 | dt: 882ms | tok/sec: 37,136 | mfu: 0.2% | epoch: 1 | remaining: 228s    
step 00091 (24.1%) | loss: 5.221200 | lrm: 1.00 | dt: 883ms | tok/sec: 37,130 | mfu: 0.2% | epoch: 1 | remaining: 227s    
step 00092 (24.4%) | loss: 5.216890 | lrm: 1.00 | dt: 889ms | tok/sec: 36,870 | mfu: 0.2% | epoch: 1 | remaining: 226s    
step 00093 (24.7%) | loss: 5.210948 | lrm: 1.00 | dt: 884ms | tok/sec: 37,071 | mfu: 0.2% | epoch: 1 | remaining: 225s    
step 00094 (25.0%) | loss: 5.193216 | lrm: 1.00 | dt: 893ms | tok/sec: 36,701 | mfu: 0.2% | epoch: 1 | remaining: 224s    
step 00095 (25.3%) | loss: 5.183675 | lrm: 1.00 | dt: 890ms | tok/sec: 36,816 | mfu: 0.2% | epoch: 1 | remaining: 223s    
step 00096 (25.6%) | loss: 5.178866 | lrm: 1.00 | dt: 973ms | tok/sec: 33,666 | mfu: 0.2% | epoch: 1 | remaining: 222s    
step 00097 (26.0%) | loss: 5.158438 | lrm: 1.00 | dt: 892ms | tok/sec: 36,742 | mfu: 0.2% | epoch: 1 | remaining: 221s    
step 00098 (26.2%) | loss: 5.157426 | lrm: 1.00 | dt: 886ms | tok/sec: 36,987 | mfu: 0.2% | epoch: 1 | remaining: 220s    
step 00099 (26.5%) | loss: 5.144505 | lrm: 1.00 | dt: 886ms | tok/sec: 36,997 | mfu: 0.2% | epoch: 1 | remaining: 219s    
step 00100 (26.8%) | loss: 5.126273 | lrm: 1.00 | dt: 883ms | tok/sec: 37,104 | mfu: 0.2% | epoch: 1 | remaining: 219s    
step 00101 (27.1%) | loss: 5.114289 | lrm: 1.00 | dt: 882ms | tok/sec: 37,154 | mfu: 0.2% | epoch: 1 | remaining: 218s    
step 00102 (27.4%) | loss: 5.096947 | lrm: 1.00 | dt: 888ms | tok/sec: 36,886 | mfu: 0.2% | epoch: 1 | remaining: 217s    
step 00103 (27.7%) | loss: 5.081652 | lrm: 1.00 | dt: 957ms | tok/sec: 34,232 | mfu: 0.2% | epoch: 1 | remaining: 216s    
step 00104 (28.0%) | loss: 5.077007 | lrm: 1.00 | dt: 892ms | tok/sec: 36,723 | mfu: 0.2% | epoch: 1 | remaining: 215s    
step 00105 (28.3%) | loss: 5.071379 | lrm: 1.00 | dt: 896ms | tok/sec: 36,577 | mfu: 0.2% | epoch: 1 | remaining: 214s    
step 00106 (28.6%) | loss: 5.064750 | lrm: 1.00 | dt: 907ms | tok/sec: 36,129 | mfu: 0.2% | epoch: 1 | remaining: 213s    
step 00107 (28.9%) | loss: 5.051886 | lrm: 1.00 | dt: 901ms | tok/sec: 36,354 | mfu: 0.2% | epoch: 1 | remaining: 212s    
step 00108 (29.2%) | loss: 5.041457 | lrm: 1.00 | dt: 1230ms | tok/sec: 26,647 | mfu: 0.2% | epoch: 1 | remaining: 211s    
step 00109 (29.7%) | loss: 5.042953 | lrm: 1.00 | dt: 900ms | tok/sec: 36,421 | mfu: 0.2% | epoch: 1 | remaining: 210s    
step 00110 (30.0%) | loss: 5.043564 | lrm: 1.00 | dt: 910ms | tok/sec: 36,015 | mfu: 0.2% | epoch: 1 | remaining: 209s    
step 00111 (30.3%) | loss: 5.031913 | lrm: 1.00 | dt: 891ms | tok/sec: 36,759 | mfu: 0.2% | epoch: 1 | remaining: 208s    
step 00112 (30.6%) | loss: 5.029710 | lrm: 1.00 | dt: 899ms | tok/sec: 36,436 | mfu: 0.2% | epoch: 1 | remaining: 207s    
step 00113 (30.9%) | loss: 5.030095 | lrm: 1.00 | dt: 891ms | tok/sec: 36,757 | mfu: 0.2% | epoch: 1 | remaining: 207s    
step 00114 (31.1%) | loss: 5.019830 | lrm: 1.00 | dt: 891ms | tok/sec: 36,787 | mfu: 0.2% | epoch: 1 | remaining: 206s    
step 00115 (31.4%) | loss: 5.007445 | lrm: 1.00 | dt: 892ms | tok/sec: 36,716 | mfu: 0.2% | epoch: 1 | remaining: 205s    
step 00116 (31.7%) | loss: 4.986572 | lrm: 1.00 | dt: 893ms | tok/sec: 36,700 | mfu: 0.2% | epoch: 1 | remaining: 204s    
step 00117 (32.0%) | loss: 4.978418 | lrm: 1.00 | dt: 904ms | tok/sec: 36,265 | mfu: 0.2% | epoch: 1 | remaining: 203s    
step 00118 (32.3%) | loss: 4.964170 | lrm: 1.00 | dt: 902ms | tok/sec: 36,320 | mfu: 0.2% | epoch: 1 | remaining: 202s    
step 00119 (32.6%) | loss: 4.955993 | lrm: 1.00 | dt: 887ms | tok/sec: 36,929 | mfu: 0.2% | epoch: 1 | remaining: 201s    
step 00120 (32.9%) | loss: 4.942049 | lrm: 1.00 | dt: 895ms | tok/sec: 36,610 | mfu: 0.2% | epoch: 1 | remaining: 200s    
step 00121 (33.2%) | loss: 4.935992 | lrm: 1.00 | dt: 900ms | tok/sec: 36,390 | mfu: 0.2% | epoch: 1 | remaining: 199s    
step 00122 (33.5%) | loss: 4.927933 | lrm: 1.00 | dt: 887ms | tok/sec: 36,946 | mfu: 0.2% | epoch: 1 | remaining: 199s    
step 00123 (33.8%) | loss: 4.918677 | lrm: 1.00 | dt: 896ms | tok/sec: 36,565 | mfu: 0.2% | epoch: 1 | remaining: 198s    
step 00124 (34.1%) | loss: 4.905366 | lrm: 1.00 | dt: 900ms | tok/sec: 36,404 | mfu: 0.2% | epoch: 1 | remaining: 197s    
step 00125 (34.4%) | loss: 4.895764 | lrm: 1.00 | dt: 892ms | tok/sec: 36,749 | mfu: 0.2% | epoch: 1 | remaining: 196s    
step 00126 (34.7%) | loss: 4.882936 | lrm: 1.00 | dt: 897ms | tok/sec: 36,538 | mfu: 0.2% | epoch: 1 | remaining: 195s    
step 00127 (35.0%) | loss: 4.876981 | lrm: 1.00 | dt: 891ms | tok/sec: 36,789 | mfu: 0.2% | epoch: 1 | remaining: 194s    
step 00128 (35.3%) | loss: 4.864966 | lrm: 1.00 | dt: 888ms | tok/sec: 36,919 | mfu: 0.2% | epoch: 1 | remaining: 193s    
step 00129 (35.6%) | loss: 4.852951 | lrm: 1.00 | dt: 885ms | tok/sec: 37,011 | mfu: 0.2% | epoch: 1 | remaining: 192s    
step 00130 (35.9%) | loss: 4.847563 | lrm: 1.00 | dt: 885ms | tok/sec: 37,043 | mfu: 0.2% | epoch: 1 | remaining: 191s    
step 00131 (36.2%) | loss: 4.827801 | lrm: 1.00 | dt: 879ms | tok/sec: 37,294 | mfu: 0.2% | epoch: 1 | remaining: 190s    
step 00132 (36.5%) | loss: 4.812800 | lrm: 1.00 | dt: 890ms | tok/sec: 36,819 | mfu: 0.2% | epoch: 1 | remaining: 190s    
step 00133 (36.8%) | loss: 4.801836 | lrm: 1.00 | dt: 895ms | tok/sec: 36,613 | mfu: 0.2% | epoch: 1 | remaining: 189s    
step 00134 (37.1%) | loss: 4.801445 | lrm: 1.00 | dt: 880ms | tok/sec: 37,225 | mfu: 0.2% | epoch: 1 | remaining: 188s    
step 00135 (37.4%) | loss: 4.797131 | lrm: 1.00 | dt: 881ms | tok/sec: 37,201 | mfu: 0.2% | epoch: 1 | remaining: 187s    
step 00136 (37.7%) | loss: 4.798505 | lrm: 1.00 | dt: 891ms | tok/sec: 36,788 | mfu: 0.2% | epoch: 1 | remaining: 186s    
step 00137 (38.0%) | loss: 4.789800 | lrm: 1.00 | dt: 887ms | tok/sec: 36,948 | mfu: 0.2% | epoch: 1 | remaining: 185s    
step 00138 (38.3%) | loss: 4.773268 | lrm: 1.00 | dt: 886ms | tok/sec: 36,986 | mfu: 0.2% | epoch: 1 | remaining: 184s    
step 00139 (38.6%) | loss: 4.749875 | lrm: 1.00 | dt: 890ms | tok/sec: 36,819 | mfu: 0.2% | epoch: 1 | remaining: 183s    
step 00140 (38.9%) | loss: 4.735062 | lrm: 1.00 | dt: 902ms | tok/sec: 36,316 | mfu: 0.2% | epoch: 1 | remaining: 182s    
step 00141 (39.2%) | loss: 4.721866 | lrm: 1.00 | dt: 890ms | tok/sec: 36,819 | mfu: 0.2% | epoch: 1 | remaining: 182s    
step 00142 (39.5%) | loss: 4.723359 | lrm: 1.00 | dt: 887ms | tok/sec: 36,941 | mfu: 0.2% | epoch: 1 | remaining: 181s    
step 00143 (39.8%) | loss: 4.716280 | lrm: 1.00 | dt: 884ms | tok/sec: 37,047 | mfu: 0.2% | epoch: 1 | remaining: 180s    
step 00144 (40.1%) | loss: 4.714004 | lrm: 1.00 | dt: 888ms | tok/sec: 36,913 | mfu: 0.2% | epoch: 1 | remaining: 179s    
step 00145 (40.4%) | loss: 4.707310 | lrm: 1.00 | dt: 901ms | tok/sec: 36,356 | mfu: 0.2% | epoch: 1 | remaining: 178s    
step 00146 (40.7%) | loss: 4.705901 | lrm: 1.00 | dt: 883ms | tok/sec: 37,108 | mfu: 0.2% | epoch: 1 | remaining: 177s    
step 00147 (40.9%) | loss: 4.697129 | lrm: 1.00 | dt: 891ms | tok/sec: 36,789 | mfu: 0.2% | epoch: 1 | remaining: 176s    
step 00148 (41.2%) | loss: 4.679170 | lrm: 1.00 | dt: 884ms | tok/sec: 37,084 | mfu: 0.2% | epoch: 1 | remaining: 175s    
step 00149 (41.5%) | loss: 4.673479 | lrm: 1.00 | dt: 883ms | tok/sec: 37,103 | mfu: 0.2% | epoch: 1 | remaining: 174s    
step 00150 (41.8%) | loss: 4.656720 | lrm: 1.00 | dt: 882ms | tok/sec: 37,132 | mfu: 0.2% | epoch: 1 | remaining: 174s    
