Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010973 | lrm: 1.00 | dt: 2089ms | tok/sec: 15,683 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.083151 | lrm: 1.00 | dt: 889ms | tok/sec: 36,840 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.998123 | lrm: 1.00 | dt: 960ms | tok/sec: 34,138 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.724496 | lrm: 1.00 | dt: 882ms | tok/sec: 37,144 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.448939 | lrm: 1.00 | dt: 931ms | tok/sec: 35,183 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.236432 | lrm: 1.00 | dt: 891ms | tok/sec: 36,776 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.048789 | lrm: 1.00 | dt: 874ms | tok/sec: 37,475 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.881263 | lrm: 1.00 | dt: 874ms | tok/sec: 37,486 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.722492 | lrm: 1.00 | dt: 871ms | tok/sec: 37,624 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.588310 | lrm: 1.00 | dt: 884ms | tok/sec: 37,081 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.470733 | lrm: 1.00 | dt: 876ms | tok/sec: 37,397 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.339742 | lrm: 1.00 | dt: 875ms | tok/sec: 37,432 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.228259 | lrm: 1.00 | dt: 890ms | tok/sec: 36,816 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.118998 | lrm: 1.00 | dt: 875ms | tok/sec: 37,430 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00014 (0.9%) | loss: 7.012874 | lrm: 1.00 | dt: 877ms | tok/sec: 37,378 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00015 (1.2%) | loss: 6.920663 | lrm: 1.00 | dt: 864ms | tok/sec: 37,905 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00016 (1.5%) | loss: 6.831353 | lrm: 1.00 | dt: 961ms | tok/sec: 34,087 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00017 (1.8%) | loss: 6.752710 | lrm: 1.00 | dt: 874ms | tok/sec: 37,480 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00040 (8.5%) | loss: 5.860172 | lrm: 1.00 | dt: 876ms | tok/sec: 37,420 | mfu: 0.2% | epoch: 1 | remaining: 273s    
step 00041 (8.8%) | loss: 5.836987 | lrm: 1.00 | dt: 880ms | tok/sec: 37,257 | mfu: 0.2% | epoch: 1 | remaining: 273s    
step 00042 (9.1%) | loss: 5.819353 | lrm: 1.00 | dt: 876ms | tok/sec: 37,418 | mfu: 0.2% | epoch: 1 | remaining: 272s    
step 00043 (9.4%) | loss: 5.795445 | lrm: 1.00 | dt: 876ms | tok/sec: 37,409 | mfu: 0.2% | epoch: 1 | remaining: 271s    
step 00044 (9.7%) | loss: 5.770832 | lrm: 1.00 | dt: 873ms | tok/sec: 37,538 | mfu: 0.2% | epoch: 1 | remaining: 270s    
step 00045 (10.0%) | loss: 5.752903 | lrm: 1.00 | dt: 871ms | tok/sec: 37,604 | mfu: 0.2% | epoch: 1 | remaining: 269s    
step 00046 (10.3%) | loss: 5.724395 | lrm: 1.00 | dt: 873ms | tok/sec: 37,540 | mfu: 0.2% | epoch: 1 | remaining: 268s    
step 00047 (10.6%) | loss: 5.705946 | lrm: 1.00 | dt: 874ms | tok/sec: 37,492 | mfu: 0.2% | epoch: 1 | remaining: 267s    
step 00048 (10.9%) | loss: 5.687785 | lrm: 1.00 | dt: 875ms | tok/sec: 37,439 | mfu: 0.2% | epoch: 1 | remaining: 266s    
step 00049 (11.2%) | loss: 5.676894 | lrm: 1.00 | dt: 873ms | tok/sec: 37,514 | mfu: 0.2% | epoch: 1 | remaining: 266s    
step 00050 (11.5%) | loss: 5.656032 | lrm: 1.00 | dt: 876ms | tok/sec: 37,408 | mfu: 0.2% | epoch: 1 | remaining: 265s    
step 00051 (11.8%) | loss: 5.646143 | lrm: 1.00 | dt: 876ms | tok/sec: 37,418 | mfu: 0.2% | epoch: 1 | remaining: 264s    
step 00052 (12.0%) | loss: 5.633828 | lrm: 1.00 | dt: 939ms | tok/sec: 34,905 | mfu: 0.2% | epoch: 1 | remaining: 263s    
step 00053 (12.4%) | loss: 5.615809 | lrm: 1.00 | dt: 964ms | tok/sec: 33,980 | mfu: 0.2% | epoch: 1 | remaining: 262s    
step 00054 (12.7%) | loss: 5.597534 | lrm: 1.00 | dt: 867ms | tok/sec: 37,814 | mfu: 0.2% | epoch: 1 | remaining: 261s    
step 00055 (13.0%) | loss: 5.584013 | lrm: 1.00 | dt: 866ms | tok/sec: 37,832 | mfu: 0.2% | epoch: 1 | remaining: 260s    
step 00056 (13.3%) | loss: 5.566497 | lrm: 1.00 | dt: 867ms | tok/sec: 37,776 | mfu: 0.2% | epoch: 1 | remaining: 259s    
step 00057 (13.5%) | loss: 5.545563 | lrm: 1.00 | dt: 865ms | tok/sec: 37,879 | mfu: 0.2% | epoch: 1 | remaining: 258s    
step 00058 (13.8%) | loss: 5.541489 | lrm: 1.00 | dt: 872ms | tok/sec: 37,571 | mfu: 0.2% | epoch: 1 | remaining: 258s    
step 00059 (14.1%) | loss: 5.514800 | lrm: 1.00 | dt: 867ms | tok/sec: 37,790 | mfu: 0.2% | epoch: 1 | remaining: 257s    
step 00060 (14.4%) | loss: 5.503834 | lrm: 1.00 | dt: 866ms | tok/sec: 37,846 | mfu: 0.2% | epoch: 1 | remaining: 256s    
step 00061 (14.7%) | loss: 5.493745 | lrm: 1.00 | dt: 871ms | tok/sec: 37,637 | mfu: 0.2% | epoch: 1 | remaining: 255s    
step 00062 (15.0%) | loss: 5.480465 | lrm: 1.00 | dt: 867ms | tok/sec: 37,800 | mfu: 0.2% | epoch: 1 | remaining: 254s    
step 00063 (15.3%) | loss: 5.469937 | lrm: 1.00 | dt: 866ms | tok/sec: 37,832 | mfu: 0.2% | epoch: 1 | remaining: 253s    
step 00064 (15.6%) | loss: 5.454209 | lrm: 1.00 | dt: 872ms | tok/sec: 37,562 | mfu: 0.2% | epoch: 1 | remaining: 252s    
step 00065 (15.9%) | loss: 5.454424 | lrm: 1.00 | dt: 873ms | tok/sec: 37,535 | mfu: 0.2% | epoch: 1 | remaining: 252s    
step 00066 (16.2%) | loss: 5.441284 | lrm: 1.00 | dt: 869ms | tok/sec: 37,707 | mfu: 0.2% | epoch: 1 | remaining: 251s    
step 00067 (16.4%) | loss: 5.433984 | lrm: 1.00 | dt: 869ms | tok/sec: 37,686 | mfu: 0.2% | epoch: 1 | remaining: 250s    
step 00068 (16.7%) | loss: 5.412939 | lrm: 1.00 | dt: 913ms | tok/sec: 35,882 | mfu: 0.2% | epoch: 1 | remaining: 249s    
step 00069 (17.0%) | loss: 5.403031 | lrm: 1.00 | dt: 876ms | tok/sec: 37,419 | mfu: 0.2% | epoch: 1 | remaining: 248s    
step 00070 (17.3%) | loss: 5.391717 | lrm: 1.00 | dt: 868ms | tok/sec: 37,730 | mfu: 0.2% | epoch: 1 | remaining: 247s    
step 00071 (17.6%) | loss: 5.373665 | lrm: 1.00 | dt: 880ms | tok/sec: 37,240 | mfu: 0.2% | epoch: 1 | remaining: 246s    
step 00072 (17.9%) | loss: 5.366756 | lrm: 1.00 | dt: 874ms | tok/sec: 37,478 | mfu: 0.2% | epoch: 1 | remaining: 245s    
step 00073 (18.2%) | loss: 5.351534 | lrm: 1.00 | dt: 870ms | tok/sec: 37,658 | mfu: 0.2% | epoch: 1 | remaining: 245s    
step 00074 (18.5%) | loss: 5.337241 | lrm: 1.00 | dt: 869ms | tok/sec: 37,687 | mfu: 0.2% | epoch: 1 | remaining: 244s    
step 00075 (18.8%) | loss: 5.324987 | lrm: 1.00 | dt: 870ms | tok/sec: 37,681 | mfu: 0.2% | epoch: 1 | remaining: 243s    
step 00076 (19.1%) | loss: 5.326083 | lrm: 1.00 | dt: 869ms | tok/sec: 37,691 | mfu: 0.2% | epoch: 1 | remaining: 242s    
step 00077 (19.4%) | loss: 5.308624 | lrm: 1.00 | dt: 873ms | tok/sec: 37,521 | mfu: 0.2% | epoch: 1 | remaining: 241s    
step 00078 (19.7%) | loss: 5.292135 | lrm: 1.00 | dt: 869ms | tok/sec: 37,707 | mfu: 0.2% | epoch: 1 | remaining: 240s    
step 00079 (19.9%) | loss: 5.274281 | lrm: 1.00 | dt: 1030ms | tok/sec: 31,827 | mfu: 0.2% | epoch: 1 | remaining: 239s    
step 00080 (20.3%) | loss: 5.275000 | lrm: 1.00 | dt: 873ms | tok/sec: 37,526 | mfu: 0.2% | epoch: 1 | remaining: 238s    
step 00081 (20.6%) | loss: 5.266651 | lrm: 1.00 | dt: 922ms | tok/sec: 35,549 | mfu: 0.2% | epoch: 1 | remaining: 237s    
step 00082 (20.9%) | loss: 5.253172 | lrm: 1.00 | dt: 1016ms | tok/sec: 32,253 | mfu: 0.2% | epoch: 1 | remaining: 236s    
step 00083 (21.2%) | loss: 5.249548 | lrm: 1.00 | dt: 868ms | tok/sec: 37,736 | mfu: 0.2% | epoch: 1 | remaining: 235s    
step 00084 (21.5%) | loss: 5.235481 | lrm: 1.00 | dt: 865ms | tok/sec: 37,893 | mfu: 0.2% | epoch: 1 | remaining: 235s    
step 00085 (21.8%) | loss: 5.231637 | lrm: 1.00 | dt: 946ms | tok/sec: 34,651 | mfu: 0.2% | epoch: 1 | remaining: 234s    
step 00086 (22.1%) | loss: 5.218291 | lrm: 1.00 | dt: 863ms | tok/sec: 37,961 | mfu: 0.2% | epoch: 1 | remaining: 233s    
step 00087 (22.4%) | loss: 5.221600 | lrm: 1.00 | dt: 871ms | tok/sec: 37,635 | mfu: 0.2% | epoch: 1 | remaining: 232s    
step 00088 (22.7%) | loss: 5.208812 | lrm: 1.00 | dt: 872ms | tok/sec: 37,585 | mfu: 0.2% | epoch: 1 | remaining: 231s    
step 00089 (23.0%) | loss: 5.206068 | lrm: 1.00 | dt: 869ms | tok/sec: 37,718 | mfu: 0.2% | epoch: 1 | remaining: 230s    
step 00090 (23.3%) | loss: 5.194319 | lrm: 1.00 | dt: 875ms | tok/sec: 37,434 | mfu: 0.2% | epoch: 1 | remaining: 229s    
step 00091 (23.6%) | loss: 5.181722 | lrm: 1.00 | dt: 877ms | tok/sec: 37,359 | mfu: 0.2% | epoch: 1 | remaining: 228s    
step 00092 (23.9%) | loss: 5.177777 | lrm: 1.00 | dt: 876ms | tok/sec: 37,387 | mfu: 0.2% | epoch: 1 | remaining: 228s    
step 00093 (24.1%) | loss: 5.172491 | lrm: 1.00 | dt: 879ms | tok/sec: 37,289 | mfu: 0.2% | epoch: 1 | remaining: 227s    
step 00094 (24.4%) | loss: 5.154967 | lrm: 1.00 | dt: 875ms | tok/sec: 37,464 | mfu: 0.2% | epoch: 1 | remaining: 226s    
step 00095 (24.7%) | loss: 5.146185 | lrm: 1.00 | dt: 866ms | tok/sec: 37,853 | mfu: 0.2% | epoch: 1 | remaining: 225s    
step 00096 (25.0%) | loss: 5.142306 | lrm: 1.00 | dt: 867ms | tok/sec: 37,783 | mfu: 0.2% | epoch: 1 | remaining: 224s    
step 00097 (25.3%) | loss: 5.121892 | lrm: 1.00 | dt: 873ms | tok/sec: 37,527 | mfu: 0.2% | epoch: 1 | remaining: 223s    
step 00098 (25.6%) | loss: 5.121139 | lrm: 1.00 | dt: 875ms | tok/sec: 37,465 | mfu: 0.2% | epoch: 1 | remaining: 222s    
step 00099 (25.9%) | loss: 5.109337 | lrm: 1.00 | dt: 941ms | tok/sec: 34,840 | mfu: 0.2% | epoch: 1 | remaining: 221s    
step 00100 (26.2%) | loss: 5.091119 | lrm: 1.00 | dt: 874ms | tok/sec: 37,483 | mfu: 0.2% | epoch: 1 | remaining: 221s    
step 00101 (26.5%) | loss: 5.079042 | lrm: 1.00 | dt: 869ms | tok/sec: 37,686 | mfu: 0.2% | epoch: 1 | remaining: 220s    
step 00102 (26.8%) | loss: 5.061104 | lrm: 1.00 | dt: 869ms | tok/sec: 37,728 | mfu: 0.2% | epoch: 1 | remaining: 219s    
step 00103 (27.1%) | loss: 5.046497 | lrm: 1.00 | dt: 872ms | tok/sec: 37,579 | mfu: 0.2% | epoch: 1 | remaining: 218s    
step 00104 (27.4%) | loss: 5.041081 | lrm: 1.00 | dt: 875ms | tok/sec: 37,437 | mfu: 0.2% | epoch: 1 | remaining: 217s    
step 00105 (27.7%) | loss: 5.035654 | lrm: 1.00 | dt: 880ms | tok/sec: 37,255 | mfu: 0.2% | epoch: 1 | remaining: 216s    
step 00106 (28.0%) | loss: 5.028268 | lrm: 1.00 | dt: 876ms | tok/sec: 37,425 | mfu: 0.2% | epoch: 1 | remaining: 215s    
step 00107 (28.2%) | loss: 5.015746 | lrm: 1.00 | dt: 873ms | tok/sec: 37,529 | mfu: 0.2% | epoch: 1 | remaining: 214s    
step 00108 (28.5%) | loss: 5.004990 | lrm: 1.00 | dt: 876ms | tok/sec: 37,411 | mfu: 0.2% | epoch: 1 | remaining: 214s    
step 00109 (28.8%) | loss: 5.006027 | lrm: 1.00 | dt: 873ms | tok/sec: 37,536 | mfu: 0.2% | epoch: 1 | remaining: 213s    
step 00110 (29.1%) | loss: 5.006850 | lrm: 1.00 | dt: 873ms | tok/sec: 37,515 | mfu: 0.2% | epoch: 1 | remaining: 212s    
step 00111 (29.4%) | loss: 4.995143 | lrm: 1.00 | dt: 871ms | tok/sec: 37,617 | mfu: 0.2% | epoch: 1 | remaining: 211s    
step 00112 (29.7%) | loss: 4.993768 | lrm: 1.00 | dt: 875ms | tok/sec: 37,455 | mfu: 0.2% | epoch: 1 | remaining: 210s    
step 00113 (30.0%) | loss: 4.994811 | lrm: 1.00 | dt: 978ms | tok/sec: 33,500 | mfu: 0.2% | epoch: 1 | remaining: 209s    
step 00114 (30.3%) | loss: 4.984668 | lrm: 1.00 | dt: 870ms | tok/sec: 37,669 | mfu: 0.2% | epoch: 1 | remaining: 208s    
step 00115 (30.6%) | loss: 4.973108 | lrm: 1.00 | dt: 868ms | tok/sec: 37,733 | mfu: 0.2% | epoch: 1 | remaining: 207s    
step 00116 (30.9%) | loss: 4.953266 | lrm: 1.00 | dt: 870ms | tok/sec: 37,663 | mfu: 0.2% | epoch: 1 | remaining: 206s    
step 00117 (31.2%) | loss: 4.946424 | lrm: 1.00 | dt: 872ms | tok/sec: 37,594 | mfu: 0.2% | epoch: 1 | remaining: 206s    
step 00118 (31.5%) | loss: 4.932383 | lrm: 1.00 | dt: 880ms | tok/sec: 37,245 | mfu: 0.2% | epoch: 1 | remaining: 205s    
step 00119 (31.8%) | loss: 4.925289 | lrm: 1.00 | dt: 886ms | tok/sec: 36,987 | mfu: 0.2% | epoch: 1 | remaining: 204s    
step 00120 (32.1%) | loss: 4.912752 | lrm: 1.00 | dt: 877ms | tok/sec: 37,355 | mfu: 0.2% | epoch: 1 | remaining: 203s    
step 00121 (32.4%) | loss: 4.906007 | lrm: 1.00 | dt: 877ms | tok/sec: 37,343 | mfu: 0.2% | epoch: 1 | remaining: 202s    
step 00122 (32.7%) | loss: 4.896758 | lrm: 1.00 | dt: 873ms | tok/sec: 37,526 | mfu: 0.2% | epoch: 1 | remaining: 201s    
step 00123 (32.9%) | loss: 4.890018 | lrm: 1.00 | dt: 866ms | tok/sec: 37,827 | mfu: 0.2% | epoch: 1 | remaining: 200s    
step 00124 (33.2%) | loss: 4.877066 | lrm: 1.00 | dt: 870ms | tok/sec: 37,680 | mfu: 0.2% | epoch: 1 | remaining: 199s    
step 00125 (33.5%) | loss: 4.867398 | lrm: 1.00 | dt: 880ms | tok/sec: 37,248 | mfu: 0.2% | epoch: 1 | remaining: 199s    
step 00126 (33.8%) | loss: 4.854865 | lrm: 1.00 | dt: 889ms | tok/sec: 36,859 | mfu: 0.2% | epoch: 1 | remaining: 198s    
step 00127 (34.1%) | loss: 4.848945 | lrm: 1.00 | dt: 865ms | tok/sec: 37,891 | mfu: 0.2% | epoch: 1 | remaining: 197s    
step 00128 (34.4%) | loss: 4.837215 | lrm: 1.00 | dt: 875ms | tok/sec: 37,466 | mfu: 0.2% | epoch: 1 | remaining: 196s    
step 00129 (34.7%) | loss: 4.825373 | lrm: 1.00 | dt: 867ms | tok/sec: 37,795 | mfu: 0.2% | epoch: 1 | remaining: 195s    
step 00130 (35.0%) | loss: 4.819557 | lrm: 1.00 | dt: 872ms | tok/sec: 37,595 | mfu: 0.2% | epoch: 1 | remaining: 194s    
step 00131 (35.3%) | loss: 4.800899 | lrm: 1.00 | dt: 872ms | tok/sec: 37,594 | mfu: 0.2% | epoch: 1 | remaining: 193s    
step 00132 (35.6%) | loss: 4.785195 | lrm: 1.00 | dt: 869ms | tok/sec: 37,708 | mfu: 0.2% | epoch: 1 | remaining: 192s    
step 00133 (35.9%) | loss: 4.774631 | lrm: 1.00 | dt: 869ms | tok/sec: 37,699 | mfu: 0.2% | epoch: 1 | remaining: 192s    
step 00134 (36.1%) | loss: 4.773792 | lrm: 1.00 | dt: 871ms | tok/sec: 37,634 | mfu: 0.2% | epoch: 1 | remaining: 191s    
step 00135 (36.4%) | loss: 4.769745 | lrm: 1.00 | dt: 880ms | tok/sec: 37,239 | mfu: 0.2% | epoch: 1 | remaining: 190s    
step 00136 (36.7%) | loss: 4.771514 | lrm: 1.00 | dt: 876ms | tok/sec: 37,415 | mfu: 0.2% | epoch: 1 | remaining: 189s    
step 00137 (37.0%) | loss: 4.763273 | lrm: 1.00 | dt: 878ms | tok/sec: 37,318 | mfu: 0.2% | epoch: 1 | remaining: 188s    
step 00138 (37.3%) | loss: 4.747239 | lrm: 1.00 | dt: 875ms | tok/sec: 37,435 | mfu: 0.2% | epoch: 1 | remaining: 187s    
step 00139 (37.6%) | loss: 4.723385 | lrm: 1.00 | dt: 875ms | tok/sec: 37,428 | mfu: 0.2% | epoch: 1 | remaining: 186s    
step 00140 (37.9%) | loss: 4.710266 | lrm: 1.00 | dt: 908ms | tok/sec: 36,100 | mfu: 0.2% | epoch: 1 | remaining: 185s    
step 00141 (38.2%) | loss: 4.697611 | lrm: 1.00 | dt: 942ms | tok/sec: 34,801 | mfu: 0.2% | epoch: 1 | remaining: 184s    
step 00142 (38.5%) | loss: 4.699434 | lrm: 1.00 | dt: 877ms | tok/sec: 37,362 | mfu: 0.2% | epoch: 1 | remaining: 184s    
step 00143 (38.8%) | loss: 4.693639 | lrm: 1.00 | dt: 872ms | tok/sec: 37,558 | mfu: 0.2% | epoch: 1 | remaining: 183s    
step 00144 (39.1%) | loss: 4.691471 | lrm: 1.00 | dt: 875ms | tok/sec: 37,465 | mfu: 0.2% | epoch: 1 | remaining: 182s    
step 00145 (39.4%) | loss: 4.685505 | lrm: 1.00 | dt: 872ms | tok/sec: 37,591 | mfu: 0.2% | epoch: 1 | remaining: 181s    
step 00146 (39.7%) | loss: 4.684120 | lrm: 1.00 | dt: 865ms | tok/sec: 37,895 | mfu: 0.2% | epoch: 1 | remaining: 180s    
step 00147 (40.0%) | loss: 4.675116 | lrm: 1.00 | dt: 1068ms | tok/sec: 30,680 | mfu: 0.2% | epoch: 1 | remaining: 179s    
step 00148 (40.3%) | loss: 4.658949 | lrm: 1.00 | dt: 991ms | tok/sec: 33,052 | mfu: 0.2% | epoch: 1 | remaining: 178s    
step 00149 (40.6%) | loss: 4.653145 | lrm: 1.00 | dt: 879ms | tok/sec: 37,285 | mfu: 0.2% | epoch: 1 | remaining: 177s    
step 00150 (40.9%) | loss: 4.637543 | lrm: 1.00 | dt: 882ms | tok/sec: 37,161 | mfu: 0.2% | epoch: 1 | remaining: 176s    
