Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010973 | lrm: 1.00 | dt: 3227ms | tok/sec: 10,152 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.083187 | lrm: 1.00 | dt: 1029ms | tok/sec: 31,848 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.002949 | lrm: 1.00 | dt: 1007ms | tok/sec: 32,526 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.733080 | lrm: 1.00 | dt: 890ms | tok/sec: 36,797 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.456474 | lrm: 1.00 | dt: 950ms | tok/sec: 34,495 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.243389 | lrm: 1.00 | dt: 943ms | tok/sec: 34,746 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.057006 | lrm: 1.00 | dt: 955ms | tok/sec: 34,305 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.893993 | lrm: 1.00 | dt: 898ms | tok/sec: 36,508 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.749882 | lrm: 1.00 | dt: 905ms | tok/sec: 36,223 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.613546 | lrm: 1.00 | dt: 887ms | tok/sec: 36,945 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.481438 | lrm: 1.00 | dt: 889ms | tok/sec: 36,848 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.349430 | lrm: 1.00 | dt: 879ms | tok/sec: 37,262 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.236957 | lrm: 1.00 | dt: 879ms | tok/sec: 37,274 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.126907 | lrm: 1.00 | dt: 876ms | tok/sec: 37,386 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00014 (0.9%) | loss: 7.019784 | lrm: 1.00 | dt: 866ms | tok/sec: 37,851 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00015 (1.2%) | loss: 6.926866 | lrm: 1.00 | dt: 874ms | tok/sec: 37,504 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00016 (1.5%) | loss: 6.837341 | lrm: 1.00 | dt: 877ms | tok/sec: 37,360 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00017 (1.8%) | loss: 6.758898 | lrm: 1.00 | dt: 924ms | tok/sec: 35,478 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00039 (9.6%) | loss: 5.878180 | lrm: 1.00 | dt: 1807ms | tok/sec: 18,130 | mfu: 0.1% | epoch: 1 | remaining: 269s    
step 00040 (10.2%) | loss: 5.858760 | lrm: 1.00 | dt: 1265ms | tok/sec: 25,896 | mfu: 0.1% | epoch: 1 | remaining: 268s    
step 00041 (10.7%) | loss: 5.835543 | lrm: 1.00 | dt: 979ms | tok/sec: 33,470 | mfu: 0.2% | epoch: 1 | remaining: 267s    
step 00042 (11.0%) | loss: 5.818311 | lrm: 1.00 | dt: 1403ms | tok/sec: 23,354 | mfu: 0.1% | epoch: 1 | remaining: 266s    
step 00043 (11.5%) | loss: 5.794224 | lrm: 1.00 | dt: 1320ms | tok/sec: 24,830 | mfu: 0.1% | epoch: 1 | remaining: 264s    
step 00044 (11.9%) | loss: 5.769239 | lrm: 1.00 | dt: 1162ms | tok/sec: 28,190 | mfu: 0.2% | epoch: 1 | remaining: 263s    
step 00045 (12.3%) | loss: 5.750879 | lrm: 1.00 | dt: 1061ms | tok/sec: 30,887 | mfu: 0.2% | epoch: 1 | remaining: 262s    
step 00046 (12.6%) | loss: 5.722426 | lrm: 1.00 | dt: 1068ms | tok/sec: 30,692 | mfu: 0.2% | epoch: 1 | remaining: 261s    
step 00047 (13.0%) | loss: 5.704399 | lrm: 1.00 | dt: 1042ms | tok/sec: 31,435 | mfu: 0.2% | epoch: 1 | remaining: 260s    
step 00048 (13.3%) | loss: 5.686211 | lrm: 1.00 | dt: 1201ms | tok/sec: 27,294 | mfu: 0.2% | epoch: 1 | remaining: 259s    
step 00049 (13.7%) | loss: 5.675531 | lrm: 1.00 | dt: 1335ms | tok/sec: 24,544 | mfu: 0.1% | epoch: 1 | remaining: 257s    
step 00050 (14.2%) | loss: 5.654902 | lrm: 1.00 | dt: 1061ms | tok/sec: 30,884 | mfu: 0.2% | epoch: 1 | remaining: 256s    
step 00051 (14.5%) | loss: 5.645026 | lrm: 1.00 | dt: 1464ms | tok/sec: 22,387 | mfu: 0.1% | epoch: 1 | remaining: 255s    
step 00052 (15.0%) | loss: 5.633179 | lrm: 1.00 | dt: 1655ms | tok/sec: 19,798 | mfu: 0.1% | epoch: 1 | remaining: 253s    
step 00053 (15.6%) | loss: 5.614774 | lrm: 1.00 | dt: 1118ms | tok/sec: 29,316 | mfu: 0.2% | epoch: 1 | remaining: 252s    
step 00054 (16.0%) | loss: 5.596763 | lrm: 1.00 | dt: 979ms | tok/sec: 33,457 | mfu: 0.2% | epoch: 1 | remaining: 251s    
step 00055 (16.3%) | loss: 5.582738 | lrm: 1.00 | dt: 1136ms | tok/sec: 28,844 | mfu: 0.2% | epoch: 1 | remaining: 250s    
step 00056 (16.7%) | loss: 5.564771 | lrm: 1.00 | dt: 1344ms | tok/sec: 24,388 | mfu: 0.1% | epoch: 1 | remaining: 249s    
step 00057 (17.1%) | loss: 5.543483 | lrm: 1.00 | dt: 1308ms | tok/sec: 25,053 | mfu: 0.1% | epoch: 1 | remaining: 247s    
step 00058 (17.5%) | loss: 5.539201 | lrm: 1.00 | dt: 983ms | tok/sec: 33,321 | mfu: 0.2% | epoch: 1 | remaining: 246s    
step 00059 (17.9%) | loss: 5.512388 | lrm: 1.00 | dt: 979ms | tok/sec: 33,472 | mfu: 0.2% | epoch: 1 | remaining: 245s    
step 00060 (18.2%) | loss: 5.501257 | lrm: 1.00 | dt: 931ms | tok/sec: 35,211 | mfu: 0.2% | epoch: 1 | remaining: 244s    
step 00061 (18.5%) | loss: 5.491348 | lrm: 1.00 | dt: 1051ms | tok/sec: 31,179 | mfu: 0.2% | epoch: 1 | remaining: 243s    
step 00062 (18.9%) | loss: 5.478285 | lrm: 1.00 | dt: 936ms | tok/sec: 35,000 | mfu: 0.2% | epoch: 1 | remaining: 242s    
step 00063 (19.2%) | loss: 5.467376 | lrm: 1.00 | dt: 965ms | tok/sec: 33,972 | mfu: 0.2% | epoch: 1 | remaining: 242s    
step 00064 (19.5%) | loss: 5.451116 | lrm: 1.00 | dt: 1056ms | tok/sec: 31,024 | mfu: 0.2% | epoch: 1 | remaining: 240s    
step 00065 (19.8%) | loss: 5.450921 | lrm: 1.00 | dt: 1022ms | tok/sec: 32,059 | mfu: 0.2% | epoch: 1 | remaining: 239s    
step 00066 (20.2%) | loss: 5.437596 | lrm: 1.00 | dt: 984ms | tok/sec: 33,289 | mfu: 0.2% | epoch: 1 | remaining: 238s    
step 00067 (20.5%) | loss: 5.429955 | lrm: 1.00 | dt: 1051ms | tok/sec: 31,180 | mfu: 0.2% | epoch: 1 | remaining: 237s    
step 00068 (20.9%) | loss: 5.409485 | lrm: 1.00 | dt: 947ms | tok/sec: 34,614 | mfu: 0.2% | epoch: 1 | remaining: 236s    
step 00069 (21.2%) | loss: 5.399822 | lrm: 1.00 | dt: 997ms | tok/sec: 32,880 | mfu: 0.2% | epoch: 1 | remaining: 235s    
step 00070 (21.5%) | loss: 5.388256 | lrm: 1.00 | dt: 866ms | tok/sec: 37,850 | mfu: 0.2% | epoch: 1 | remaining: 235s    
step 00071 (21.8%) | loss: 5.369744 | lrm: 1.00 | dt: 883ms | tok/sec: 37,111 | mfu: 0.2% | epoch: 1 | remaining: 234s    
step 00072 (22.1%) | loss: 5.362767 | lrm: 1.00 | dt: 978ms | tok/sec: 33,516 | mfu: 0.2% | epoch: 1 | remaining: 233s    
step 00073 (22.4%) | loss: 5.347348 | lrm: 1.00 | dt: 851ms | tok/sec: 38,514 | mfu: 0.2% | epoch: 1 | remaining: 232s    
step 00074 (22.7%) | loss: 5.332483 | lrm: 1.00 | dt: 854ms | tok/sec: 38,350 | mfu: 0.2% | epoch: 1 | remaining: 231s    
step 00075 (23.0%) | loss: 5.320065 | lrm: 1.00 | dt: 857ms | tok/sec: 38,250 | mfu: 0.2% | epoch: 1 | remaining: 230s    
step 00076 (23.3%) | loss: 5.320829 | lrm: 1.00 | dt: 975ms | tok/sec: 33,594 | mfu: 0.2% | epoch: 1 | remaining: 229s    
step 00077 (23.6%) | loss: 5.303306 | lrm: 1.00 | dt: 868ms | tok/sec: 37,765 | mfu: 0.2% | epoch: 1 | remaining: 228s    
step 00078 (23.9%) | loss: 5.286581 | lrm: 1.00 | dt: 953ms | tok/sec: 34,373 | mfu: 0.2% | epoch: 1 | remaining: 227s    
step 00079 (24.2%) | loss: 5.268362 | lrm: 1.00 | dt: 853ms | tok/sec: 38,397 | mfu: 0.2% | epoch: 1 | remaining: 227s    
step 00080 (24.5%) | loss: 5.268993 | lrm: 1.00 | dt: 853ms | tok/sec: 38,410 | mfu: 0.2% | epoch: 1 | remaining: 226s    
step 00081 (24.8%) | loss: 5.260452 | lrm: 1.00 | dt: 863ms | tok/sec: 37,955 | mfu: 0.2% | epoch: 1 | remaining: 225s    
step 00082 (25.1%) | loss: 5.246848 | lrm: 1.00 | dt: 853ms | tok/sec: 38,422 | mfu: 0.2% | epoch: 1 | remaining: 224s    
step 00083 (25.3%) | loss: 5.243519 | lrm: 1.00 | dt: 850ms | tok/sec: 38,562 | mfu: 0.2% | epoch: 1 | remaining: 223s    
step 00084 (25.6%) | loss: 5.228529 | lrm: 1.00 | dt: 845ms | tok/sec: 38,758 | mfu: 0.2% | epoch: 1 | remaining: 222s    
step 00085 (25.9%) | loss: 5.224336 | lrm: 1.00 | dt: 845ms | tok/sec: 38,767 | mfu: 0.2% | epoch: 1 | remaining: 221s    
step 00086 (26.2%) | loss: 5.210785 | lrm: 1.00 | dt: 849ms | tok/sec: 38,577 | mfu: 0.2% | epoch: 1 | remaining: 221s    
step 00087 (26.5%) | loss: 5.214136 | lrm: 1.00 | dt: 936ms | tok/sec: 35,023 | mfu: 0.2% | epoch: 1 | remaining: 220s    
step 00088 (26.8%) | loss: 5.200907 | lrm: 1.00 | dt: 858ms | tok/sec: 38,176 | mfu: 0.2% | epoch: 1 | remaining: 219s    
step 00089 (27.1%) | loss: 5.198835 | lrm: 1.00 | dt: 955ms | tok/sec: 34,305 | mfu: 0.2% | epoch: 1 | remaining: 218s    
step 00090 (27.4%) | loss: 5.186596 | lrm: 1.00 | dt: 854ms | tok/sec: 38,389 | mfu: 0.2% | epoch: 1 | remaining: 217s    
step 00091 (27.7%) | loss: 5.173963 | lrm: 1.00 | dt: 886ms | tok/sec: 36,995 | mfu: 0.2% | epoch: 1 | remaining: 216s    
step 00092 (28.0%) | loss: 5.170299 | lrm: 1.00 | dt: 846ms | tok/sec: 38,754 | mfu: 0.2% | epoch: 1 | remaining: 215s    
step 00093 (28.3%) | loss: 5.165000 | lrm: 1.00 | dt: 849ms | tok/sec: 38,576 | mfu: 0.2% | epoch: 1 | remaining: 214s    
step 00094 (28.5%) | loss: 5.146169 | lrm: 1.00 | dt: 853ms | tok/sec: 38,402 | mfu: 0.2% | epoch: 1 | remaining: 214s    
step 00095 (28.8%) | loss: 5.136724 | lrm: 1.00 | dt: 843ms | tok/sec: 38,868 | mfu: 0.2% | epoch: 1 | remaining: 213s    
step 00096 (29.1%) | loss: 5.131936 | lrm: 1.00 | dt: 846ms | tok/sec: 38,722 | mfu: 0.2% | epoch: 1 | remaining: 212s    
step 00097 (29.4%) | loss: 5.111903 | lrm: 1.00 | dt: 850ms | tok/sec: 38,566 | mfu: 0.2% | epoch: 1 | remaining: 211s    
step 00098 (29.7%) | loss: 5.110495 | lrm: 1.00 | dt: 949ms | tok/sec: 34,523 | mfu: 0.2% | epoch: 1 | remaining: 210s    
step 00099 (30.0%) | loss: 5.097899 | lrm: 1.00 | dt: 850ms | tok/sec: 38,560 | mfu: 0.2% | epoch: 1 | remaining: 209s    
step 00100 (30.3%) | loss: 5.080032 | lrm: 1.00 | dt: 859ms | tok/sec: 38,125 | mfu: 0.2% | epoch: 1 | remaining: 208s    
step 00101 (30.6%) | loss: 5.067432 | lrm: 1.00 | dt: 848ms | tok/sec: 38,660 | mfu: 0.2% | epoch: 1 | remaining: 207s    
step 00102 (30.8%) | loss: 5.047683 | lrm: 1.00 | dt: 845ms | tok/sec: 38,798 | mfu: 0.2% | epoch: 1 | remaining: 207s    
step 00103 (31.1%) | loss: 5.032306 | lrm: 1.00 | dt: 850ms | tok/sec: 38,543 | mfu: 0.2% | epoch: 1 | remaining: 206s    
step 00104 (31.4%) | loss: 5.027287 | lrm: 1.00 | dt: 846ms | tok/sec: 38,729 | mfu: 0.2% | epoch: 1 | remaining: 205s    
step 00105 (31.7%) | loss: 5.022019 | lrm: 1.00 | dt: 848ms | tok/sec: 38,644 | mfu: 0.2% | epoch: 1 | remaining: 204s    
step 00106 (32.0%) | loss: 5.014423 | lrm: 1.00 | dt: 860ms | tok/sec: 38,103 | mfu: 0.2% | epoch: 1 | remaining: 203s    
step 00107 (32.3%) | loss: 5.001034 | lrm: 1.00 | dt: 854ms | tok/sec: 38,365 | mfu: 0.2% | epoch: 1 | remaining: 202s    
step 00108 (32.5%) | loss: 4.990120 | lrm: 1.00 | dt: 846ms | tok/sec: 38,713 | mfu: 0.2% | epoch: 1 | remaining: 202s    
step 00109 (32.8%) | loss: 4.990691 | lrm: 1.00 | dt: 846ms | tok/sec: 38,736 | mfu: 0.2% | epoch: 1 | remaining: 201s    
step 00110 (33.1%) | loss: 4.991570 | lrm: 1.00 | dt: 847ms | tok/sec: 38,683 | mfu: 0.2% | epoch: 1 | remaining: 200s    
step 00111 (33.4%) | loss: 4.979937 | lrm: 1.00 | dt: 845ms | tok/sec: 38,789 | mfu: 0.2% | epoch: 1 | remaining: 199s    
step 00112 (33.7%) | loss: 4.978775 | lrm: 1.00 | dt: 846ms | tok/sec: 38,748 | mfu: 0.2% | epoch: 1 | remaining: 198s    
step 00113 (33.9%) | loss: 4.978785 | lrm: 1.00 | dt: 844ms | tok/sec: 38,823 | mfu: 0.2% | epoch: 1 | remaining: 197s    
step 00114 (34.2%) | loss: 4.968464 | lrm: 1.00 | dt: 854ms | tok/sec: 38,385 | mfu: 0.2% | epoch: 1 | remaining: 196s    
step 00115 (34.5%) | loss: 4.955098 | lrm: 1.00 | dt: 855ms | tok/sec: 38,319 | mfu: 0.2% | epoch: 1 | remaining: 196s    
step 00116 (34.8%) | loss: 4.934789 | lrm: 1.00 | dt: 843ms | tok/sec: 38,855 | mfu: 0.2% | epoch: 1 | remaining: 195s    
step 00117 (35.1%) | loss: 4.927502 | lrm: 1.00 | dt: 851ms | tok/sec: 38,526 | mfu: 0.2% | epoch: 1 | remaining: 194s    
step 00118 (35.4%) | loss: 4.913754 | lrm: 1.00 | dt: 849ms | tok/sec: 38,602 | mfu: 0.2% | epoch: 1 | remaining: 193s    
step 00119 (35.6%) | loss: 4.906316 | lrm: 1.00 | dt: 847ms | tok/sec: 38,675 | mfu: 0.2% | epoch: 1 | remaining: 192s    
step 00120 (35.9%) | loss: 4.893379 | lrm: 1.00 | dt: 843ms | tok/sec: 38,849 | mfu: 0.2% | epoch: 1 | remaining: 191s    
step 00121 (36.2%) | loss: 4.887362 | lrm: 1.00 | dt: 842ms | tok/sec: 38,899 | mfu: 0.2% | epoch: 1 | remaining: 191s    
step 00122 (36.5%) | loss: 4.877691 | lrm: 1.00 | dt: 843ms | tok/sec: 38,877 | mfu: 0.2% | epoch: 1 | remaining: 190s    
step 00123 (36.8%) | loss: 4.869698 | lrm: 1.00 | dt: 846ms | tok/sec: 38,717 | mfu: 0.2% | epoch: 1 | remaining: 189s    
step 00124 (37.1%) | loss: 4.856774 | lrm: 1.00 | dt: 845ms | tok/sec: 38,768 | mfu: 0.2% | epoch: 1 | remaining: 188s    
step 00125 (37.3%) | loss: 4.846601 | lrm: 1.00 | dt: 844ms | tok/sec: 38,841 | mfu: 0.2% | epoch: 1 | remaining: 187s    
step 00126 (37.6%) | loss: 4.833186 | lrm: 1.00 | dt: 841ms | tok/sec: 38,958 | mfu: 0.2% | epoch: 1 | remaining: 186s    
step 00127 (37.9%) | loss: 4.827712 | lrm: 1.00 | dt: 841ms | tok/sec: 38,940 | mfu: 0.2% | epoch: 1 | remaining: 185s    
step 00128 (38.2%) | loss: 4.815870 | lrm: 1.00 | dt: 840ms | tok/sec: 38,998 | mfu: 0.2% | epoch: 1 | remaining: 185s    
step 00129 (38.5%) | loss: 4.803768 | lrm: 1.00 | dt: 844ms | tok/sec: 38,824 | mfu: 0.2% | epoch: 1 | remaining: 184s    
step 00130 (38.7%) | loss: 4.797955 | lrm: 1.00 | dt: 841ms | tok/sec: 38,960 | mfu: 0.2% | epoch: 1 | remaining: 183s    
step 00131 (39.0%) | loss: 4.779125 | lrm: 1.00 | dt: 847ms | tok/sec: 38,677 | mfu: 0.2% | epoch: 1 | remaining: 182s    
step 00132 (39.3%) | loss: 4.764450 | lrm: 1.00 | dt: 841ms | tok/sec: 38,973 | mfu: 0.2% | epoch: 1 | remaining: 181s    
step 00133 (39.6%) | loss: 4.753490 | lrm: 1.00 | dt: 844ms | tok/sec: 38,824 | mfu: 0.2% | epoch: 1 | remaining: 180s    
step 00134 (39.9%) | loss: 4.751903 | lrm: 1.00 | dt: 871ms | tok/sec: 37,607 | mfu: 0.2% | epoch: 1 | remaining: 180s    
step 00135 (40.2%) | loss: 4.747966 | lrm: 1.00 | dt: 907ms | tok/sec: 36,119 | mfu: 0.2% | epoch: 1 | remaining: 179s    
step 00136 (40.5%) | loss: 4.749816 | lrm: 1.00 | dt: 932ms | tok/sec: 35,141 | mfu: 0.2% | epoch: 1 | remaining: 178s    
step 00137 (40.8%) | loss: 4.741110 | lrm: 1.00 | dt: 847ms | tok/sec: 38,666 | mfu: 0.2% | epoch: 1 | remaining: 177s    
step 00138 (41.0%) | loss: 4.725672 | lrm: 1.00 | dt: 847ms | tok/sec: 38,709 | mfu: 0.2% | epoch: 1 | remaining: 176s    
step 00139 (41.3%) | loss: 4.701888 | lrm: 1.00 | dt: 848ms | tok/sec: 38,653 | mfu: 0.2% | epoch: 1 | remaining: 175s    
step 00140 (41.6%) | loss: 4.689583 | lrm: 1.00 | dt: 851ms | tok/sec: 38,521 | mfu: 0.2% | epoch: 1 | remaining: 174s    
step 00141 (41.9%) | loss: 4.676125 | lrm: 1.00 | dt: 933ms | tok/sec: 35,115 | mfu: 0.2% | epoch: 1 | remaining: 173s    
step 00142 (42.2%) | loss: 4.677756 | lrm: 1.00 | dt: 852ms | tok/sec: 38,466 | mfu: 0.2% | epoch: 1 | remaining: 173s    
step 00143 (42.5%) | loss: 4.671802 | lrm: 1.00 | dt: 946ms | tok/sec: 34,643 | mfu: 0.2% | epoch: 1 | remaining: 172s    
step 00144 (42.8%) | loss: 4.669774 | lrm: 1.00 | dt: 969ms | tok/sec: 33,806 | mfu: 0.2% | epoch: 1 | remaining: 171s    
step 00145 (43.1%) | loss: 4.663780 | lrm: 1.00 | dt: 852ms | tok/sec: 38,464 | mfu: 0.2% | epoch: 1 | remaining: 170s    
step 00146 (43.4%) | loss: 4.662685 | lrm: 1.00 | dt: 846ms | tok/sec: 38,730 | mfu: 0.2% | epoch: 1 | remaining: 169s    
step 00147 (43.7%) | loss: 4.654525 | lrm: 1.00 | dt: 862ms | tok/sec: 38,021 | mfu: 0.2% | epoch: 1 | remaining: 168s    
step 00148 (44.0%) | loss: 4.638103 | lrm: 1.00 | dt: 852ms | tok/sec: 38,476 | mfu: 0.2% | epoch: 1 | remaining: 167s    
step 00149 (44.3%) | loss: 4.633703 | lrm: 1.00 | dt: 883ms | tok/sec: 37,089 | mfu: 0.2% | epoch: 1 | remaining: 166s    
step 00150 (44.6%) | loss: 4.617849 | lrm: 1.00 | dt: 1100ms | tok/sec: 29,779 | mfu: 0.2% | epoch: 1 | remaining: 165s    
