Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010973 | lrm: 1.00 | dt: 6162ms | tok/sec: 5,317 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.083217 | lrm: 1.00 | dt: 1392ms | tok/sec: 23,545 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.009379 | lrm: 1.00 | dt: 943ms | tok/sec: 34,745 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.742776 | lrm: 1.00 | dt: 888ms | tok/sec: 36,890 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.465041 | lrm: 1.00 | dt: 893ms | tok/sec: 36,679 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.251713 | lrm: 1.00 | dt: 892ms | tok/sec: 36,751 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.067327 | lrm: 1.00 | dt: 884ms | tok/sec: 37,079 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.907334 | lrm: 1.00 | dt: 983ms | tok/sec: 33,348 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.763012 | lrm: 1.00 | dt: 886ms | tok/sec: 36,997 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.624679 | lrm: 1.00 | dt: 887ms | tok/sec: 36,941 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.496780 | lrm: 1.00 | dt: 891ms | tok/sec: 36,764 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.365822 | lrm: 1.00 | dt: 888ms | tok/sec: 36,910 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.251601 | lrm: 1.00 | dt: 894ms | tok/sec: 36,653 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.140572 | lrm: 1.00 | dt: 977ms | tok/sec: 33,525 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00014 (0.9%) | loss: 7.033208 | lrm: 1.00 | dt: 961ms | tok/sec: 34,105 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00015 (1.2%) | loss: 6.940534 | lrm: 1.00 | dt: 891ms | tok/sec: 36,760 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00016 (1.5%) | loss: 6.852288 | lrm: 1.00 | dt: 890ms | tok/sec: 36,809 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00017 (1.8%) | loss: 6.775548 | lrm: 1.00 | dt: 889ms | tok/sec: 36,854 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00047 (10.9%) | loss: 5.720243 | lrm: 1.00 | dt: 889ms | tok/sec: 36,860 | mfu: 0.2% | epoch: 1 | remaining: 266s    
step 00048 (11.2%) | loss: 5.702274 | lrm: 1.00 | dt: 887ms | tok/sec: 36,959 | mfu: 0.2% | epoch: 1 | remaining: 265s    
step 00049 (11.5%) | loss: 5.691492 | lrm: 1.00 | dt: 882ms | tok/sec: 37,154 | mfu: 0.2% | epoch: 1 | remaining: 264s    
step 00050 (11.8%) | loss: 5.670556 | lrm: 1.00 | dt: 882ms | tok/sec: 37,131 | mfu: 0.2% | epoch: 1 | remaining: 264s    
step 00051 (12.1%) | loss: 5.660294 | lrm: 1.00 | dt: 880ms | tok/sec: 37,248 | mfu: 0.2% | epoch: 1 | remaining: 263s    
step 00052 (12.4%) | loss: 5.648528 | lrm: 1.00 | dt: 879ms | tok/sec: 37,259 | mfu: 0.2% | epoch: 1 | remaining: 262s    
step 00053 (12.7%) | loss: 5.630108 | lrm: 1.00 | dt: 975ms | tok/sec: 33,600 | mfu: 0.2% | epoch: 1 | remaining: 261s    
step 00054 (13.0%) | loss: 5.612015 | lrm: 1.00 | dt: 884ms | tok/sec: 37,071 | mfu: 0.2% | epoch: 1 | remaining: 260s    
step 00055 (13.3%) | loss: 5.597900 | lrm: 1.00 | dt: 876ms | tok/sec: 37,420 | mfu: 0.2% | epoch: 1 | remaining: 259s    
step 00056 (13.6%) | loss: 5.579963 | lrm: 1.00 | dt: 881ms | tok/sec: 37,187 | mfu: 0.2% | epoch: 1 | remaining: 258s    
step 00057 (13.9%) | loss: 5.559130 | lrm: 1.00 | dt: 885ms | tok/sec: 37,024 | mfu: 0.2% | epoch: 1 | remaining: 257s    
step 00058 (14.2%) | loss: 5.555405 | lrm: 1.00 | dt: 884ms | tok/sec: 37,062 | mfu: 0.2% | epoch: 1 | remaining: 256s    
step 00059 (14.5%) | loss: 5.528598 | lrm: 1.00 | dt: 885ms | tok/sec: 37,033 | mfu: 0.2% | epoch: 1 | remaining: 256s    
step 00060 (14.8%) | loss: 5.517520 | lrm: 1.00 | dt: 882ms | tok/sec: 37,165 | mfu: 0.2% | epoch: 1 | remaining: 255s    
step 00061 (15.1%) | loss: 5.507904 | lrm: 1.00 | dt: 885ms | tok/sec: 37,035 | mfu: 0.2% | epoch: 1 | remaining: 254s    
step 00062 (15.4%) | loss: 5.494271 | lrm: 1.00 | dt: 872ms | tok/sec: 37,567 | mfu: 0.2% | epoch: 1 | remaining: 253s    
step 00063 (15.7%) | loss: 5.483657 | lrm: 1.00 | dt: 889ms | tok/sec: 36,872 | mfu: 0.2% | epoch: 1 | remaining: 252s    
step 00064 (16.0%) | loss: 5.467579 | lrm: 1.00 | dt: 874ms | tok/sec: 37,509 | mfu: 0.2% | epoch: 1 | remaining: 251s    
step 00065 (16.3%) | loss: 5.467536 | lrm: 1.00 | dt: 877ms | tok/sec: 37,354 | mfu: 0.2% | epoch: 1 | remaining: 250s    
step 00066 (16.6%) | loss: 5.454054 | lrm: 1.00 | dt: 886ms | tok/sec: 36,996 | mfu: 0.2% | epoch: 1 | remaining: 249s    
step 00067 (16.9%) | loss: 5.446485 | lrm: 1.00 | dt: 922ms | tok/sec: 35,544 | mfu: 0.2% | epoch: 1 | remaining: 249s    
step 00068 (17.2%) | loss: 5.425967 | lrm: 1.00 | dt: 885ms | tok/sec: 37,038 | mfu: 0.2% | epoch: 1 | remaining: 248s    
step 00069 (17.5%) | loss: 5.416031 | lrm: 1.00 | dt: 891ms | tok/sec: 36,780 | mfu: 0.2% | epoch: 1 | remaining: 247s    
step 00070 (17.8%) | loss: 5.404424 | lrm: 1.00 | dt: 890ms | tok/sec: 36,827 | mfu: 0.2% | epoch: 1 | remaining: 246s    
step 00071 (18.1%) | loss: 5.385552 | lrm: 1.00 | dt: 894ms | tok/sec: 36,641 | mfu: 0.2% | epoch: 1 | remaining: 245s    
step 00072 (18.4%) | loss: 5.378940 | lrm: 1.00 | dt: 891ms | tok/sec: 36,768 | mfu: 0.2% | epoch: 1 | remaining: 244s    
step 00073 (18.6%) | loss: 5.363565 | lrm: 1.00 | dt: 889ms | tok/sec: 36,851 | mfu: 0.2% | epoch: 1 | remaining: 243s    
step 00074 (18.9%) | loss: 5.348987 | lrm: 1.00 | dt: 1011ms | tok/sec: 32,407 | mfu: 0.2% | epoch: 1 | remaining: 242s    
step 00075 (19.3%) | loss: 5.336487 | lrm: 1.00 | dt: 897ms | tok/sec: 36,539 | mfu: 0.2% | epoch: 1 | remaining: 241s    
step 00076 (19.6%) | loss: 5.336938 | lrm: 1.00 | dt: 890ms | tok/sec: 36,799 | mfu: 0.2% | epoch: 1 | remaining: 240s    
step 00077 (19.9%) | loss: 5.319021 | lrm: 1.00 | dt: 891ms | tok/sec: 36,789 | mfu: 0.2% | epoch: 1 | remaining: 239s    
step 00078 (20.2%) | loss: 5.302207 | lrm: 1.00 | dt: 882ms | tok/sec: 37,160 | mfu: 0.2% | epoch: 1 | remaining: 239s    
step 00079 (20.5%) | loss: 5.284275 | lrm: 1.00 | dt: 885ms | tok/sec: 37,017 | mfu: 0.2% | epoch: 1 | remaining: 238s    
step 00080 (20.8%) | loss: 5.285112 | lrm: 1.00 | dt: 882ms | tok/sec: 37,169 | mfu: 0.2% | epoch: 1 | remaining: 237s    
step 00081 (21.1%) | loss: 5.276375 | lrm: 1.00 | dt: 1028ms | tok/sec: 31,869 | mfu: 0.2% | epoch: 1 | remaining: 236s    
step 00082 (21.4%) | loss: 5.262199 | lrm: 1.00 | dt: 888ms | tok/sec: 36,904 | mfu: 0.2% | epoch: 1 | remaining: 235s    
step 00083 (21.7%) | loss: 5.258380 | lrm: 1.00 | dt: 985ms | tok/sec: 33,267 | mfu: 0.2% | epoch: 1 | remaining: 234s    
step 00084 (22.0%) | loss: 5.243318 | lrm: 1.00 | dt: 886ms | tok/sec: 36,994 | mfu: 0.2% | epoch: 1 | remaining: 233s    
step 00085 (22.3%) | loss: 5.238930 | lrm: 1.00 | dt: 893ms | tok/sec: 36,698 | mfu: 0.2% | epoch: 1 | remaining: 232s    
step 00086 (22.6%) | loss: 5.225280 | lrm: 1.00 | dt: 1009ms | tok/sec: 32,481 | mfu: 0.2% | epoch: 1 | remaining: 231s    
step 00087 (23.0%) | loss: 5.228359 | lrm: 1.00 | dt: 890ms | tok/sec: 36,828 | mfu: 0.2% | epoch: 1 | remaining: 230s    
step 00088 (23.3%) | loss: 5.215471 | lrm: 1.00 | dt: 888ms | tok/sec: 36,890 | mfu: 0.2% | epoch: 1 | remaining: 229s    
step 00089 (23.5%) | loss: 5.213137 | lrm: 1.00 | dt: 887ms | tok/sec: 36,931 | mfu: 0.2% | epoch: 1 | remaining: 228s    
step 00090 (23.8%) | loss: 5.200928 | lrm: 1.00 | dt: 889ms | tok/sec: 36,859 | mfu: 0.2% | epoch: 1 | remaining: 228s    
step 00091 (24.1%) | loss: 5.188362 | lrm: 1.00 | dt: 899ms | tok/sec: 36,458 | mfu: 0.2% | epoch: 1 | remaining: 227s    
step 00092 (24.4%) | loss: 5.184454 | lrm: 1.00 | dt: 898ms | tok/sec: 36,474 | mfu: 0.2% | epoch: 1 | remaining: 226s    
step 00093 (24.7%) | loss: 5.179466 | lrm: 1.00 | dt: 1015ms | tok/sec: 32,272 | mfu: 0.2% | epoch: 1 | remaining: 225s    
step 00094 (25.1%) | loss: 5.160973 | lrm: 1.00 | dt: 856ms | tok/sec: 38,300 | mfu: 0.2% | epoch: 1 | remaining: 224s    
step 00095 (25.4%) | loss: 5.151295 | lrm: 1.00 | dt: 849ms | tok/sec: 38,615 | mfu: 0.2% | epoch: 1 | remaining: 223s    
step 00096 (25.6%) | loss: 5.146241 | lrm: 1.00 | dt: 845ms | tok/sec: 38,760 | mfu: 0.2% | epoch: 1 | remaining: 222s    
step 00097 (25.9%) | loss: 5.126045 | lrm: 1.00 | dt: 842ms | tok/sec: 38,896 | mfu: 0.2% | epoch: 1 | remaining: 221s    
step 00098 (26.2%) | loss: 5.124312 | lrm: 1.00 | dt: 843ms | tok/sec: 38,882 | mfu: 0.2% | epoch: 1 | remaining: 221s    
step 00099 (26.5%) | loss: 5.111571 | lrm: 1.00 | dt: 845ms | tok/sec: 38,777 | mfu: 0.2% | epoch: 1 | remaining: 220s    
step 00100 (26.8%) | loss: 5.093931 | lrm: 1.00 | dt: 846ms | tok/sec: 38,745 | mfu: 0.2% | epoch: 1 | remaining: 219s    
step 00101 (27.1%) | loss: 5.081585 | lrm: 1.00 | dt: 849ms | tok/sec: 38,617 | mfu: 0.2% | epoch: 1 | remaining: 218s    
step 00102 (27.3%) | loss: 5.063936 | lrm: 1.00 | dt: 845ms | tok/sec: 38,776 | mfu: 0.2% | epoch: 1 | remaining: 217s    
step 00103 (27.6%) | loss: 5.048200 | lrm: 1.00 | dt: 843ms | tok/sec: 38,852 | mfu: 0.2% | epoch: 1 | remaining: 216s    
step 00104 (27.9%) | loss: 5.043940 | lrm: 1.00 | dt: 845ms | tok/sec: 38,779 | mfu: 0.2% | epoch: 1 | remaining: 215s    
step 00105 (28.2%) | loss: 5.038350 | lrm: 1.00 | dt: 847ms | tok/sec: 38,664 | mfu: 0.2% | epoch: 1 | remaining: 215s    
step 00106 (28.5%) | loss: 5.031436 | lrm: 1.00 | dt: 866ms | tok/sec: 37,834 | mfu: 0.2% | epoch: 1 | remaining: 214s    
step 00107 (28.8%) | loss: 5.018935 | lrm: 1.00 | dt: 849ms | tok/sec: 38,582 | mfu: 0.2% | epoch: 1 | remaining: 213s    
step 00108 (29.0%) | loss: 5.007956 | lrm: 1.00 | dt: 846ms | tok/sec: 38,721 | mfu: 0.2% | epoch: 1 | remaining: 212s    
step 00109 (29.3%) | loss: 5.008863 | lrm: 1.00 | dt: 845ms | tok/sec: 38,785 | mfu: 0.2% | epoch: 1 | remaining: 211s    
step 00110 (29.6%) | loss: 5.009872 | lrm: 1.00 | dt: 857ms | tok/sec: 38,236 | mfu: 0.2% | epoch: 1 | remaining: 210s    
step 00111 (29.9%) | loss: 4.998062 | lrm: 1.00 | dt: 855ms | tok/sec: 38,318 | mfu: 0.2% | epoch: 1 | remaining: 209s    
step 00112 (30.2%) | loss: 4.996131 | lrm: 1.00 | dt: 848ms | tok/sec: 38,655 | mfu: 0.2% | epoch: 1 | remaining: 209s    
step 00113 (30.5%) | loss: 4.995891 | lrm: 1.00 | dt: 847ms | tok/sec: 38,695 | mfu: 0.2% | epoch: 1 | remaining: 208s    
step 00114 (30.7%) | loss: 4.985506 | lrm: 1.00 | dt: 848ms | tok/sec: 38,656 | mfu: 0.2% | epoch: 1 | remaining: 207s    
step 00115 (31.0%) | loss: 4.973064 | lrm: 1.00 | dt: 849ms | tok/sec: 38,575 | mfu: 0.2% | epoch: 1 | remaining: 206s    
step 00116 (31.3%) | loss: 4.952816 | lrm: 1.00 | dt: 854ms | tok/sec: 38,367 | mfu: 0.2% | epoch: 1 | remaining: 205s    
step 00117 (31.6%) | loss: 4.945051 | lrm: 1.00 | dt: 851ms | tok/sec: 38,488 | mfu: 0.2% | epoch: 1 | remaining: 204s    
step 00118 (31.9%) | loss: 4.931080 | lrm: 1.00 | dt: 847ms | tok/sec: 38,666 | mfu: 0.2% | epoch: 1 | remaining: 204s    
step 00119 (32.1%) | loss: 4.923751 | lrm: 1.00 | dt: 850ms | tok/sec: 38,547 | mfu: 0.2% | epoch: 1 | remaining: 203s    
step 00120 (32.4%) | loss: 4.910768 | lrm: 1.00 | dt: 851ms | tok/sec: 38,503 | mfu: 0.2% | epoch: 1 | remaining: 202s    
step 00121 (32.7%) | loss: 4.904747 | lrm: 1.00 | dt: 926ms | tok/sec: 35,368 | mfu: 0.2% | epoch: 1 | remaining: 201s    
step 00122 (33.0%) | loss: 4.895485 | lrm: 1.00 | dt: 855ms | tok/sec: 38,314 | mfu: 0.2% | epoch: 1 | remaining: 200s    
step 00123 (33.3%) | loss: 4.887676 | lrm: 1.00 | dt: 890ms | tok/sec: 36,829 | mfu: 0.2% | epoch: 1 | remaining: 199s    
step 00124 (33.6%) | loss: 4.873857 | lrm: 1.00 | dt: 869ms | tok/sec: 37,723 | mfu: 0.2% | epoch: 1 | remaining: 198s    
step 00125 (33.9%) | loss: 4.864217 | lrm: 1.00 | dt: 861ms | tok/sec: 38,057 | mfu: 0.2% | epoch: 1 | remaining: 197s    
step 00126 (34.2%) | loss: 4.850668 | lrm: 1.00 | dt: 850ms | tok/sec: 38,549 | mfu: 0.2% | epoch: 1 | remaining: 197s    
step 00127 (34.5%) | loss: 4.844889 | lrm: 1.00 | dt: 847ms | tok/sec: 38,707 | mfu: 0.2% | epoch: 1 | remaining: 196s    
step 00128 (34.7%) | loss: 4.832518 | lrm: 1.00 | dt: 847ms | tok/sec: 38,684 | mfu: 0.2% | epoch: 1 | remaining: 195s    
step 00129 (35.0%) | loss: 4.820703 | lrm: 1.00 | dt: 933ms | tok/sec: 35,104 | mfu: 0.2% | epoch: 1 | remaining: 194s    
step 00130 (35.3%) | loss: 4.815166 | lrm: 1.00 | dt: 846ms | tok/sec: 38,720 | mfu: 0.2% | epoch: 1 | remaining: 193s    
step 00131 (35.6%) | loss: 4.796551 | lrm: 1.00 | dt: 845ms | tok/sec: 38,770 | mfu: 0.2% | epoch: 1 | remaining: 192s    
step 00132 (35.9%) | loss: 4.780925 | lrm: 1.00 | dt: 846ms | tok/sec: 38,751 | mfu: 0.2% | epoch: 1 | remaining: 191s    
step 00133 (36.2%) | loss: 4.769264 | lrm: 1.00 | dt: 845ms | tok/sec: 38,788 | mfu: 0.2% | epoch: 1 | remaining: 191s    
step 00134 (36.5%) | loss: 4.767898 | lrm: 1.00 | dt: 846ms | tok/sec: 38,710 | mfu: 0.2% | epoch: 1 | remaining: 190s    
step 00135 (36.8%) | loss: 4.763412 | lrm: 1.00 | dt: 845ms | tok/sec: 38,760 | mfu: 0.2% | epoch: 1 | remaining: 189s    
step 00136 (37.0%) | loss: 4.765606 | lrm: 1.00 | dt: 853ms | tok/sec: 38,408 | mfu: 0.2% | epoch: 1 | remaining: 188s    
step 00137 (37.3%) | loss: 4.757027 | lrm: 1.00 | dt: 847ms | tok/sec: 38,688 | mfu: 0.2% | epoch: 1 | remaining: 187s    
step 00138 (37.6%) | loss: 4.741880 | lrm: 1.00 | dt: 852ms | tok/sec: 38,451 | mfu: 0.2% | epoch: 1 | remaining: 186s    
step 00139 (37.9%) | loss: 4.718768 | lrm: 1.00 | dt: 846ms | tok/sec: 38,712 | mfu: 0.2% | epoch: 1 | remaining: 185s    
step 00140 (38.2%) | loss: 4.706212 | lrm: 1.00 | dt: 846ms | tok/sec: 38,736 | mfu: 0.2% | epoch: 1 | remaining: 185s    
step 00141 (38.4%) | loss: 4.693034 | lrm: 1.00 | dt: 845ms | tok/sec: 38,767 | mfu: 0.2% | epoch: 1 | remaining: 184s    
step 00142 (38.7%) | loss: 4.694661 | lrm: 1.00 | dt: 846ms | tok/sec: 38,721 | mfu: 0.2% | epoch: 1 | remaining: 183s    
step 00143 (39.0%) | loss: 4.688378 | lrm: 1.00 | dt: 845ms | tok/sec: 38,773 | mfu: 0.2% | epoch: 1 | remaining: 182s    
step 00144 (39.3%) | loss: 4.686123 | lrm: 1.00 | dt: 847ms | tok/sec: 38,683 | mfu: 0.2% | epoch: 1 | remaining: 181s    
step 00145 (39.6%) | loss: 4.679692 | lrm: 1.00 | dt: 945ms | tok/sec: 34,684 | mfu: 0.2% | epoch: 1 | remaining: 180s    
step 00146 (39.9%) | loss: 4.677651 | lrm: 1.00 | dt: 848ms | tok/sec: 38,659 | mfu: 0.2% | epoch: 1 | remaining: 179s    
step 00147 (40.2%) | loss: 4.668685 | lrm: 1.00 | dt: 844ms | tok/sec: 38,840 | mfu: 0.2% | epoch: 1 | remaining: 179s    
step 00148 (40.5%) | loss: 4.651548 | lrm: 1.00 | dt: 844ms | tok/sec: 38,805 | mfu: 0.2% | epoch: 1 | remaining: 178s    
step 00149 (40.7%) | loss: 4.647444 | lrm: 1.00 | dt: 845ms | tok/sec: 38,765 | mfu: 0.2% | epoch: 1 | remaining: 177s    
step 00150 (41.0%) | loss: 4.632215 | lrm: 1.00 | dt: 844ms | tok/sec: 38,820 | mfu: 0.2% | epoch: 1 | remaining: 176s    
