Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010973 | lrm: 1.00 | dt: 1874ms | tok/sec: 17,486 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.083300 | lrm: 1.00 | dt: 888ms | tok/sec: 36,911 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.024884 | lrm: 1.00 | dt: 852ms | tok/sec: 38,445 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.770266 | lrm: 1.00 | dt: 913ms | tok/sec: 35,896 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.488367 | lrm: 1.00 | dt: 848ms | tok/sec: 38,641 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.270324 | lrm: 1.00 | dt: 842ms | tok/sec: 38,939 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.084555 | lrm: 1.00 | dt: 843ms | tok/sec: 38,860 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.924145 | lrm: 1.00 | dt: 839ms | tok/sec: 39,050 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.777225 | lrm: 1.00 | dt: 954ms | tok/sec: 34,338 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.638776 | lrm: 1.00 | dt: 840ms | tok/sec: 38,995 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.512980 | lrm: 1.00 | dt: 838ms | tok/sec: 39,086 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.381295 | lrm: 1.00 | dt: 837ms | tok/sec: 39,172 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.266269 | lrm: 1.00 | dt: 850ms | tok/sec: 38,554 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.156590 | lrm: 1.00 | dt: 845ms | tok/sec: 38,781 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00014 (0.8%) | loss: 7.050850 | lrm: 1.00 | dt: 840ms | tok/sec: 39,024 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 6.959496 | lrm: 1.00 | dt: 838ms | tok/sec: 39,098 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 6.870527 | lrm: 1.00 | dt: 836ms | tok/sec: 39,201 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00017 (1.7%) | loss: 6.791694 | lrm: 1.00 | dt: 838ms | tok/sec: 39,123 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00040 (8.2%) | loss: 5.899820 | lrm: 1.00 | dt: 845ms | tok/sec: 38,785 | mfu: 0.2% | epoch: 1 | remaining: 274s    
step 00041 (8.5%) | loss: 5.876484 | lrm: 1.00 | dt: 862ms | tok/sec: 38,028 | mfu: 0.2% | epoch: 1 | remaining: 274s    
step 00042 (8.8%) | loss: 5.858793 | lrm: 1.00 | dt: 861ms | tok/sec: 38,056 | mfu: 0.2% | epoch: 1 | remaining: 273s    
step 00043 (9.1%) | loss: 5.835201 | lrm: 1.00 | dt: 853ms | tok/sec: 38,419 | mfu: 0.2% | epoch: 1 | remaining: 272s    
step 00044 (9.4%) | loss: 5.810826 | lrm: 1.00 | dt: 904ms | tok/sec: 36,239 | mfu: 0.2% | epoch: 1 | remaining: 271s    
step 00045 (9.7%) | loss: 5.792615 | lrm: 1.00 | dt: 931ms | tok/sec: 35,201 | mfu: 0.2% | epoch: 1 | remaining: 270s    
step 00046 (10.0%) | loss: 5.765464 | lrm: 1.00 | dt: 922ms | tok/sec: 35,553 | mfu: 0.2% | epoch: 1 | remaining: 269s    
step 00047 (10.3%) | loss: 5.748386 | lrm: 1.00 | dt: 843ms | tok/sec: 38,867 | mfu: 0.2% | epoch: 1 | remaining: 268s    
step 00048 (10.6%) | loss: 5.730591 | lrm: 1.00 | dt: 847ms | tok/sec: 38,679 | mfu: 0.2% | epoch: 1 | remaining: 267s    
step 00049 (10.9%) | loss: 5.719899 | lrm: 1.00 | dt: 938ms | tok/sec: 34,940 | mfu: 0.2% | epoch: 1 | remaining: 266s    
step 00050 (11.2%) | loss: 5.698971 | lrm: 1.00 | dt: 970ms | tok/sec: 33,792 | mfu: 0.2% | epoch: 1 | remaining: 265s    
step 00051 (11.5%) | loss: 5.689111 | lrm: 1.00 | dt: 862ms | tok/sec: 37,992 | mfu: 0.2% | epoch: 1 | remaining: 265s    
step 00052 (11.8%) | loss: 5.677768 | lrm: 1.00 | dt: 867ms | tok/sec: 37,805 | mfu: 0.2% | epoch: 1 | remaining: 264s    
step 00053 (12.1%) | loss: 5.660565 | lrm: 1.00 | dt: 884ms | tok/sec: 37,059 | mfu: 0.2% | epoch: 1 | remaining: 263s    
step 00054 (12.4%) | loss: 5.643138 | lrm: 1.00 | dt: 990ms | tok/sec: 33,085 | mfu: 0.2% | epoch: 1 | remaining: 262s    
step 00055 (12.7%) | loss: 5.629403 | lrm: 1.00 | dt: 858ms | tok/sec: 38,205 | mfu: 0.2% | epoch: 1 | remaining: 261s    
step 00056 (13.0%) | loss: 5.611410 | lrm: 1.00 | dt: 902ms | tok/sec: 36,342 | mfu: 0.2% | epoch: 1 | remaining: 260s    
step 00057 (13.3%) | loss: 5.590463 | lrm: 1.00 | dt: 845ms | tok/sec: 38,776 | mfu: 0.2% | epoch: 1 | remaining: 259s    
step 00058 (13.6%) | loss: 5.586438 | lrm: 1.00 | dt: 940ms | tok/sec: 34,872 | mfu: 0.2% | epoch: 1 | remaining: 258s    
step 00059 (13.9%) | loss: 5.559787 | lrm: 1.00 | dt: 957ms | tok/sec: 34,252 | mfu: 0.2% | epoch: 1 | remaining: 257s    
step 00060 (14.2%) | loss: 5.548304 | lrm: 1.00 | dt: 852ms | tok/sec: 38,458 | mfu: 0.2% | epoch: 1 | remaining: 257s    
step 00061 (14.5%) | loss: 5.539314 | lrm: 1.00 | dt: 857ms | tok/sec: 38,253 | mfu: 0.2% | epoch: 1 | remaining: 256s    
step 00062 (14.8%) | loss: 5.526050 | lrm: 1.00 | dt: 964ms | tok/sec: 33,986 | mfu: 0.2% | epoch: 1 | remaining: 255s    
step 00063 (15.1%) | loss: 5.515679 | lrm: 1.00 | dt: 846ms | tok/sec: 38,735 | mfu: 0.2% | epoch: 1 | remaining: 254s    
step 00064 (15.4%) | loss: 5.499996 | lrm: 1.00 | dt: 846ms | tok/sec: 38,742 | mfu: 0.2% | epoch: 1 | remaining: 253s    
step 00065 (15.7%) | loss: 5.500055 | lrm: 1.00 | dt: 875ms | tok/sec: 37,441 | mfu: 0.2% | epoch: 1 | remaining: 252s    
step 00066 (16.0%) | loss: 5.486842 | lrm: 1.00 | dt: 971ms | tok/sec: 33,750 | mfu: 0.2% | epoch: 1 | remaining: 251s    
step 00067 (16.3%) | loss: 5.479233 | lrm: 1.00 | dt: 858ms | tok/sec: 38,210 | mfu: 0.2% | epoch: 1 | remaining: 250s    
step 00068 (16.6%) | loss: 5.459452 | lrm: 1.00 | dt: 870ms | tok/sec: 37,660 | mfu: 0.2% | epoch: 1 | remaining: 249s    
step 00069 (16.9%) | loss: 5.450239 | lrm: 1.00 | dt: 886ms | tok/sec: 36,988 | mfu: 0.2% | epoch: 1 | remaining: 249s    
step 00070 (17.1%) | loss: 5.438411 | lrm: 1.00 | dt: 847ms | tok/sec: 38,707 | mfu: 0.2% | epoch: 1 | remaining: 248s    
step 00071 (17.4%) | loss: 5.419060 | lrm: 1.00 | dt: 844ms | tok/sec: 38,809 | mfu: 0.2% | epoch: 1 | remaining: 247s    
step 00072 (17.7%) | loss: 5.412143 | lrm: 1.00 | dt: 842ms | tok/sec: 38,923 | mfu: 0.2% | epoch: 1 | remaining: 246s    
step 00073 (18.0%) | loss: 5.396770 | lrm: 1.00 | dt: 855ms | tok/sec: 38,343 | mfu: 0.2% | epoch: 1 | remaining: 245s    
step 00074 (18.3%) | loss: 5.381678 | lrm: 1.00 | dt: 853ms | tok/sec: 38,426 | mfu: 0.2% | epoch: 1 | remaining: 244s    
step 00075 (18.6%) | loss: 5.369331 | lrm: 1.00 | dt: 845ms | tok/sec: 38,760 | mfu: 0.2% | epoch: 1 | remaining: 243s    
step 00076 (18.8%) | loss: 5.369815 | lrm: 1.00 | dt: 844ms | tok/sec: 38,806 | mfu: 0.2% | epoch: 1 | remaining: 243s    
step 00077 (19.1%) | loss: 5.352708 | lrm: 1.00 | dt: 840ms | tok/sec: 39,011 | mfu: 0.2% | epoch: 1 | remaining: 242s    
step 00078 (19.4%) | loss: 5.336765 | lrm: 1.00 | dt: 845ms | tok/sec: 38,760 | mfu: 0.2% | epoch: 1 | remaining: 241s    
step 00079 (19.7%) | loss: 5.319145 | lrm: 1.00 | dt: 846ms | tok/sec: 38,754 | mfu: 0.2% | epoch: 1 | remaining: 240s    
step 00080 (20.0%) | loss: 5.319762 | lrm: 1.00 | dt: 853ms | tok/sec: 38,434 | mfu: 0.2% | epoch: 1 | remaining: 239s    
step 00081 (20.3%) | loss: 5.311139 | lrm: 1.00 | dt: 973ms | tok/sec: 33,674 | mfu: 0.2% | epoch: 1 | remaining: 238s    
step 00082 (20.6%) | loss: 5.297325 | lrm: 1.00 | dt: 856ms | tok/sec: 38,264 | mfu: 0.2% | epoch: 1 | remaining: 237s    
step 00083 (20.9%) | loss: 5.293914 | lrm: 1.00 | dt: 862ms | tok/sec: 38,028 | mfu: 0.2% | epoch: 1 | remaining: 237s    
step 00084 (21.2%) | loss: 5.278671 | lrm: 1.00 | dt: 845ms | tok/sec: 38,793 | mfu: 0.2% | epoch: 1 | remaining: 236s    
step 00085 (21.4%) | loss: 5.274559 | lrm: 1.00 | dt: 843ms | tok/sec: 38,854 | mfu: 0.2% | epoch: 1 | remaining: 235s    
step 00086 (21.7%) | loss: 5.261024 | lrm: 1.00 | dt: 845ms | tok/sec: 38,780 | mfu: 0.2% | epoch: 1 | remaining: 234s    
step 00087 (22.0%) | loss: 5.264318 | lrm: 1.00 | dt: 846ms | tok/sec: 38,730 | mfu: 0.2% | epoch: 1 | remaining: 233s    
step 00088 (22.3%) | loss: 5.251271 | lrm: 1.00 | dt: 842ms | tok/sec: 38,924 | mfu: 0.2% | epoch: 1 | remaining: 232s    
step 00089 (22.6%) | loss: 5.248911 | lrm: 1.00 | dt: 849ms | tok/sec: 38,586 | mfu: 0.2% | epoch: 1 | remaining: 231s    
step 00090 (22.8%) | loss: 5.236067 | lrm: 1.00 | dt: 957ms | tok/sec: 34,231 | mfu: 0.2% | epoch: 1 | remaining: 231s    
step 00091 (23.2%) | loss: 5.223605 | lrm: 1.00 | dt: 840ms | tok/sec: 39,011 | mfu: 0.2% | epoch: 1 | remaining: 230s    
step 00092 (23.4%) | loss: 5.219391 | lrm: 1.00 | dt: 846ms | tok/sec: 38,741 | mfu: 0.2% | epoch: 1 | remaining: 229s    
step 00093 (23.7%) | loss: 5.213507 | lrm: 1.00 | dt: 842ms | tok/sec: 38,915 | mfu: 0.2% | epoch: 1 | remaining: 228s    
step 00094 (24.0%) | loss: 5.195506 | lrm: 1.00 | dt: 851ms | tok/sec: 38,496 | mfu: 0.2% | epoch: 1 | remaining: 227s    
step 00095 (24.3%) | loss: 5.186619 | lrm: 1.00 | dt: 846ms | tok/sec: 38,726 | mfu: 0.2% | epoch: 1 | remaining: 226s    
step 00096 (24.6%) | loss: 5.182096 | lrm: 1.00 | dt: 856ms | tok/sec: 38,301 | mfu: 0.2% | epoch: 1 | remaining: 225s    
step 00097 (24.9%) | loss: 5.161665 | lrm: 1.00 | dt: 1008ms | tok/sec: 32,502 | mfu: 0.2% | epoch: 1 | remaining: 224s    
step 00098 (25.2%) | loss: 5.159735 | lrm: 1.00 | dt: 1002ms | tok/sec: 32,705 | mfu: 0.2% | epoch: 1 | remaining: 223s    
step 00099 (25.5%) | loss: 5.146787 | lrm: 1.00 | dt: 998ms | tok/sec: 32,842 | mfu: 0.2% | epoch: 1 | remaining: 222s    
step 00100 (25.9%) | loss: 5.128603 | lrm: 1.00 | dt: 948ms | tok/sec: 34,580 | mfu: 0.2% | epoch: 1 | remaining: 221s    
step 00101 (26.2%) | loss: 5.116387 | lrm: 1.00 | dt: 917ms | tok/sec: 35,751 | mfu: 0.2% | epoch: 1 | remaining: 221s    
step 00102 (26.5%) | loss: 5.098746 | lrm: 1.00 | dt: 949ms | tok/sec: 34,521 | mfu: 0.2% | epoch: 1 | remaining: 220s    
step 00103 (26.8%) | loss: 5.083436 | lrm: 1.00 | dt: 999ms | tok/sec: 32,795 | mfu: 0.2% | epoch: 1 | remaining: 219s    
step 00104 (27.1%) | loss: 5.079141 | lrm: 1.00 | dt: 963ms | tok/sec: 34,038 | mfu: 0.2% | epoch: 1 | remaining: 218s    
step 00105 (27.4%) | loss: 5.073385 | lrm: 1.00 | dt: 846ms | tok/sec: 38,718 | mfu: 0.2% | epoch: 1 | remaining: 217s    
step 00106 (27.7%) | loss: 5.066367 | lrm: 1.00 | dt: 852ms | tok/sec: 38,463 | mfu: 0.2% | epoch: 1 | remaining: 216s    
step 00107 (28.0%) | loss: 5.053730 | lrm: 1.00 | dt: 842ms | tok/sec: 38,898 | mfu: 0.2% | epoch: 1 | remaining: 215s    
step 00108 (28.3%) | loss: 5.043422 | lrm: 1.00 | dt: 843ms | tok/sec: 38,859 | mfu: 0.2% | epoch: 1 | remaining: 214s    
step 00109 (28.6%) | loss: 5.044670 | lrm: 1.00 | dt: 928ms | tok/sec: 35,310 | mfu: 0.2% | epoch: 1 | remaining: 213s    
step 00110 (28.9%) | loss: 5.045352 | lrm: 1.00 | dt: 955ms | tok/sec: 34,321 | mfu: 0.2% | epoch: 1 | remaining: 212s    
step 00111 (29.2%) | loss: 5.034172 | lrm: 1.00 | dt: 839ms | tok/sec: 39,052 | mfu: 0.2% | epoch: 1 | remaining: 212s    
step 00112 (29.5%) | loss: 5.032321 | lrm: 1.00 | dt: 855ms | tok/sec: 38,339 | mfu: 0.2% | epoch: 1 | remaining: 211s    
step 00113 (29.8%) | loss: 5.033527 | lrm: 1.00 | dt: 973ms | tok/sec: 33,661 | mfu: 0.2% | epoch: 1 | remaining: 210s    
step 00114 (30.1%) | loss: 5.022548 | lrm: 1.00 | dt: 955ms | tok/sec: 34,307 | mfu: 0.2% | epoch: 1 | remaining: 209s    
step 00115 (30.4%) | loss: 5.010156 | lrm: 1.00 | dt: 1005ms | tok/sec: 32,602 | mfu: 0.2% | epoch: 1 | remaining: 208s    
step 00116 (30.7%) | loss: 4.989439 | lrm: 1.00 | dt: 984ms | tok/sec: 33,312 | mfu: 0.2% | epoch: 1 | remaining: 207s    
step 00117 (31.1%) | loss: 4.981116 | lrm: 1.00 | dt: 897ms | tok/sec: 36,511 | mfu: 0.2% | epoch: 1 | remaining: 206s    
step 00118 (31.4%) | loss: 4.966617 | lrm: 1.00 | dt: 855ms | tok/sec: 38,309 | mfu: 0.2% | epoch: 1 | remaining: 205s    
step 00119 (31.7%) | loss: 4.958863 | lrm: 1.00 | dt: 846ms | tok/sec: 38,725 | mfu: 0.2% | epoch: 1 | remaining: 204s    
step 00120 (31.9%) | loss: 4.945257 | lrm: 1.00 | dt: 861ms | tok/sec: 38,059 | mfu: 0.2% | epoch: 1 | remaining: 203s    
step 00121 (32.2%) | loss: 4.939025 | lrm: 1.00 | dt: 938ms | tok/sec: 34,920 | mfu: 0.2% | epoch: 1 | remaining: 202s    
step 00122 (32.5%) | loss: 4.931457 | lrm: 1.00 | dt: 867ms | tok/sec: 37,781 | mfu: 0.2% | epoch: 1 | remaining: 202s    
step 00123 (32.8%) | loss: 4.922474 | lrm: 1.00 | dt: 988ms | tok/sec: 33,156 | mfu: 0.2% | epoch: 1 | remaining: 201s    
step 00124 (33.2%) | loss: 4.908414 | lrm: 1.00 | dt: 1153ms | tok/sec: 28,427 | mfu: 0.2% | epoch: 1 | remaining: 199s    
step 00125 (33.5%) | loss: 4.898670 | lrm: 1.00 | dt: 913ms | tok/sec: 35,875 | mfu: 0.2% | epoch: 1 | remaining: 198s    
step 00126 (33.8%) | loss: 4.884850 | lrm: 1.00 | dt: 966ms | tok/sec: 33,925 | mfu: 0.2% | epoch: 1 | remaining: 197s    
step 00127 (34.2%) | loss: 4.878597 | lrm: 1.00 | dt: 871ms | tok/sec: 37,637 | mfu: 0.2% | epoch: 1 | remaining: 197s    
step 00128 (34.5%) | loss: 4.866485 | lrm: 1.00 | dt: 886ms | tok/sec: 36,983 | mfu: 0.2% | epoch: 1 | remaining: 196s    
step 00129 (34.8%) | loss: 4.854321 | lrm: 1.00 | dt: 872ms | tok/sec: 37,561 | mfu: 0.2% | epoch: 1 | remaining: 195s    
step 00130 (35.0%) | loss: 4.849082 | lrm: 1.00 | dt: 869ms | tok/sec: 37,697 | mfu: 0.2% | epoch: 1 | remaining: 194s    
step 00131 (35.3%) | loss: 4.829624 | lrm: 1.00 | dt: 975ms | tok/sec: 33,617 | mfu: 0.2% | epoch: 1 | remaining: 193s    
step 00132 (35.7%) | loss: 4.814156 | lrm: 1.00 | dt: 885ms | tok/sec: 37,020 | mfu: 0.2% | epoch: 1 | remaining: 192s    
step 00133 (36.0%) | loss: 4.802614 | lrm: 1.00 | dt: 983ms | tok/sec: 33,344 | mfu: 0.2% | epoch: 1 | remaining: 191s    
step 00134 (36.3%) | loss: 4.801315 | lrm: 1.00 | dt: 972ms | tok/sec: 33,710 | mfu: 0.2% | epoch: 1 | remaining: 190s    
step 00135 (36.6%) | loss: 4.796667 | lrm: 1.00 | dt: 874ms | tok/sec: 37,487 | mfu: 0.2% | epoch: 1 | remaining: 189s    
step 00136 (36.9%) | loss: 4.797694 | lrm: 1.00 | dt: 872ms | tok/sec: 37,588 | mfu: 0.2% | epoch: 1 | remaining: 188s    
step 00137 (37.2%) | loss: 4.788808 | lrm: 1.00 | dt: 869ms | tok/sec: 37,702 | mfu: 0.2% | epoch: 1 | remaining: 188s    
step 00138 (37.5%) | loss: 4.772151 | lrm: 1.00 | dt: 872ms | tok/sec: 37,579 | mfu: 0.2% | epoch: 1 | remaining: 187s    
step 00139 (37.8%) | loss: 4.748829 | lrm: 1.00 | dt: 947ms | tok/sec: 34,595 | mfu: 0.2% | epoch: 1 | remaining: 186s    
step 00140 (38.1%) | loss: 4.734468 | lrm: 1.00 | dt: 889ms | tok/sec: 36,877 | mfu: 0.2% | epoch: 1 | remaining: 185s    
step 00141 (38.4%) | loss: 4.721714 | lrm: 1.00 | dt: 952ms | tok/sec: 34,406 | mfu: 0.2% | epoch: 1 | remaining: 184s    
step 00142 (38.7%) | loss: 4.724087 | lrm: 1.00 | dt: 869ms | tok/sec: 37,707 | mfu: 0.2% | epoch: 1 | remaining: 183s    
step 00143 (39.0%) | loss: 4.718363 | lrm: 1.00 | dt: 859ms | tok/sec: 38,133 | mfu: 0.2% | epoch: 1 | remaining: 182s    
step 00144 (39.3%) | loss: 4.716226 | lrm: 1.00 | dt: 855ms | tok/sec: 38,309 | mfu: 0.2% | epoch: 1 | remaining: 181s    
step 00145 (39.6%) | loss: 4.710165 | lrm: 1.00 | dt: 857ms | tok/sec: 38,216 | mfu: 0.2% | epoch: 1 | remaining: 180s    
step 00146 (39.8%) | loss: 4.707758 | lrm: 1.00 | dt: 847ms | tok/sec: 38,681 | mfu: 0.2% | epoch: 1 | remaining: 180s    
step 00147 (40.1%) | loss: 4.699112 | lrm: 1.00 | dt: 848ms | tok/sec: 38,661 | mfu: 0.2% | epoch: 1 | remaining: 179s    
step 00148 (40.4%) | loss: 4.681556 | lrm: 1.00 | dt: 851ms | tok/sec: 38,491 | mfu: 0.2% | epoch: 1 | remaining: 178s    
step 00149 (40.7%) | loss: 4.675952 | lrm: 1.00 | dt: 842ms | tok/sec: 38,895 | mfu: 0.2% | epoch: 1 | remaining: 177s    
step 00150 (41.0%) | loss: 4.658812 | lrm: 1.00 | dt: 841ms | tok/sec: 38,942 | mfu: 0.2% | epoch: 1 | remaining: 176s    
