Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010973 | lrm: 1.00 | dt: 1996ms | tok/sec: 16,414 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.078779 | lrm: 1.00 | dt: 905ms | tok/sec: 36,194 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.003221 | lrm: 1.00 | dt: 856ms | tok/sec: 38,287 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.743118 | lrm: 1.00 | dt: 973ms | tok/sec: 33,668 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.470333 | lrm: 1.00 | dt: 863ms | tok/sec: 37,964 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.258407 | lrm: 1.00 | dt: 863ms | tok/sec: 37,972 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.075190 | lrm: 1.00 | dt: 858ms | tok/sec: 38,193 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.916582 | lrm: 1.00 | dt: 854ms | tok/sec: 38,356 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.774591 | lrm: 1.00 | dt: 941ms | tok/sec: 34,824 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.638002 | lrm: 1.00 | dt: 860ms | tok/sec: 38,091 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.513514 | lrm: 1.00 | dt: 857ms | tok/sec: 38,218 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.383011 | lrm: 1.00 | dt: 859ms | tok/sec: 38,124 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.268625 | lrm: 1.00 | dt: 860ms | tok/sec: 38,123 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.158016 | lrm: 1.00 | dt: 858ms | tok/sec: 38,170 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00014 (0.9%) | loss: 7.050827 | lrm: 1.00 | dt: 863ms | tok/sec: 37,956 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 6.958936 | lrm: 1.00 | dt: 857ms | tok/sec: 38,240 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 6.870147 | lrm: 1.00 | dt: 858ms | tok/sec: 38,200 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00017 (1.7%) | loss: 6.791273 | lrm: 1.00 | dt: 881ms | tok/sec: 37,202 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00040 (8.4%) | loss: 5.879954 | lrm: 1.00 | dt: 863ms | tok/sec: 37,954 | mfu: 0.2% | epoch: 1 | remaining: 274s    
step 00041 (8.7%) | loss: 5.856313 | lrm: 1.00 | dt: 866ms | tok/sec: 37,859 | mfu: 0.2% | epoch: 1 | remaining: 273s    
step 00042 (9.0%) | loss: 5.838311 | lrm: 1.00 | dt: 862ms | tok/sec: 38,011 | mfu: 0.2% | epoch: 1 | remaining: 272s    
step 00043 (9.3%) | loss: 5.813297 | lrm: 1.00 | dt: 868ms | tok/sec: 37,738 | mfu: 0.2% | epoch: 1 | remaining: 271s    
step 00044 (9.6%) | loss: 5.788304 | lrm: 1.00 | dt: 860ms | tok/sec: 38,101 | mfu: 0.2% | epoch: 1 | remaining: 270s    
step 00045 (9.8%) | loss: 5.770067 | lrm: 1.00 | dt: 872ms | tok/sec: 37,577 | mfu: 0.2% | epoch: 1 | remaining: 270s    
step 00046 (10.1%) | loss: 5.742100 | lrm: 1.00 | dt: 870ms | tok/sec: 37,663 | mfu: 0.2% | epoch: 1 | remaining: 269s    
step 00047 (10.4%) | loss: 5.723760 | lrm: 1.00 | dt: 940ms | tok/sec: 34,860 | mfu: 0.2% | epoch: 1 | remaining: 268s    
step 00048 (10.7%) | loss: 5.705489 | lrm: 1.00 | dt: 874ms | tok/sec: 37,483 | mfu: 0.2% | epoch: 1 | remaining: 267s    
step 00049 (11.0%) | loss: 5.694748 | lrm: 1.00 | dt: 870ms | tok/sec: 37,684 | mfu: 0.2% | epoch: 1 | remaining: 266s    
step 00050 (11.3%) | loss: 5.673711 | lrm: 1.00 | dt: 952ms | tok/sec: 34,431 | mfu: 0.2% | epoch: 1 | remaining: 265s    
step 00051 (11.6%) | loss: 5.663574 | lrm: 1.00 | dt: 866ms | tok/sec: 37,828 | mfu: 0.2% | epoch: 1 | remaining: 264s    
step 00052 (11.9%) | loss: 5.651590 | lrm: 1.00 | dt: 872ms | tok/sec: 37,580 | mfu: 0.2% | epoch: 1 | remaining: 263s    
step 00053 (12.2%) | loss: 5.633432 | lrm: 1.00 | dt: 865ms | tok/sec: 37,863 | mfu: 0.2% | epoch: 1 | remaining: 262s    
step 00054 (12.5%) | loss: 5.615415 | lrm: 1.00 | dt: 867ms | tok/sec: 37,808 | mfu: 0.2% | epoch: 1 | remaining: 262s    
step 00055 (12.8%) | loss: 5.601660 | lrm: 1.00 | dt: 864ms | tok/sec: 37,934 | mfu: 0.2% | epoch: 1 | remaining: 261s    
step 00056 (13.1%) | loss: 5.583945 | lrm: 1.00 | dt: 866ms | tok/sec: 37,829 | mfu: 0.2% | epoch: 1 | remaining: 260s    
step 00057 (13.4%) | loss: 5.563033 | lrm: 1.00 | dt: 863ms | tok/sec: 37,952 | mfu: 0.2% | epoch: 1 | remaining: 259s    
step 00058 (13.7%) | loss: 5.559013 | lrm: 1.00 | dt: 861ms | tok/sec: 38,037 | mfu: 0.2% | epoch: 1 | remaining: 258s    
step 00059 (13.9%) | loss: 5.532145 | lrm: 1.00 | dt: 950ms | tok/sec: 34,476 | mfu: 0.2% | epoch: 1 | remaining: 257s    
step 00060 (14.3%) | loss: 5.521125 | lrm: 1.00 | dt: 977ms | tok/sec: 33,549 | mfu: 0.2% | epoch: 1 | remaining: 256s    
step 00061 (14.6%) | loss: 5.511394 | lrm: 1.00 | dt: 864ms | tok/sec: 37,917 | mfu: 0.2% | epoch: 1 | remaining: 255s    
step 00062 (14.9%) | loss: 5.498009 | lrm: 1.00 | dt: 863ms | tok/sec: 37,970 | mfu: 0.2% | epoch: 1 | remaining: 255s    
step 00063 (15.2%) | loss: 5.487400 | lrm: 1.00 | dt: 862ms | tok/sec: 38,024 | mfu: 0.2% | epoch: 1 | remaining: 254s    
step 00064 (15.5%) | loss: 5.471445 | lrm: 1.00 | dt: 859ms | tok/sec: 38,155 | mfu: 0.2% | epoch: 1 | remaining: 253s    
step 00065 (15.7%) | loss: 5.471184 | lrm: 1.00 | dt: 864ms | tok/sec: 37,944 | mfu: 0.2% | epoch: 1 | remaining: 252s    
step 00066 (16.0%) | loss: 5.457682 | lrm: 1.00 | dt: 865ms | tok/sec: 37,875 | mfu: 0.2% | epoch: 1 | remaining: 251s    
step 00067 (16.3%) | loss: 5.449816 | lrm: 1.00 | dt: 865ms | tok/sec: 37,860 | mfu: 0.2% | epoch: 1 | remaining: 250s    
step 00068 (16.6%) | loss: 5.428953 | lrm: 1.00 | dt: 862ms | tok/sec: 37,992 | mfu: 0.2% | epoch: 1 | remaining: 249s    
step 00069 (16.9%) | loss: 5.419117 | lrm: 1.00 | dt: 863ms | tok/sec: 37,975 | mfu: 0.2% | epoch: 1 | remaining: 248s    
step 00070 (17.2%) | loss: 5.407209 | lrm: 1.00 | dt: 863ms | tok/sec: 37,985 | mfu: 0.2% | epoch: 1 | remaining: 248s    
step 00071 (17.5%) | loss: 5.388237 | lrm: 1.00 | dt: 887ms | tok/sec: 36,926 | mfu: 0.2% | epoch: 1 | remaining: 247s    
step 00072 (17.8%) | loss: 5.381714 | lrm: 1.00 | dt: 866ms | tok/sec: 37,859 | mfu: 0.2% | epoch: 1 | remaining: 246s    
step 00073 (18.0%) | loss: 5.366021 | lrm: 1.00 | dt: 868ms | tok/sec: 37,740 | mfu: 0.2% | epoch: 1 | remaining: 245s    
step 00074 (18.3%) | loss: 5.351143 | lrm: 1.00 | dt: 865ms | tok/sec: 37,878 | mfu: 0.2% | epoch: 1 | remaining: 244s    
step 00075 (18.6%) | loss: 5.338522 | lrm: 1.00 | dt: 866ms | tok/sec: 37,851 | mfu: 0.2% | epoch: 1 | remaining: 243s    
step 00076 (18.9%) | loss: 5.338624 | lrm: 1.00 | dt: 864ms | tok/sec: 37,912 | mfu: 0.2% | epoch: 1 | remaining: 242s    
step 00077 (19.2%) | loss: 5.320926 | lrm: 1.00 | dt: 858ms | tok/sec: 38,182 | mfu: 0.2% | epoch: 1 | remaining: 242s    
step 00078 (19.5%) | loss: 5.304160 | lrm: 1.00 | dt: 863ms | tok/sec: 37,987 | mfu: 0.2% | epoch: 1 | remaining: 241s    
step 00079 (19.8%) | loss: 5.286129 | lrm: 1.00 | dt: 864ms | tok/sec: 37,912 | mfu: 0.2% | epoch: 1 | remaining: 240s    
step 00080 (20.1%) | loss: 5.287028 | lrm: 1.00 | dt: 869ms | tok/sec: 37,722 | mfu: 0.2% | epoch: 1 | remaining: 239s    
step 00081 (20.4%) | loss: 5.278172 | lrm: 1.00 | dt: 865ms | tok/sec: 37,878 | mfu: 0.2% | epoch: 1 | remaining: 238s    
step 00082 (20.6%) | loss: 5.263846 | lrm: 1.00 | dt: 894ms | tok/sec: 36,643 | mfu: 0.2% | epoch: 1 | remaining: 237s    
step 00083 (20.9%) | loss: 5.260126 | lrm: 1.00 | dt: 864ms | tok/sec: 37,932 | mfu: 0.2% | epoch: 1 | remaining: 236s    
step 00084 (21.2%) | loss: 5.245306 | lrm: 1.00 | dt: 863ms | tok/sec: 37,989 | mfu: 0.2% | epoch: 1 | remaining: 235s    
step 00085 (21.5%) | loss: 5.240952 | lrm: 1.00 | dt: 865ms | tok/sec: 37,902 | mfu: 0.2% | epoch: 1 | remaining: 235s    
step 00086 (21.8%) | loss: 5.227025 | lrm: 1.00 | dt: 864ms | tok/sec: 37,908 | mfu: 0.2% | epoch: 1 | remaining: 234s    
step 00087 (22.1%) | loss: 5.230037 | lrm: 1.00 | dt: 862ms | tok/sec: 38,001 | mfu: 0.2% | epoch: 1 | remaining: 233s    
step 00088 (22.4%) | loss: 5.217122 | lrm: 1.00 | dt: 865ms | tok/sec: 37,868 | mfu: 0.2% | epoch: 1 | remaining: 232s    
step 00089 (22.7%) | loss: 5.214644 | lrm: 1.00 | dt: 865ms | tok/sec: 37,873 | mfu: 0.2% | epoch: 1 | remaining: 231s    
step 00090 (23.0%) | loss: 5.201828 | lrm: 1.00 | dt: 873ms | tok/sec: 37,533 | mfu: 0.2% | epoch: 1 | remaining: 230s    
step 00091 (23.2%) | loss: 5.189066 | lrm: 1.00 | dt: 867ms | tok/sec: 37,806 | mfu: 0.2% | epoch: 1 | remaining: 229s    
step 00092 (23.5%) | loss: 5.185627 | lrm: 1.00 | dt: 860ms | tok/sec: 38,103 | mfu: 0.2% | epoch: 1 | remaining: 229s    
step 00093 (23.8%) | loss: 5.180193 | lrm: 1.00 | dt: 893ms | tok/sec: 36,686 | mfu: 0.2% | epoch: 1 | remaining: 228s    
step 00094 (24.1%) | loss: 5.162624 | lrm: 1.00 | dt: 869ms | tok/sec: 37,689 | mfu: 0.2% | epoch: 1 | remaining: 227s    
step 00095 (24.4%) | loss: 5.153190 | lrm: 1.00 | dt: 864ms | tok/sec: 37,914 | mfu: 0.2% | epoch: 1 | remaining: 226s    
step 00096 (24.7%) | loss: 5.148195 | lrm: 1.00 | dt: 865ms | tok/sec: 37,875 | mfu: 0.2% | epoch: 1 | remaining: 225s    
step 00097 (25.0%) | loss: 5.127962 | lrm: 1.00 | dt: 864ms | tok/sec: 37,916 | mfu: 0.2% | epoch: 1 | remaining: 224s    
step 00098 (25.3%) | loss: 5.126431 | lrm: 1.00 | dt: 862ms | tok/sec: 38,012 | mfu: 0.2% | epoch: 1 | remaining: 223s    
step 00099 (25.6%) | loss: 5.114046 | lrm: 1.00 | dt: 860ms | tok/sec: 38,098 | mfu: 0.2% | epoch: 1 | remaining: 222s    
step 00100 (25.8%) | loss: 5.096759 | lrm: 1.00 | dt: 869ms | tok/sec: 37,697 | mfu: 0.2% | epoch: 1 | remaining: 222s    
step 00101 (26.1%) | loss: 5.084673 | lrm: 1.00 | dt: 858ms | tok/sec: 38,190 | mfu: 0.2% | epoch: 1 | remaining: 221s    
step 00102 (26.4%) | loss: 5.066208 | lrm: 1.00 | dt: 870ms | tok/sec: 37,662 | mfu: 0.2% | epoch: 1 | remaining: 220s    
step 00103 (26.7%) | loss: 5.050690 | lrm: 1.00 | dt: 879ms | tok/sec: 37,291 | mfu: 0.2% | epoch: 1 | remaining: 219s    
step 00104 (27.0%) | loss: 5.046417 | lrm: 1.00 | dt: 947ms | tok/sec: 34,601 | mfu: 0.2% | epoch: 1 | remaining: 218s    
step 00105 (27.3%) | loss: 5.041041 | lrm: 1.00 | dt: 869ms | tok/sec: 37,721 | mfu: 0.2% | epoch: 1 | remaining: 217s    
step 00106 (27.6%) | loss: 5.033843 | lrm: 1.00 | dt: 866ms | tok/sec: 37,837 | mfu: 0.2% | epoch: 1 | remaining: 216s    
step 00107 (27.9%) | loss: 5.021138 | lrm: 1.00 | dt: 867ms | tok/sec: 37,796 | mfu: 0.2% | epoch: 1 | remaining: 215s    
step 00108 (28.2%) | loss: 5.010436 | lrm: 1.00 | dt: 865ms | tok/sec: 37,882 | mfu: 0.2% | epoch: 1 | remaining: 215s    
step 00109 (28.5%) | loss: 5.011146 | lrm: 1.00 | dt: 868ms | tok/sec: 37,755 | mfu: 0.2% | epoch: 1 | remaining: 214s    
step 00110 (28.8%) | loss: 5.012192 | lrm: 1.00 | dt: 865ms | tok/sec: 37,888 | mfu: 0.2% | epoch: 1 | remaining: 213s    
step 00111 (29.1%) | loss: 5.001357 | lrm: 1.00 | dt: 859ms | tok/sec: 38,159 | mfu: 0.2% | epoch: 1 | remaining: 212s    
step 00112 (29.3%) | loss: 5.000032 | lrm: 1.00 | dt: 868ms | tok/sec: 37,739 | mfu: 0.2% | epoch: 1 | remaining: 211s    
step 00113 (29.6%) | loss: 5.000121 | lrm: 1.00 | dt: 872ms | tok/sec: 37,565 | mfu: 0.2% | epoch: 1 | remaining: 210s    
step 00114 (29.9%) | loss: 4.989503 | lrm: 1.00 | dt: 865ms | tok/sec: 37,888 | mfu: 0.2% | epoch: 1 | remaining: 209s    
step 00115 (30.2%) | loss: 4.977917 | lrm: 1.00 | dt: 864ms | tok/sec: 37,916 | mfu: 0.2% | epoch: 1 | remaining: 209s    
step 00116 (30.5%) | loss: 4.958193 | lrm: 1.00 | dt: 866ms | tok/sec: 37,825 | mfu: 0.2% | epoch: 1 | remaining: 208s    
step 00117 (30.8%) | loss: 4.950512 | lrm: 1.00 | dt: 870ms | tok/sec: 37,665 | mfu: 0.2% | epoch: 1 | remaining: 207s    
step 00118 (31.1%) | loss: 4.936816 | lrm: 1.00 | dt: 870ms | tok/sec: 37,680 | mfu: 0.2% | epoch: 1 | remaining: 206s    
step 00119 (31.4%) | loss: 4.929665 | lrm: 1.00 | dt: 929ms | tok/sec: 35,289 | mfu: 0.2% | epoch: 1 | remaining: 205s    
step 00120 (31.7%) | loss: 4.916619 | lrm: 1.00 | dt: 863ms | tok/sec: 37,949 | mfu: 0.2% | epoch: 1 | remaining: 204s    
step 00121 (32.0%) | loss: 4.910425 | lrm: 1.00 | dt: 870ms | tok/sec: 37,678 | mfu: 0.2% | epoch: 1 | remaining: 203s    
step 00122 (32.3%) | loss: 4.901696 | lrm: 1.00 | dt: 864ms | tok/sec: 37,941 | mfu: 0.2% | epoch: 1 | remaining: 202s    
step 00123 (32.5%) | loss: 4.893700 | lrm: 1.00 | dt: 877ms | tok/sec: 37,345 | mfu: 0.2% | epoch: 1 | remaining: 201s    
step 00124 (32.8%) | loss: 4.880147 | lrm: 1.00 | dt: 867ms | tok/sec: 37,789 | mfu: 0.2% | epoch: 1 | remaining: 201s    
step 00125 (33.1%) | loss: 4.870487 | lrm: 1.00 | dt: 862ms | tok/sec: 37,993 | mfu: 0.2% | epoch: 1 | remaining: 200s    
step 00126 (33.4%) | loss: 4.857812 | lrm: 1.00 | dt: 864ms | tok/sec: 37,921 | mfu: 0.2% | epoch: 1 | remaining: 199s    
step 00127 (33.7%) | loss: 4.852316 | lrm: 1.00 | dt: 857ms | tok/sec: 38,250 | mfu: 0.2% | epoch: 1 | remaining: 198s    
step 00128 (34.0%) | loss: 4.840254 | lrm: 1.00 | dt: 980ms | tok/sec: 33,428 | mfu: 0.2% | epoch: 1 | remaining: 197s    
step 00129 (34.3%) | loss: 4.829104 | lrm: 1.00 | dt: 866ms | tok/sec: 37,824 | mfu: 0.2% | epoch: 1 | remaining: 196s    
step 00130 (34.6%) | loss: 4.824535 | lrm: 1.00 | dt: 871ms | tok/sec: 37,635 | mfu: 0.2% | epoch: 1 | remaining: 195s    
step 00131 (34.9%) | loss: 4.806328 | lrm: 1.00 | dt: 896ms | tok/sec: 36,586 | mfu: 0.2% | epoch: 1 | remaining: 194s    
step 00132 (35.2%) | loss: 4.790951 | lrm: 1.00 | dt: 865ms | tok/sec: 37,901 | mfu: 0.2% | epoch: 1 | remaining: 194s    
step 00133 (35.5%) | loss: 4.779226 | lrm: 1.00 | dt: 864ms | tok/sec: 37,930 | mfu: 0.2% | epoch: 1 | remaining: 193s    
step 00134 (35.8%) | loss: 4.778184 | lrm: 1.00 | dt: 863ms | tok/sec: 37,983 | mfu: 0.2% | epoch: 1 | remaining: 192s    
step 00135 (36.1%) | loss: 4.773690 | lrm: 1.00 | dt: 931ms | tok/sec: 35,214 | mfu: 0.2% | epoch: 1 | remaining: 191s    
step 00136 (36.4%) | loss: 4.775632 | lrm: 1.00 | dt: 865ms | tok/sec: 37,874 | mfu: 0.2% | epoch: 1 | remaining: 190s    
step 00137 (36.7%) | loss: 4.767168 | lrm: 1.00 | dt: 866ms | tok/sec: 37,845 | mfu: 0.2% | epoch: 1 | remaining: 189s    
step 00138 (36.9%) | loss: 4.750948 | lrm: 1.00 | dt: 862ms | tok/sec: 37,999 | mfu: 0.2% | epoch: 1 | remaining: 188s    
step 00139 (37.2%) | loss: 4.727177 | lrm: 1.00 | dt: 866ms | tok/sec: 37,837 | mfu: 0.2% | epoch: 1 | remaining: 187s    
step 00140 (37.5%) | loss: 4.713856 | lrm: 1.00 | dt: 868ms | tok/sec: 37,770 | mfu: 0.2% | epoch: 1 | remaining: 187s    
step 00141 (37.8%) | loss: 4.700429 | lrm: 1.00 | dt: 868ms | tok/sec: 37,762 | mfu: 0.2% | epoch: 1 | remaining: 186s    
step 00142 (38.1%) | loss: 4.701894 | lrm: 1.00 | dt: 866ms | tok/sec: 37,827 | mfu: 0.2% | epoch: 1 | remaining: 185s    
step 00143 (38.4%) | loss: 4.695747 | lrm: 1.00 | dt: 864ms | tok/sec: 37,911 | mfu: 0.2% | epoch: 1 | remaining: 184s    
step 00144 (38.7%) | loss: 4.693603 | lrm: 1.00 | dt: 864ms | tok/sec: 37,917 | mfu: 0.2% | epoch: 1 | remaining: 183s    
step 00145 (39.0%) | loss: 4.687519 | lrm: 1.00 | dt: 866ms | tok/sec: 37,844 | mfu: 0.2% | epoch: 1 | remaining: 182s    
step 00146 (39.2%) | loss: 4.686759 | lrm: 1.00 | dt: 867ms | tok/sec: 37,786 | mfu: 0.2% | epoch: 1 | remaining: 181s    
step 00147 (39.5%) | loss: 4.678181 | lrm: 1.00 | dt: 867ms | tok/sec: 37,808 | mfu: 0.2% | epoch: 1 | remaining: 181s    
step 00148 (39.8%) | loss: 4.660632 | lrm: 1.00 | dt: 866ms | tok/sec: 37,822 | mfu: 0.2% | epoch: 1 | remaining: 180s    
step 00149 (40.1%) | loss: 4.655369 | lrm: 1.00 | dt: 866ms | tok/sec: 37,816 | mfu: 0.2% | epoch: 1 | remaining: 179s    
step 00150 (40.4%) | loss: 4.640438 | lrm: 1.00 | dt: 941ms | tok/sec: 34,804 | mfu: 0.2% | epoch: 1 | remaining: 178s    
